Location,Site,Nest,Species,Exp_Year,Attempt_Number,Clutch_Initiation_Date,CI_Last_Checked,Clutch_Completion_Date,CC_Last_Checked,Clutch_Size,Egg_Loss_Number,Egg_Loss_Reason,Egg_Loss_Date,Incubation_Failure,Incubation_Failure_Date,Eggs_Swapped,Hatch_Date,HD_Last_Checked,Brood_Size_Hatching,Day6_Brood_Mass,Brood_Size_Day6,Chick_Loss_Incident_1_Date,Chick_Loss_Incident_1_#lost,Chick_Loss_Incident_1_Reason,Chick_Loss_Incident_2_Date,Chick_Loss_Incident_2_#lost,Chick_Loss_Incident_2_Reason,Chick_Loss_Incident_3_Date,Chick_Loss_Incident_3_#lost,Chick_Loss_Incident_3_Reason,Chick_Loss_Incident_4_Date,Chick_Loss_Incident_4_#lost,Chick_Loss_Incident_4_Reason,Chick_Abandon_F,Chick_Abandon_M,Nest_Fate_Date,Nest_Fate,Nest_Fate_Last_Check,#fledged,Nest_Experiment,Nest_Treatment,Female_ID,Male_ID,Fecal_Sample_nb,Notes
Ithaca,Unit_4,97,TRES,2017,1,19-May-17,2d ago,24-May-17,2d ago,6,2,,11-Jun-17,,,,07-Jun-17,1d ago,4,51,,,,,,,,,,,,,,,,01-Jul-17,Fledged,12d ago,4,CORT_Dose,CORT_XFoster,272106610,,,
Ithaca,Unit_4,101,TRES,2017,1,20-May-17,2d ago,26-May-17,2d ago,6,1,Missing,09-Jun-17,,,,08-Jun-17,1d ago,5,65,,,,,,,,,,,,,,,,02-Jul-17,Fledged,12d ago,5,CORT_Dose,DMSO_XFoster,272107219,,,
Ithaca,Unit_4,102,TRES,2017,1,20-May-17,2d ago,24-May-17,2d ago,5,1,Missing,11-Jun-17,,,,07-Jun-17,1d ago,4,48,,01-Jul-17,1,Found_Dead,,,,,,,,,,,,01-Jul-17,Fledged,12d ago,3,CORT_Dose,DMSO_XFoster,272107599,,,
Alaska,McCarthy,102,TRES,2017,1,28-May-17,2d ago,03-Jun-17,1d ago,5,,,,No,,,16-Jun-17,1d ago,2,28,2,,,,,,,,,,,,,,,10-Jul-17,Fledged,8d ago,2,Stressor,Predator,177177256,251110579,,
Alaska,McCarthy,105,TRES,2017,1,24-Jun-17,2d ago,28-Jun-17,2d ago,5,,,,No,,,11-Jul-17,1d ago,5,,,,,,,,,,,,,,,,,23-Oct-17,Fledged,15d+ ago,5,,,,,,
Alaska,McCarthy,108,TRES,2017,1,09-Jun-17,2d ago,13-Jun-17,2d ago,5,,,,No,,,28-Jun-17,1d ago,5,59.5,5,15-Jul-17,2,Found_Dead,,,,,,,,,,,,23-Oct-17,Fledged,15d+ ago,3,Stressor,Predator,263126923,263127135,,
Alaska,McCarthy,113,TRES,2017,1,01-Jun-17,3d ago,05-Jun-17,2d ago,5,,,,No,,,23-Jun-17,1d ago,5,58.5,5,05-Jul-17,1,Found_Dead,,,,,,,,,,,,15-Jul-17,Fledged,9d ago,4,Stressor,Low_Tape,177177170,263126967,,
Alaska,McCarthy,119,TRES,2017,1,10-Jun-17,2d ago,14-Jun-17,2d ago,5,,,,No,,,27-Jun-17,1d ago,5,44,5,12-Jul-17,1,Found_Dead,,,,,,,,,,,,23-Oct-17,Fledged,15d+ ago,4,Stressor,Control,263126929,263127111,,
Alaska,McCarthy,124,VGSW,2017,1,13-Jun-17,2d ago,17-Jun-17,2d ago,4,,,,No,,,01-Jul-17,2d ago,4,,,,,,,,,,,,,,,,,23-Oct-17,Fledged,15d+ ago,4,,,263127112,263127136,,
Alaska,McCarthy,130,VGSW,2017,1,02-Jun-17,3d ago,07-Jun-17,1d ago,6,,,,No,,,21-Jun-17,2d ago,6,,,,,,,,,,,,,,,,,23-Oct-17,Fledged,15d+ ago,6,,,263126924,,,
Alaska,McCarthy,131,TRES,2017,1,29-Jun-17,2d ago,03-Jul-17,2d ago,5,,,,No,,,,,,,,,,,,,,,,,,,,,,23-Oct-17,Fledged,15d+ ago,,,,,,,
Alaska,McCarthy,132,TRES,2017,1,27-May-17,2d ago,,,,2,Other,30-May-17,No,,,,,,,,,,,,,,,,,,,,,,30-May-17,Unhatched,1d ago,0,,,,,,"Eggs buried in the nest 5/30, eggs missing 6/01"
Alaska,McCarthy,132,TRES,2017,2,07-Jun-17,1d ago,13-Jun-17,2d ago,7,7,Missing,25-Jun-17,No,,,,,,,,,,,,,,,,,,,,,,25-Jun-17,Other,2d ago,0,Stressor,Control,263126922,,,"only 2 eggs left when caught for 1st capture, 1 egg burried remaining 6/21
I egg on 6/25 that look new!?"
Alaska,McCarthy,132,TRES,2017,3,25-Jun-17,2d ago,29-Jun-17,2d ago,5,,,,No,,,12-Jul-17,1d ago,5,,,,,,,,,,,,,,,,,23-Oct-17,Fledged,15d+ ago,5,,,,,,
Alaska,McCarthy,133,TRES,2017,1,28-May-17,2d ago,01-Jun-17,3d ago,5,,,,No,,,16-Jun-17,1d ago,4,50.5,4,,,,,,,,,,,,,,,10-Jul-17,Fledged,8d ago,4,Stressor,Control,177177255,177177267,,
Alaska,McCarthy,134,TRES,2017,1,30-May-17,2d ago,03-Jun-17,3d ago,5,,,,No,,,16-Jun-17,1d ago,5,26.5,5,23-Jun-17,1,Found_Dead,25-Jun-17,1,Found_Dead,11-Jul-17,1,Found_Dead,,,,,,11-Jul-17,Fledged,1d ago,2,Stressor,Predator,251110573,,,
Alaska,McCarthy,135,TRES,2017,1,28-May-17,2d ago,02-Jun-17,3d ago,6,,,,No,,,15-Jun-17,2d ago,6,66.5,6,07-Jul-17,1,Found_Dead,09-Jul-17,2,Found_Dead,,,,,,,,,09-Jul-17,Fledged,14d ago,3,Stressor,Control,177177110,185193415,,2631-26948 found dead outside of the nest 7/7
Alaska,McCarthy,137,TRES,2017,1,06-Jun-17,2d ago,11-Jun-17,4d ago,6,,,,No,,,24-Jun-17,1d ago,5,48.5,5,03-Jul-17,5,Found_Dead,,,,,,,,,,,,03-Jul-17,Died,2d ago,0,Stressor,Control,263126919,,,
Alaska,McCarthy,138,TRES,2017,1,03-Jun-17,3d ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07-Jun-17,Unhatched,2d ago,0,,,,,,female dead in nest on 6/07
Alaska,McCarthy,141,TRES,2017,1,28-May-17,2d ago,31-May-17,1d ago,4,,,,No,,,15-Jun-17,4d ago,4,57.5,4,,,,,,,,,,,,,,,09-Jul-17,Fledged,14d ago,4,Stressor,Low_Tape,177177165,263126934,,
Alaska,McCarthy,144,TRES,2017,1,31-May-17,2d ago,04-Jun-17,1d ago,5,,,,No,,,17-Jun-17,2d ago,5,47.5,5,,,,,,,,,,,,,,,11-Jul-17,Fledged,12d ago,5,Stressor,Predator,177177257,263126935,,
Alaska,McCarthy,147,TRES,2017,1,07-Jun-17,1d ago,10-Jun-17,2d ago,3,,,,No,,,26-Jun-17,1d ago,3,35.5,3,,,,,,,,,,,,,,,23-Oct-17,Fledged,15d+ ago,3,Stressor,Predator,177177229,263126988,,
Alaska,McCarthy,148,TRES,2017,1,02-Jun-17,3d ago,07-Jun-17,2d ago,6,,,,No,,,20-Jun-17,1d ago,4,47.5,4,,,,,,,,,,,,,,,11-Jul-17,Fledged,10d ago,4,Stressor,Low_Tape,177177172,177177215,,
Alaska,McCarthy,152,TRES,2017,1,03-Jun-17,3d ago,08-Jun-17,2d ago,6,,,,Yes,19-Jun-17,,,,,,,,,,,,,,,,,,,,,21-Jun-17,Abandon,2d ago,0,Stressor,Low_Tape,263126915,,,
Alaska,McCarthy,153,TRES,2017,1,11-Jun-17,2d ago,15-Jun-17,2d ago,5,,,,No,,,29-Jun-17,2d ago,2,11,1,03-Jul-17,1,Found_Dead,11-Jul-17,1,Predation,,,,,,,,,11-Jul-17,Predated,2d ago,0,Stressor,Predator,263126928,,,
Alaska,McCarthy,155,VGSW,2017,1,06-Jun-17,2d ago,12-Jun-17,2d ago,5,,,,No,,,27-Jun-17,2d ago,5,,,,,,,,,,,,,,,,,11-Jul-17,Fledged,2d ago,5,,,177177176,,,
Alaska,McCarthy,156,TRES,2017,1,29-May-17,2d ago,03-Jun-17,3d ago,6,,,,No,,,18-Jun-17,1d ago,5,54,5,11-Jul-17,3,Found_Dead,,,,,,,,,,,,11-Jul-17,Fledged,12d ago,2,Stressor,Predator,263126905,263126933,,
Alaska,McCarthy,157,TRES,2017,1,23-Jun-17,2d ago,26-Jun-17,2d ago,4,,,,No,,,09-Jul-17,1d ago,4,,,14-Jul-17,4,Predation,,,,,,,,,,,,14-Jul-17,Predated,2d ago,0,,,,,,
Alaska,McCarthy,162,TRES,2017,1,02-Jun-17,3d ago,06-Jun-17,2d ago,5,,,,No,,,20-Jun-17,1d ago,5,58.75,5,09-Jul-17,2,Found_Dead,,,,,,,,,,,,09-Jul-17,Fledged,8d ago,3,Stressor,Control,177177232,263126938,,Not sure if they are fledged or predated as it seems that they would have fledged very early
Alaska,McCarthy,164,TRES,2017,1,01-Jun-17,3d ago,05-Jun-17,2d ago,5,,,,No,,,20-Jun-17,1d ago,4,54.5,4,,,,,,,,,,,,,,,09-Jul-17,Fledged,8d ago,4,Stressor,Predator,177177168,263126931,,Not sure if they are fledged or predated as it seems that they would have fledged very early
Alaska,McCarthy,166,TRES,2017,1,05-Jun-17,2d ago,10-Jun-17,2d ago,6,,,,No,,,24-Jun-17,1d ago,5,64.25,5,05-Jul-17,1,Found_Dead,,,,,,,,,,,,12-Jul-17,Fledged,7d ago,4,Stressor,Predator,263126918,263126986,,Not sure if they are fledged or predated as it seems that they would have fledged very early
Alaska,McCarthy,168,TRES,2017,1,30-May-17,2d ago,04-Jun-17,1d ago,6,,,,No,,,18-Jun-17,1d ago,6,64,6,,,,,,,,,,,,,,,11-Jul-17,Fledged,12d ago,6,Stressor,Control,263126906,177177216,,
Alaska,McCarthy,170,TRES,2017,1,30-May-17,2d ago,04-Jun-17,1d ago,6,,,,Yes,19-Jun-17,,,,,,,,,,,,,,,,,,,,,21-Jun-17,Unhatched,2d ago,0,Stressor,Low_Tape,177177254,,,
Alaska,McCarthy,171,TRES,2017,1,22-Jun-17,2d ago,26-Jun-17,2d ago,5,,,,No,,,09-Jul-17,1d ago,2,,,11-Jul-17,2,Predation,,,,,,,,,,,,11-Jul-17,Predated,2d ago,0,,,,,,
Alaska,McCarthy,172,TRES,2017,1,02-Jun-17,3d ago,05-Jun-17,2d ago,4,,,,Yes,19-Jun-17,,,,,,,,,,,,,,,,,,,,,21-Jun-17,Unhatched,2d ago,0,Stressor,Low_Tape,177177167,,,
Alaska,McCarthy,174,TRES,2017,1,07-Jun-17,1d ago,11-Jun-17,2d ago,5,,,,No,,,26-Jun-17,1d ago,4,37,4,,,,,,,,,,,,,,,10-Jul-17,Died,1d ago,0,Stressor,Low_Tape,263126916,177177237,,
Alaska,McCarthy,176,TRES,2017,1,01-Jun-17,3d ago,06-Jun-17,2d ago,6,,,,No,,,20-Jun-17,1d ago,6,80.75,6,02-Jul-17,6,Found_Dead,,,,,,,,,,,,02-Jul-17,Died,1d ago,0,Stressor,Predator,177177117,263126932,,All chicks found dead when going to band them on 7/02. They were full of ectoparasites
Alaska,McCarthy,178,TRES,2017,1,07-Jun-17,1d ago,11-Jun-17,2d ago,5,,,,No,,,26-Jun-17,1d ago,5,54,5,,,,,,,,,,,,,,,23-Oct-17,Fledged,15d+ ago,5,Stressor,Low_Tape,263126917,263126987,,
Alaska,McCarthy,181,TRES,2017,1,11-Jun-17,2d ago,14-Jun-17,2d ago,4,,,,No,,,28-Jun-17,1d ago,3,6.75,2,01-Jul-17,1,Found_Dead,07-Jul-17,2,Found_Dead,,,,,,,,,07-Jul-17,Died,2d ago,0,Stressor,Low_Tape,177177274,,,
Alaska,McCarthy,182,TRES,2017,1,01-Jul-17,2d ago,04-Jul-17,2d ago,4,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alaska,McCarthy,185,TRES,2017,1,02-Jun-17,3d ago,05-Jun-17,3d ago,4,,,,No,,,20-Jun-17,1d ago,4,36,3,23-Jun-17,1,Found_Dead,12-Jul-17,1,Found_Dead,,,,,,,,,12-Jul-17,Fledged,11d ago,2,Stressor,Control,177177169,263126939,,
Ithaca,Thompson,1,TRES,2017,1,20-May-17,7+d ago,24-May-17,7+d ago,5,2,Missing,30-May-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Thompson,3,TRES,2017,1,14-May-17,7+d ago,21-May-17,7+d ago,5,2,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Thompson,5,TRES,2017,1,18-May-17,7+d ago,,7+d ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Thompson,6,TRES,2017,1,14-May-17,7+d ago,19-May-17,7+d ago,6,2,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg_Collection,DMSO_XFoster,262125477,,,
Ithaca,Thompson,8,TRES,2017,1,18-May-17,7+d ago,23-May-17,7+d ago,6,1,Missing,30-May-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Thompson,10,TRES,2017,1,14-May-17,7+d ago,18-May-17,7+d ago,5,2,Missing,26-May-17,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg_Collection,CORT_XFoster,272107627,,,
Ithaca,Thompson,12,TRES,2017,1,15-May-17,7+d ago,19-May-17,7+d ago,5,2,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg_Collection,CORT_XFoster,272106607,,,
Ithaca,Thompson,17,TRES,2017,1,14-May-17,7+d ago,18-May-17,7+d ago,5,2,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg_Collection,CORT_XFoster,259122392,,,
Alaska,Long_Lake,1,TRES,2017,1,07-Jun-17,2d ago,11-Jun-17,2d ago,5,5,Broken,20-Jun-17,Yes,20-Jun-17,,,,,,,,,,,,,,,,,,,,,20-Jun-17,Predated,2d ago,0,Stressor,Low_Tape,263126920,,,
Alaska,Long_Lake,2,TRES,2017,1,03-Jun-17,3d ago,07-Jun-17,2d ago,5,4,Predation,21-Jun-17,Yes,21-Jun-17,,,,,,,,,,,,,,,,,,,Yes,,21-Jun-17,Predated,2d ago,0,Stressor,Control,263126911,,,3 eggs missing and 1 broken 6/18. Top of the box was off and it was also the case on 6/16 but the female was in. Top off again on 6/19
Alaska,Long_Lake,5,VGSW,2017,1,02-Jun-17,1d ago,04-Jun-17,2d ago,3,,,,No,,,20-Jun-17,2d ago,3,,,,,,,,,,,,,,,,,14-Jul-17,Fledged,2d ago,3,,,177177177,263126937,,
Alaska,Long_Lake,8,VGSW,2017,1,30-May-17,2d ago,02-Jun-17,3d ago,4,,,,No,,,18-Jun-17,2d ago,4,,,28-Jun-17,4,Found_Dead,,,,,,,,,,,,28-Jun-17,Died,2d ago,0,,,177177174,177177109,,
Alaska,Long_Lake,9,TRES,2017,1,02-Jun-17,3d ago,07-Jun-17,2d ago,5,,,,No,,,22-Jun-17,1d ago,5,34,4,24-Jun-17,1,Found_Dead,06-Jul-17,1,Found_Dead,,,,,,,,,14-Jul-17,Fledged,8d ago,2,Stressor,Predator,263126910,263126952,,
Alaska,Long_Lake,12,VGSW,2017,1,17-Jun-17,2d ago,20-Jun-17,2d ago,4,,,,Yes,06-Jul-17,,,,,,,,,,,,,,,,,,,,,07-Jul-17,Abandon,2d ago,0,,,177177150,,,
Alaska,Long_Lake,13,TRES,2017,1,05-Jun-17,2d ago,09-Jun-17,2d ago,5,,,,No,,,23-Jun-17,1d ago,5,40.25,5,04-Jul-17,5,Found_Dead,,,,,,,,,,,,04-Jul-17,Died,2d ago,0,Stressor,Control,263126921,,,
Alaska,Long_Lake,19,TRES,2017,1,29-May-17,2d ago,02-Jun-17,3d ago,5,,,,No,,,16-Jun-17,1d ago,4,42.5,4,30-Jun-17,2,Found_Dead,,,,,,,,,,,,10-Jul-17,Fledged,10d ago,2,Stressor,Low_Tape,177177208,177177189,,2631-26953 and 2631-26955 found dead full of ectoparasites
Alaska,Long_Lake,20,TRES,2017,1,04-Jun-17,1d ago,09-Jun-17,2d ago,5,,,,,,,23-Jun-17,1d ago,4,56,4,,,,,,,,,,,,,,,14-Jul-17,Fledged,8d ago,4,Stressor,Low_Tape,177177210,263126973,,
Alaska,Long_Lake,21,VGSW,2017,1,01-Jun-17,1d ago,06-Jun-17,2d ago,6,,,,No,,,22-Jun-17,2d ago,6,,,28-Jun-17,6,Found_Dead,,,,,,,,,,,,28-Jun-17,Died,2d ago,0,,,263126913,,,
Alaska,Long_Lake,22,TRES,2017,1,04-Jun-17,1d ago,08-Jun-17,2d ago,5,,,,,,,23-Jun-17,1d ago,4,51.5,4,28-Aug-17,1,Found_Dead,,,,,,,,,,,,28-Aug-17,Fledged,15d+ ago,3,Stressor,Predator,263126908,263126972,,
Alaska,Long_Lake,23,VGSW,2017,1,31-May-17,2d ago,04-Jun-17,1d ago,5,,,,No,,,20-Jun-17,2d ago,5,,,,,,,,,,,,,,,,,12-Jul-17,Fledged,10d ago,5,,,263126914,,,
Alaska,Long_Lake,24,TRES,2017,1,09-Jun-17,2d ago,13-Jun-17,2d ago,5,,,,No,,,28-Jun-17,1d ago,4,39.5,4,10-Jul-17,1,Found_Dead,12-Jul-17,3,Found_Dead,,,,,,,,,12-Jul-17,Died,2d ago,0,Stressor,Predator,263126926,,,
Alaska,Long_Lake,27,VGSW,2017,1,04-Jun-17,1d ago,08-Jun-17,2d ago,5,,,,No,,,24-Jun-17,3d ago,3,,,26-Jun-17,1,Found_Dead,28-Jun-17,2,Found_Dead,,,,,,,,,28-Jun-17,Died,2d ago,0,,,177177151,,,"1 chick dead, one cold egg on 6/30/17"
Alaska,Long_Lake,28,TRES,2017,1,04-Jun-17,1d ago,,,5,5,Predation,10-Jun-17,,,,,,,,,,,,,,,,,,,,,,,10-Jun-17,Died,,0,,,,,,All eggs missing 6/10 with broken shells and a chewed antenna-squirrel
Alaska,Long_Lake,31,VGSW,2017,1,05-Jun-17,2d ago,09-Jun-17,2d ago,5,1,Missing,26-Jun-17,No,,,24-Jun-17,2d ago,4,,,26-Jun-17,3,Found_Dead,,,,,,,,,,,,28-Aug-17,Fledged,15d+ ago,1,,,177177152,,,
Alaska,Long_Lake,32,VGSW,2017,1,13-Jun-17,2d ago,15-Jun-17,2d ago,3,,,,No,,,30-Jun-17,2d ago,3,,,,,,,,,,,,,,,,,28-Aug-17,Fledged,15d+ ago,2,,,263126936,,,
Alaska,Long_Lake,48,VGSW,2017,1,04-Jun-17,1d ago,06-Jun-17,2d ago,3,3,Broken,20-Jun-17,Yes,,,,,,,,,,,,,,,,,,,,,,20-Jun-17,Unhatched,2d ago,0,,,,,,"6/03 1E, 6/06 3E, 6/08 1E with broken bits of shell in nest"
Alaska,Long_Lake,49,TRES,2017,1,25-May-17,2d ago,31-May-17,2d ago,6,6,Broken,26-Jun-17,Yes,22-Jun-17,,,,,,,,,,,,,,,,,,,,,26-Jun-17,Unhatched,2d ago,0,Stressor,Control,251110618,,,"1 egg missing 6/10, another one 6/14, another one 6/16, 2 more 6/17
eggs look infertile 6/12
2 eggs cracked on 6/14"
Alaska,Long_Lake,50,TRES,2017,1,18-Jun-17,2d ago,21-Jun-17,2d ago,4,,,,No,,,05-Jul-17,1d ago,4,48,4,,,,,,,,,,,,,,,28-Aug-17,Fledged,15d+ ago,4,Stressor,Predator,263126950,,,
Alaska,Long_Lake,51,TRES,2017,1,29-May-17,2d ago,02-Jun-17,3d ago,5,,,,Yes,16-Jun-17,,,,,,,,,,,,,,,,,,,,,16-Jun-17,Abandon,2d ago,0,Stressor,Low_Tape,177177166,,,
Alaska,Long_Lake,54,VGSW,2017,1,28-May-17,2d ago,01-Jun-17,1d ago,5,,,,No,,,16-Jun-17,4d ago,5,,,26-Jun-17,5,Found_Dead,,,,,,,,,,,,26-Jun-17,Died,2d ago,0,,,263126912,177177270,,
Alaska,Long_Lake,56,TRES,2017,1,29-May-17,2d ago,31-May-17,2d ago,3,3,Predation,,No,,,,,,,,,,,,,,,,,,,,,,01-Jun-17,Predated,2d ago,0,,,,,,
Alaska,Long_Lake,56,TRES,2017,2,12-Jun-17,2d ago,16-Jun-17,2d ago,5,,,,No,,,,,,,,26-Jun-17,5,Found_Dead,,,,,,,,,,,,25-Jun-17,Unhatched,1d ago,0,Stressor,Low_Tape,263126930,,,female found dead in nest 6/25
Alaska,Long_Lake,60,TRES,2017,1,04-Jun-17,1d ago,08-Jun-17,2d ago,5,,,,No,,,21-Jun-17,1d ago,5,71.25,5,12-Jul-17,4,Found_Dead,,,,,,,,,,,,12-Jul-17,Fledged,10d ago,1,Stressor,Control,263126909,263126951,,
Alaska,Long_Lake,1.5,VGSW,2017,1,08-Jun-17,2d ago,11-Jun-17,2d ago,4,,,,No,,,26-Jun-17,2d ago,4,,,,,,,,,,,,,,,,,28-Aug-17,Fledged,15d+ ago,4,,,263126927,,,
Ithaca,Pine_Tree,2,TRES,2017,1,15-May-17,7+d ago,22-May-17,7+d ago,6,,,,,,,07-Jun-17,7+d ago,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Pine_Tree,4,TRES,2017,1,22-May-17,7+d ago,,,,1,Broken,01-Jun-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Pine_Tree,6,TRES,2017,1,20-May-17,7+d ago,25-May-17,7+d ago,5,,,,,,,07-Jun-17,7+d ago,4,,,,,,,,,,,,,,,,,,,,,CORT_Dose,CORT_XFoster,272107626,,,1 unhatched egg at last nest check
Ithaca,Pine_Tree,10,TRES,2017,1,22-May-17,7+d ago,28-May-17,7+d ago,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Pine_Tree,14,TRES,2017,1,22-May-17,7+d ago,,7+d ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 WARM EGGS AT LAST CHECK
Ithaca,Pine_Tree,16,TRES,2017,1,15-May-17,7+d ago,20-May-17,7+d ago,6,2,Missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,Egg_Collection,,272106606,,,
Ithaca,Pine_Tree,20,TRES,2017,1,22-May-17,7+d ago,01-Jun-17,7+d ago,5,1,Missing,25-May-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Pine_Tree,27,TRES,2017,1,18-May-17,7+d ago,23-May-17,7+d ago,6,,,,,,,,7+d ago,,,,,,,,,,,,,,,,,,,,,,,,,,,"6 eggs on 5/25 but 9 eggs (6 old and 3 new) on 6/7
Failed attempt at CORT validation on 5/29"
Ithaca,Pine_Tree,30,TRES,2017,1,18-May-17,7+d ago,23-May-17,7+d ago,6,,,,,,,07-Jun-17,7+d ago,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Pine_Tree,32,TRES,2017,1,16-May-17,7+d ago,22-May-17,7+d ago,6,,,,,,,07-Jun-17,7+d ago,6,,,,,,,,,,,,,,,,,,,,,,,,,,Failed attempt at CORT validation on 5/29
Ithaca,Pine_Tree,40,TRES,2017,1,18-May-17,7+d ago,21-May-17,7+d ago,4,,,,,,,07-Jun-17,7+d ago,4,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Pine_Tree,42,TRES,2017,1,19-May-17,7+d ago,23-May-17,7+d ago,5,,,,,,,07-Jun-17,7+d ago,4,,,,,,,,,,,,,,,,,,,,,,,272107628,,,4 hatchlings and 1 unhatched egg at last nest check
Ithaca,Pine_Tree,44,TRES,2017,1,16-May-17,7+d ago,22-May-17,7+d ago,6,5,Predation,01-Jun-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,One egg went missing between the 5/22 and 5/25 nest checks
Ithaca,Pine_Tree,47,TRES,2017,1,18-May-17,7+d ago,22-May-17,7+d ago,5,2,Missing,07-Jun-17,,,,07-Jun-17,7+d ago,,,,,,,,,,,,,,,,,,,,,,,,,,,1 chick and 2 eggs at last nest check
Ithaca,Pine_Tree,49,TRES,2017,1,17-May-17,7+d ago,22-May-17,7+d ago,6,,,,,,,07-Jun-17,7+d ago,6,,,,,,,,,,,,,,,,,,,,,,,272107632,,,
Ithaca,Pine_Tree,54,TRES,2017,1,19-May-17,7+d ago,23-May-17,7+d ago,5,,,,,,,07-Jun-17,7+d ago,5,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Pine_Tree,57,TRES,2017,1,,,,,7,,,,,,,28-May-17,7+d ago,7,,,,,,,,,,,,,,,,,,,,,,,,,,Unknown clutch initiation and completions dates; there were already 7 eggs at first nest check on 5/15
Ithaca,Pine_Tree,59,TRES,2017,1,18-May-17,7+d ago,21-Jun-17,7+d ago,4,,,,,,,07-Jun-17,7+d ago,3,,,,,,,,,,,,,,,,,,,,,,,272107629,,,3 chicks and 1 egg at last nest check
Ithaca,Pine_Tree,60,TRES,2017,1,19-May-17,7+d ago,23-May-17,7+d ago,5,,,,,,,07-Jun-17,7+d ago,5,,,,,,,,,,,,,,,,,,,,,,,272107630,,,
Ithaca,Pine_Tree,65,TRES,2017,1,17-May-17,7+d ago,22-May-17,7+d ago,6,,,,,,,07-Jun-17,7+d ago,6,,,,,,,,,,,,,,,,,,,,,,,,,,
Ithaca,Pine_Tree,68,TRES,2017,1,20-May-17,7+d ago,24-May-17,7+d ago,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272107631,,,
Alaska,Currant_Ridge,B,TRES,2017,1,02-Jun-17,3d ago,07-Jun-17,2d ago,6,,,,No,,,20-Jun-17,1d ago,5,57.5,5,,,,,,,,,,,,,,,12-Jul-17,Fledged,10d ago,5,Stressor,Control,263126907,177177265,,
Wyoming,196,Xtra,TRES,2018,1,27-Jun-18,2d ago,29-Jun-18,2d ago,3,,,,No,,No,15-Jul-18,1d ago,2,21.5,2,29-Jul-18,2,Found_Dead,,,,,,,,,,,,31-Jul-18,Died,12d ago,0,Stressor,Control,278172054,278172137,,
Wyoming,196,Upper,TRES,2018,1,05-Jun-18,2d ago,09-Jun-18,2d ago,5,,,,Yes,,,,,,,,,,,,,,,,,,,,,,15-Jun-18,Abandon,,0,,,,,,
Wyoming,196,Upper,TRES,2018,2,19-Jun-18,2d ago,23-Jun-18,2d ago,5,,,,Yes,01-Jul-18,No,,,,,,,,,,,,,,,,,,,,07-Jul-18,Abandon,2d ago,0,Stressor,Control,278171774,,,"5 old eggs from previous attempt, 5 new eggs. 10 eggs total in nest"
Wyoming,196,MidSmall,TRES,2018,1,05-Jun-18,2d ago,11-Jun-18,2d ago,7,,,,Yes,23-Jun-18,No,,,,,,,,,,,,,,,,,,,,01-Jul-18,Abandon,2d ago,0,Stressor,Predator,278171751,,,
Wyoming,DOT,N,TRES,2018,1,05-Jun-18,2d ago,10-Jun-18,2d ago,6,6,Broken,18-Jun-18,No,,No,,,,,,,,,,,,,,,,,,,,18-Jun-18,Other,2d ago,0,Stressor,Predator,192161689,,,"All eggs broken, removed"
Wyoming,DOT,W,TRES,2018,1,04-Jun-18,2d ago,09-Jun-18,2d ago,6,,,,Yes,18-Jun-18,No,,,,,,,,,,,,,,,,,,,,22-Jun-18,Abandon,2d ago,0,Stressor,Low_Tape,278172037,,,
Wyoming,DOT,W,TRES,2018,2,28-Jun-18,2d ago,03-Jul-18,2d ago,6,,,,No,,,16-Jul-18,1d ago,6,,,,,,,,,,,,,,,,,,,,,,,192161689,,,6 nestlings in box on day 15 (7/31)
Wyoming,DOT,S1,TRES,2018,1,04-Jul-18,2d ago,09-Jul-18,2d ago,5,,,,No,,,24-Jul-18,7+d ago,3,,,,,,,,,,,,,,,,,,,,,,,,,,"hatch date unknown 3 chicks in nest 7/31
Female not banded"
