Location,Site,Nest,Species,Exp_Year,Attempt_Number,Clutch_Initiation_Date,CI_Last_Checked,Clutch_Completion_Date,CC_Last_Checked,Clutch_Size,Egg_Loss_Number,Egg_Loss_Reason,Egg_Loss_Date,Incubation_Failure,Incubation_Failure_Date,Eggs_Swapped,Hatch_Date,HD_Last_Checked,Brood_Size_Hatching,Day6_Brood_Mass,Brood_Size_Day6,Chick_Loss_Incident_1_Date,Chick_Loss_Incident_1_#lost,Chick_Loss_Incident_1_Reason,Chick_Loss_Incident_2_Date,Chick_Loss_Incident_2_#lost,Chick_Loss_Incident_2_Reason,Chick_Loss_Incident_3_Date,Chick_Loss_Incident_3_#lost,Chick_Loss_Incident_3_Reason,Chick_Loss_Incident_4_Date,Chick_Loss_Incident_4_#lost,Chick_Loss_Incident_4_Reason,Chick_Abandon_F,Chick_Abandon_M,Nest_Fate_Date,Nest_Fate,Nest_Fate_Last_Check,#fledged,Nest_Experiment,Nest_Treatment,Female_ID,Male_ID,Fecal_Sample_nb,Notes
Ithaca,Unit_1,13,TRES,2013,1,12-May-13,2d ago,17-May-13,2d ago,5,5,D5,,,,,,,0,,,,,,,,,,,,,,,,,30-May-13,Died,8d ago,0,Peltier,Control,239160527,,,
Ithaca,Unit_1,15,TRES,2013,1,14-May-13,2d ago,25-May-13,2d ago,7,0,NL,,,,,09-Jun-13,1,6,,,,,,,,,,,,,,,,,05-Jul-13,Fledged,2d ago,6,,,160120562,240150306,,
Ithaca,Unit_1,19,TRES,2013,1,09-May-13,2d ago,13-May-13,2d ago,5,5,D,,,,,,,0,,,,,,,,,,,,,,,,,23-Jun-13,Died,2d ago,0,Peltier,Cool,160118778,,,
Ithaca,Unit_1,24,TRES,2013,1,01-Jun-13,4d ago,04-Jun-13,2d ago,4,4,D,,,,,,,0,,,,,,,,,,,,,,,,,11-Jun-13,Died,2d ago,0,,,239160518,,,
Ithaca,Unit_1,25,TRES,2013,1,06-Jun-13,2d ago,10-Jun-13,2d ago,5,0,NL,,,,,25-Jun-13,2,5,,,,,,,,,,,,,,,,,29-Jun-13,,1d ago,0,Peltier,Control,239160532,,,
Ithaca,Unit_1,26,TRES,2013,1,06-Jun-13,2d ago,09-Jun-13,2d ago,4,4,D,,,,,,,0,,,,,,,,,,,,,,,,,15-Jun-13,Died,4d ago,0,Peltier,Cool,240151666,,,
Ithaca,Unit_1,28,TRES,2013,1,20-May-13,2d ago,24-May-13,2d ago,5,5,D5,,,,,,,0,,,,,,,,,,,,,,,,,30-May-13,Died,2d ago,0,Peltier,Cool,239160532,,,
Ithaca,Unit_1,29,TRES,2013,1,17-May-13,2d ago,21-May-13,2d ago,4,3,U3,,,,,07-Jun-13,2,1,,,,,,,,,,,,,,,,,07-Jun-13,Died,2d ago,0,,,239152841,,,
Ithaca,Unit_1,31,TRES,2013,1,23-May-13,2d ago,27-May-13,2d ago,4,4,D,,,,,,,0,,,,,,,,,,,,,,,,,09-Jun-13,Died,2d ago,0,Peltier,Control,239160538,,,
Ithaca,Unit_1,33,TRES,2013,1,11-May-13,2d ago,15-May-13,2d ago,5,5,D,,,,,,,0,,,,,,,,,,,,,,,,,29-May-13,Died,8d ago,0,Peltier,Cool,239160519,,,
Ithaca,Unit_1,36,TRES,2013,1,10-May-13,2d ago,14-May-13,2d ago,5,1,U,,,,,31-May-13,2,4,,,,,,,,,,,,,,,,,09-Jun-13,Died,2d ago,0,Peltier,Cool,239160526,240150667,,
Ithaca,Unit_1,39,TRES,2013,1,10-May-13,2d ago,14-May-13,2d ago,5,0,NL,,,,,30-May-13,1,3,,,,,,,,,,,,,,,,,23-Jun-13,Fledged,12d ago,3,Peltier,Control,160120105,240151231,,
Ithaca,Unit_1,41,TRES,2013,1,18-May-13,2d ago,22-May-13,2d ago,5,5,D5,,,,,,,0,,,,,,,,,,,,,,,,,30-May-13,Died,2d ago,0,Peltier,Cool,239160529,,,
Ithaca,Unit_1,45,TRES,2013,1,21-May-13,2d ago,24-May-13,2d ago,4,4,D4,,,,,,,0,,,,,,,,,,,,,,,,,30-May-13,Died,2d ago,0,Peltier,Control,239160533,,,
Ithaca,Unit_1,47,TRES,2013,1,09-May-13,2d ago,13-May-13,2d ago,5,0,NL,,,,,31-May-13,1,4,,,,,,,,,,,,,,,,,24-Jun-13,Fledged,12d ago,1,Novel,Novel,160118787,239160542,,
Ithaca,Unit_1,48,TRES,2013,1,14-May-13,2d ago,14-May-13,2d ago,1,1,U1,,,,,,,0,,,,,,,,,,,,,,,,,03-Jul-13,Unknown,2d ago,8,,,,,,
Ithaca,Unit_1,58,TRES,2013,1,12-May-13,2d ago,14-May-13,2d ago,3,3,D,,,,,,,0,,,,,,,,,,,,,,,,,15-Jun-13,Died,2d ago,0,,,240150478,,,
Ithaca,Unit_1,60,TRES,2013,1,14-May-13,2d ago,21-May-13,2d ago,6,0,NL,,,,,05-Jun-13,1,4,,,,,,,,,,,,,,,,,29-Jun-13,Fledged,12d ago,4,,,160120124,240151663,,
Ithaca,Unit_1,61,TRES,2013,1,07-May-13,2d ago,11-May-13,2d ago,5,5,D5,,,,,,,0,,,,,,,,,,,,,,,,,22-May-13,Died,8d ago,0,,,160120117,,,
Ithaca,Unit_1,62,TRES,2013,1,24-May-13,2d ago,29-May-13,2d ago,4,4,D,,,,,,,0,,,,,,,,,,,,,,,,,09-Jun-13,Died,2d ago,0,Peltier,Cool,160120117,,,
Ithaca,Unit_1,65,TRES,2013,1,01-Jun-13,2d ago,03-Jun-13,2d ago,3,3,U1D2,,,,,,,0,,,,,,,,,,,,,,,,,29-Jun-13,Died,2d ago,0,Peltier,Cool,240151098,,,
Ithaca,Unit_1,67,TRES,2013,1,20-May-13,2d ago,25-May-13,2d ago,6,0,NL,,,,,12-Jun-13,1,3,,,,,,,,,,,,,,,,,07-Jul-13,Fledged,13d ago,3,Peltier,Cool,240150614,160120584,,
Ithaca,Unit_1,74,TRES,2013,1,02-Jun-13,4d ago,05-Jun-13,2d ago,4,0,NL,,,,,22-Jun-13,1,3,,,,,,,,,,,,,,,,,16-Jul-13,Fledged,12d ago,3,Peltier,Cool,240150404,259122509,,
Ithaca,Unit_1,77,TRES,2013,1,20-May-13,2d ago,26-May-13,2d ago,5,1,X1,,,,,11-Jun-13,1,4,,,,,,,,,,,,,,,,,07-Jul-13,Fledged,13d ago,4,RespTS,RespTS,232173645,240151671,,
Ithaca,Unit_1,79,TRES,2013,1,05-May-13,1d ago,10-May-13,2d ago,6,0,NL,,,,,23-May-13,1,4,,,,,,,,,,,,,,,,,26-May-13,Died,2d ago,0,Peltier,Cool,240150404,,,
Ithaca,Unit_1,80,TRES,2013,1,18-May-13,2d ago,22-May-13,2d ago,5,5,U2D3,,,,,,,0,,,,,,,,,,,,,,,,,01-Jun-13,Died,2d ago,0,Peltier,Control,239160530,,,
Ithaca,Unit_1,81,TRES,2013,1,31-May-13,4d ago,04-Jun-13,2d ago,5,5,D,,,,,,,0,,,,,,,,,,,,,,,,,11-Jun-13,Died,2d ago,0,,,160118766,,,
Ithaca,Unit_1,82,TRES,2013,1,10-May-13,2d ago,15-May-13,2d ago,6,0,NL,,,,,31-May-13,1,6,,,,,,,,,,,,,,,,,18-Jun-13,Died,6d ago,0,Peltier_Novel,Control_Novel,239159529,160118732,,
Ithaca,Unit_1,85,TRES,2013,1,28-May-13,2d ago,01-Jun-13,2d ago,4,0,NL,,,,,15-Jun-13,1,3,,,,,,,,,,,,,,,,,20-Jun-13,Died,1d ago,0,Peltier,Control,240150228,,,
Ithaca,Unit_1,87,TRES,2013,1,22-May-13,2d ago,25-May-13,2d ago,4,4,D4,,,,,,,0,,,,,,,,,,,,,,,,,01-Jun-13,Died,2d ago,0,Peltier,Control,239160535,,,
Ithaca,Unit_1,88,TRES,2013,1,13-May-13,2d ago,20-May-13,2d ago,5,5,D5,,,,,,-8,0,,,,,,,,,,,,,,,,,30-May-13,Died,2d ago,0,Peltier,Control,239160528,,,
Ithaca,Unit_1,90,TRES,2013,1,09-May-13,2d ago,14-May-13,2d ago,6,0,NL,,,,,31-May-13,1,6,,,,,,,,,,,,,,,,,12-Jun-13,Died,1d ago,0,Peltier,Cool,240150658,240151230,,
Ithaca,Unit_1,91,TRES,2013,1,07-May-13,2d ago,13-May-13,2d ago,7,7,D,,,,,,,0,,,,,,,,,,,,,,,,,26-May-13,Died,8d ago,0,Peltier,Control,239152837,,,
Ithaca,Unit_1,93,TRES,2013,1,14-May-13,2d ago,21-May-13,2d ago,5,5,U1D4,,,,,,,0,,,,,,,,,,,,,,,,,01-Jun-13,Unknown,2d ago,0,Peltier,Control,160120135,,,
Ithaca,Unit_1,94,TRES,2013,1,08-May-13,2d ago,13-May-13,2d ago,6,6,D6,,,,,,,0,,,,,,,,,,,,,,,,,26-May-13,Died,8d ago,0,Peltier,Cool,160118766,,,
Ithaca,Unit_1,95,TRES,2013,1,05-Jun-13,4d ago,07-Jun-13,4d ago,3,0,NL,,,,,22-Jun-13,1,3,,,,,,,,,,,,,,,,,11-Jul-13,Fledged,4d ago,3,Novel,Novel,160120135,239159540,,
Ithaca,Unit_1,98,TRES,2013,1,14-May-13,2d ago,14-May-13,2d ago,1,1,D1,,,,,,,0,,,,,,,,,,,,,,,,,22-May-13,Died,2d ago,0,,,,,,
Ithaca,Unit_1,100,TRES,2013,1,24-May-13,2d ago,28-May-13,2d ago,5,5,D3U2,,,,,,,0,,,,,,,,,,,,,,,,,03-Jun-13,Died,2d ago,0,,,,,,
Ithaca,Unit_1,103,TRES,2013,1,12-May-13,2d ago,19-May-13,2d ago,6,0,NL,,,,,04-Jun-13,1,6,,,,,,,,,,,,,,,,,28-Jun-13,Fledged,12d ago,3,,,160120114,160120114,,
Ithaca,Unit_1,105,TRES,2013,1,10-May-13,2d ago,13-May-13,2d ago,4,0,NL,,,,,30-May-13,1,4,,,,,,,,,,,,,,,,,27-Jun-13,Fledged,1d ago,3,Novel,Novel,240151515,160120734,,
Ithaca,Unit_1,107,TRES,2013,1,09-May-13,2d ago,14-May-13,2d ago,6,0,NL,,,,,29-May-13,1,3,,,,,,,,,,,,,,,,,22-Jun-13,Fledged,12d ago,3,Peltier,Control,240150610,240150672,,
Ithaca,Unit_1,108,TRES,2013,1,09-May-13,2d ago,17-May-13,2d ago,6,0,NL,,,,,30-May-13,1,6,,,,,,,,,,,,,,,,,20-Jun-13,Died,7d ago,0,Peltier,Control,239152900,239160433,,
Ithaca,Unit_1,109,TRES,2013,1,11-May-13,2d ago,16-May-13,2d ago,5,0,NL,,,,,31-May-13,1,5,,,,,,,,,,,,,,,,,28-Jun-13,Fledged,2d ago,4,Novel,Novel,239152844,240151700,,
Ithaca,Unit_1,113,TRES,2013,1,22-May-13,2d ago,24-May-13,2d ago,3,0,NL,,,,,10-Jun-13,1,3,,,,,,,,,,,,,,,,,22-Jun-13,Died,1d ago,0,,,239152846,239160591,,
Ithaca,Unit_1,117,TRES,2013,1,11-May-13,2d ago,15-May-13,2d ago,5,5,D,,,,,,,0,,,,,,,,,,,,,,,,,28-May-13,Died,8d ago,0,Peltier,Control,239160520,,,
Ithaca,Unit_1,121,TRES,2013,1,06-Jun-13,4d ago,09-Jun-13,2d ago,4,0,NL,,,,,24-Jun-13,1,4,,,,,,,,,,,,,,,,,16-Jul-13,Fledged,9d ago,4,Peltier,Control,240150932,160120156,,
Ithaca,Unit_1,124,TRES,2013,1,06-Jun-13,4d ago,09-Jun-13,2d ago,4,0,NL,,,,,23-Jun-13,1,4,,,,,,,,,,,,,,,,,16-Jul-13,Fledged,11d ago,4,,,239160529,191123980,,
Ithaca,Unit_1,128,TRES,2013,1,15-Jun-13,4d ago,17-Jun-13,4d ago,3,0,NL,,,,,01-Jul-13,2,3,,,,,,,,,,,,,,,,,23-Jul-13,Fledged,7d ago,3,,,259122624,232173956,,
Ithaca,Unit_1,132,TRES,2013,1,20-May-13,2d ago,24-May-13,4d ago,5,0,NL,,,,,07-Jun-13,2,5,,,,,,,,,,,,,,,,,05-Jul-13,Fledged,2d ago,5,Peltier,Cool,239160534,239152849,,
Ithaca,Unit_1,135,TRES,2013,1,12-May-13,2d ago,17-May-13,2d ago,6,0,NL,,,,,31-May-13,2,6,,,,,,,,,,,,,,,,,09-Jun-13,Died,2d ago,0,,,160127022,,,
Ithaca,Unit_1,137,TRES,2013,1,14-May-13,2d ago,21-May-13,2d ago,5,5,D5,,,,,,,0,,,,,,,,,,,,,,,,,30-May-13,Died,2d ago,0,Peltier,Cool,240150932,,,
Ithaca,Unit_1,301,TRES,2013,1,15-May-13,2d ago,18-May-13,2d ago,4,1,X,,,,,03-Jun-13,1,3,,,,,,,,,,,,,,,,,27-Jun-13,Fledged,12d ago,2,,,239160515,239152999,,
Ithaca,Unit_1,302,TRES,2013,1,17-May-13,2d ago,23-May-13,2d ago,6,0,NL,,,,,07-Jun-13,1,5,,,,,,,,,,,,,,,,,20-Jun-13,Died,2d ago,0,,,239152838,239152880,,
Ithaca,Unit_1,303,TRES,2013,1,11-May-13,2d ago,14-May-13,2d ago,4,4,D,,,,,,,0,,,,,,,,,,,,,,,,,27-May-13,Died,8d ago,0,,,239160518,,,
Ithaca,Unit_1,304,TRES,2013,1,09-May-13,2d ago,15-May-13,2d ago,6,0,NL,,,,,29-May-13,1,5,,,,,,,,,,,,,,,,,22-Jun-13,Fledged,8d ago,3,Novel,Novel,239152842,239159366,,
Ithaca,Unit_1,305,TRES,2013,1,08-May-13,2d ago,13-May-13,2d ago,6,0,NL,,,,,31-May-13,1,6,,,,,,,,,,,,,,,,,24-Jun-13,Died,12d ago,0,,,239160521,,,
Ithaca,Unit_1,306,TRES,2013,1,07-May-13,2d ago,12-May-13,2d ago,6,0,NL,,,,,29-May-13,1,6,,,,,,,,,,,,,,,,,22-Jun-13,Fledged,8d ago,2,,,239160524,,,
Ithaca,Unit_1,311,TRES,2013,1,11-May-13,2d ago,14-May-13,2d ago,3,0,NL,,,,,31-May-13,1,3,,,,,,,,,,,,,,,,,24-Jun-13,Fledged,12d ago,3,,,240150825,240150354,,
Ithaca,Unit_1,314,TRES,2013,1,12-May-13,2d ago,22-May-13,2d ago,6,6,D,,,,,,,0,,,,,,,,,,,,,,,,,04-Jun-13,Died,2d ago,0,,,,,,
Ithaca,Unit_1,316,TRES,2013,1,19-May-13,2d ago,23-May-13,2d ago,5,0,NL,,,,,07-Jun-13,1,5,,,,,,,,,,,,,,,,,26-Jun-13,Fledged,12d ago,5,RespTS,RespTS,160120816,240151665,,
Ithaca,Unit_1,317,TRES,2013,1,06-May-13,2d ago,11-May-13,2d ago,6,0,NL,,,,,27-May-13,1,6,,,,,,,,,,,,,,,,,20-Jun-13,Fledged,8d ago,2,,,232173170,239152144,,
Ithaca,Unit_1,319,TRES,2013,1,10-May-13,2d ago,16-May-13,2d ago,6,0,NL,,,,,31-May-13,1,6,,,,,,,,,,,,,,,,,25-Jun-13,Fledged,12d ago,2,,,239152899,240151233,,
Ithaca,Unit_1,321,TRES,2013,1,30-May-13,2d ago,03-Jun-13,2d ago,5,0,NL,,,,,16-Jun-13,1,5,,,,,,,,,,,,,,,,,10-Jul-13,Fledged,12d ago,5,,,,240151681,,
Ithaca,Unit_1,324,TRES,2013,1,06-May-13,2d ago,10-May-13,2d ago,6,6,U6,,,,,,,0,,,,,,,,,,,,,,,,,21-May-13,Unknown,2d ago,0,RespTS,RespTS,,,,
Ithaca,Unit_1,329,TRES,2013,1,11-May-13,2d ago,16-May-13,2d ago,5,0,NL,,,,,31-May-13,1,5,,,,,,,,,,,,,,,,,24-Jun-13,Died,12d ago,0,,,240150155,,,
Ithaca,Unit_1,333,TRES,2013,1,11-May-13,2d ago,14-May-13,2d ago,4,0,NL,,,,,31-May-13,1,4,,,,,,,,,,,,,,,,,24-Jun-13,Died,12d ago,0,,,239160525,239152142,,
Ithaca,Unit_1,338,TRES,2013,1,13-May-13,2d ago,17-May-13,2d ago,5,2,D2,,,,,03-Jun-13,1,3,,,,,,,,,,,,,,,,,10-Jun-13,Predated,6d ago,0,,,222154174,,,
Ithaca,Unit_1,339,TRES,2013,1,13-May-13,2d ago,13-May-13,2d ago,1,1,D1,,,,,,,0,,,,,,,,,,,,,,,,,29-May-13,Died,2d ago,0,,,,,,
Ithaca,Unit_1,340,TRES,2013,1,11-May-13,2d ago,16-May-13,2d ago,5,0,NL,,,,,01-Jun-13,1,5,,,,,,,,,,,,,,,,,08-Jun-13,Predated,2d ago,0,,,239152840,,,
Ithaca,Unit_1,342,TRES,2013,1,20-May-13,2d ago,24-May-13,2d ago,5,5,D5,,,,,,,0,,,,,,,,,,,,,,,,,07-Jun-13,Died,2d ago,0,,,,,,
Ithaca,Unit_1,343,TRES,2013,1,13-May-13,2d ago,19-May-13,2d ago,5,2,U1D1,,,,,03-Jun-13,1,3,,,,,,,,,,,,,,,,,22-Jun-13,Fledged,8d ago,3,,,160120733,239152896,,
Ithaca,Unit_1,345,TRES,2013,1,11-May-13,2d ago,15-May-13,2d ago,5,0,NL,,,,,31-May-13,1,5,,,,,,,,,,,,,,,,,24-Jun-13,Fledged,12d ago,2,,,239160531,240150341,,
Ithaca,Unit_1,347,TRES,2013,1,12-May-13,2d ago,20-May-13,2d ago,5,0,NL,,,,,03-Jun-13,1,5,,,,,,,,,,,,,,,,,27-Jun-13,Fledged,12d ago,4,Novel,Novel,239152894,239160596,,
Ithaca,Unit_1,349,TRES,2013,1,15-May-13,2d ago,19-May-13,2d ago,5,0,NL,,,,,04-Jun-13,1,5,,,,,,,,,,,,,,,,,16-Jun-13,Unknown,2d ago,0,,,160120113,240150220,,
Ithaca,Unit_1,351,TRES,2013,1,19-May-13,2d ago,24-May-13,2d ago,6,1,D1,,,,,09-Jun-13,1,5,,,,,,,,,,,,,,,,,18-Jun-13,Predated,2d ago,0,Novel,Novel,239152897,,,
Ithaca,Unit_1,352,TRES,2013,1,19-May-13,2d ago,24-May-13,2d ago,6,1,D1,,,,,08-Jun-13,1,5,,,,,,,,,,,,,,,,,18-Jun-13,Predated,2d ago,0,,,239152898,160120711,,
Ithaca,Unit_1,355,TRES,2013,1,17-May-13,2d ago,21-May-13,2d ago,5,5,P3 X2,,,,,,,0,,,,,,,,,,,,,,,,,27-May-13,Predated,2d ago,0,,,,,,
Ithaca,Unit_1,358,TRES,2013,1,15-May-13,2d ago,17-May-13,2d ago,3,0,NL,,,,,31-May-13,1,3,,,,,,,,,,,,,,,,,15-Jun-13,Predated,2d ago,0,,,239152839,,,
Ithaca,Unit_1,361,TRES,2013,1,16-May-13,2d ago,21-May-13,2d ago,6,1,X,,,,,03-Jun-13,1,4,,,,,,,,,,,,,,,,,27-Jun-13,Fledged,12d ago,4,Novel,Novel,240150648,160118754,,
Ithaca,Unit_1,364,TRES,2013,1,11-May-13,2d ago,21-May-13,2d ago,6,0,NL,,,,,04-Jun-13,1,5,,,,,,,,,,,,,,,,,28-Jun-13,Fledged,12d ago,2,,,240150619,,,
Ithaca,Unit_1,366,TRES,2013,1,04-Jun-13,2d ago,04-Jun-13,2d ago,1,1,D1,,,,,,,0,,,,,,,,,,,,,,,,,24-Jun-13,Died,2d ago,0,,,,,,
Ithaca,Unit_1,367,TRES,2013,1,15-May-13,2d ago,20-May-13,2d ago,5,1,U1,,,,,03-Jun-13,1,4,,,,,,,,,,,,,,,,,27-Jun-13,Fledged,12d ago,4,Novel,Novel,240150118,239152848,,
Ithaca,Unit_1,369,TRES,2013,1,12-May-13,2d ago,16-May-13,2d ago,5,0,NL,,,,,30-May-13,1,5,,,,,,,,,,,,,,,,,25-Jun-13,Fledged,12d ago,3,,,239152233,160120137,,
Ithaca,Unit_1,376,TRES,2013,1,14-May-13,2d ago,18-May-13,2d ago,5,2,U2,,,,,02-Jun-13,1,1,,,,,,,,,,,,,,,,,26-Jun-13,Fledged,12d ago,1,,,239160543,160120171,,
Ithaca,Unit_1,384,TRES,2013,1,10-May-13,2d ago,13-May-13,2d ago,4,0,NL,,,,,29-May-13,1,4,,,,,,,,,,,,,,,,,22-Jun-13,Fledged,8d ago,1,,,239160537,240151699,,
Ithaca,Unit_1,386,TRES,2013,1,18-May-13,2d ago,22-May-13,2d ago,5,5,P5,,,,,,,0,,,,,,,,,,,,,,,,,27-May-13,Predated,2d ago,0,,,,,,
Ithaca,Unit_1,394,TRES,2013,1,10-May-13,2d ago,14-May-13,2d ago,5,0,NL,,,,,30-May-13,1,5,,,,,,,,,,,,,,,,,23-Jun-13,Fledged,12d ago,5,,,160118789,240150998,,
Ithaca,Unit_1,407,TRES,2013,1,09-May-13,2d ago,13-May-13,2d ago,5,0,NL,,,,,27-May-13,1,5,,,,,,,,,,,,,,,,,02-Jun-13,Predated,2d ago,0,,,,,,
Ithaca,Unit_1,409,TRES,2013,1,04-Jun-13,2d ago,07-Jun-13,2d ago,2,2,P,,,,,,,0,,,,,,,,,,,,,,,,,14-Jun-13,Predated,2d ago,0,,,,,,
Ithaca,Unit_1,410,TRES,2013,1,13-May-13,2d ago,19-May-13,2d ago,6,0,NL,,,,,03-Jun-13,1,6,,,,,,,,,,,,,,,,,14-Jun-13,Predated,2d ago,0,Novel,Novel,239160597,239160547,,
Ithaca,Unit_1,420,TRES,2013,1,02-Jun-13,1d ago,05-Jun-13,2d ago,4,4,P4,,,,,,,0,,,,,,,,,,,,,,,,,21-Jun-13,Predated,1d ago,0,,,,,,
Ithaca,Unit_1,422,TRES,2013,1,11-May-13,2d ago,14-May-13,2d ago,4,0,NL,,,,,30-May-13,1,4,,,,,,,,,,,,,,,,,23-Jun-13,Fledged,12d ago,3,,,240151442,240150905,,
Ithaca,Unit_1,423,TRES,2013,1,09-May-13,2d ago,13-May-13,2d ago,5,1,U1,,,,,30-May-13,1,4,,,,,,,,,,,,,,,,,25-Jun-13,Fledged,12d ago,2,,,239160506,239160558,,
Ithaca,Unit_1,424,TRES,2013,1,20-May-13,2d ago,24-May-13,2d ago,5,0,NL,,,,,10-Jun-13,1,5,,,,,,,,,,,,,,,,,18-Jun-13,Predated,2d ago,0,,,239152895,,,
Ithaca,Unit_1,425,TRES,2013,1,22-May-13,2d ago,25-May-13,2d ago,4,0,NL,,,,,10-Jun-13,1,4,,,,,,,,,,,,,,,,,06-Jul-13,Fledged,12d ago,4,Novel,Novel,240151664,240150518,,
Ithaca,Unit_1,426,TRES,2013,1,12-May-13,2d ago,17-May-13,2d ago,6,0,NL,,,,,04-Jun-13,1,5,,,,,,,,,,,,,,,,,28-Jun-13,Fledged,12d ago,4,,,239160587,239160547,,
Ithaca,Unit_1,428,TRES,2013,1,12-May-13,2d ago,16-May-13,2d ago,5,0,NL,,,,,31-May-13,1,5,,,,,,,,,,,,,,,,,26-Jun-13,Fledged,2d ago,2,,,160118798,240150321,,
Ithaca,Unit_1,429,TRES,2013,1,10-May-13,2d ago,14-May-13,2d ago,5,5,D5,,,,,,,0,,,,,,,,,,,,,,,,,29-May-13,Died,2d ago,0,,,239160523,,,
Ithaca,Unit_1,431,TRES,2013,1,09-May-13,2d ago,14-May-13,2d ago,6,0,NL,,,,,30-May-13,1,6,,,,,,,,,,,,,,,,,25-Jun-13,Fledged,12d ago,1,,,239160522,239160600,,
Ithaca,Unit_1,432,TRES,2013,1,06-May-13,2d ago,11-May-13,2d ago,6,0,NL,,,,,26-May-13,1,6,,,,,,,,,,,,,,,,,10-Jun-13,Predated,6d ago,0,,,239160536,239159199,,
Ithaca,Unit_1,434,TRES,2013,1,10-May-13,2d ago,14-May-13,2d ago,5,5,D5,,,,,,,0,,,,,,,,,,,,,,,,,04-Jun-13,Died,2d ago,0,,,,,,
Ithaca,Unit_1,436,TRES,2013,1,18-May-13,2d ago,22-May-13,2d ago,5,0,NL,,,,,06-Jun-13,1,4,,,,,,,,,,,,,,,,,30-Jun-13,Fledged,12d ago,4,,,240150355,239160545,,
Ithaca,Unit_1,437,TRES,2013,1,09-May-13,2d ago,14-May-13,2d ago,6,1,U1,,,,,30-May-13,1,5,,,,,,,,,,,,,,,,,23-Jun-13,Fledged,12d ago,5,,,160120138,240151199,,
Ithaca,Unit_2,2,TRES,2013,1,10-May-13,2d ago,14-May-13,2d ago,5,2,U,,,,,31-May-13,1,3,,,,,,,,,,,,,,,,,26-Jun-13,Fledged,12d ago,3,,,240151507,240151541,,
Ithaca,Unit_2,4,TRES,2013,1,08-May-13,2d ago,16-May-13,2d ago,7,0,NL,,,,,30-May-13,1,7,,,,,,,,,,,,,,,,,14-Jun-13,Died,2d ago,0,,,240151516,240151537,,
Ithaca,Unit_2,8,TRES,2013,1,11-May-13,3d ago,27-May-13,8d ago,7,0,NL,,,,,06-Jun-13,1,4,,,,,,,,,,,,,,,,,30-Jun-13,Fledged,12d ago,3,,,240150429,240151555,,
Ithaca,Unit_2,9,TRES,2013,1,08-May-13,2d ago,14-May-13,2d ago,7,0,NL,,,,,31-May-13,1,6,,,,,,,,,,,,,,,,,26-Jun-13,Fledged,12d ago,6,,,240150566,240150342,,
Ithaca,Unit_2,11,TRES,2013,1,08-May-13,2d ago,17-May-13,2d ago,7,2,U,,,,,29-May-13,1,3,,,,,,,,,,,,,,,,,26-Jun-13,Fledged,15d ago,3,,,240150120,,,
Ithaca,Unit_2,14,TRES,2013,1,12-May-13,3d ago,20-May-13,2d ago,6,0,NL,,,,,03-Jun-13,1,5,,,,,,,,,,,,,,,,,14-Jun-03,Died,2d ago,0,,,160120134,,,
Ithaca,Unit_2,15,TRES,2013,1,13-May-13,3d ago,20-May-13,2d ago,6,0,NL,,,,,03-Jun-03,1,5,,,,,,,,,,,,,,,,,09-Jun-13,Died,2d ago,0,,,222154848,240151542,,
Ithaca,Unit_2,17,TRES,2013,1,09-May-13,2d ago,14-May-13,2d ago,6,0,NL,,,,,30-May-13,1,6,,,,,,,,,,,,,,,,,26-Jun-13,Fledged,15d ago,6,,,222153336,240151535,,
Ithaca,Unit_2,20,TRES,2013,1,13-May-13,3d ago,16-May-13,2d ago,4,0,NL,,,,,31-May-13,1,4,,,,,,,,,,,,,,,,,26-Jun-13,Fledged,14d ago,4,,,222154531,240151540,,
Ithaca,Unit_2,21,TRES,2013,1,23-Jun-13,2d ago,26-Jun-13,2d ago,4,0,NL,,,,,09-Jul-13,1,4,,,,,,,,,,,,,,,,,,,0d ago,0,,,259122510,,,
Ithaca,Unit_2,22,TRES,2013,1,10-May-13,2d ago,22-May-13,2d ago,7,0,NL,,,,,05-Jun-13,1,7,,,,,,,,,,,,,,,,,15-Jun-13,Died,1d ago,0,,,239152572,240150338,,
Ithaca,Unit_2,23,TRES,2013,1,15-Jun-13,2d ago,19-Jun-13,2d ago,5,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0d ago,0,,,239160538,,,
Ithaca,Unit_2,24,TRES,2013,1,18-May-13,2d ago,23-May-13,2d ago,6,0,NL,,,,,07-Jun-13,1,6,,,,,,,,,,,,,,,,,,Fledged,0d ago,5,,,240151525,240151578,,
Ithaca,Unit_2,25,TRES,2013,1,10-May-13,2d ago,21-May-13,2d ago,7,0,NL,,,,,05-Jun-13,1,7,,,,,,,,,,,,,,,,,30-Jun-13,Fledged,12d ago,6,,,222153369,239159553,,
Ithaca,Unit_2,27,TRES,2013,1,10-May-13,2d ago,21-May-13,2d ago,7,1,U,,,,,10-Jun-13,1,3,,,,,,,,,,,,,,,,,18-Jun-13,Died,2d ago,0,,,240150431,,,
Ithaca,Unit_2,28,TRES,2013,1,06-May-13,2d ago,11-May-13,3d ago,6,0,NL,,,,,27-May-13,1,6,,,,,,,,,,,,,,,,,24-Jun-13,Fledged,15d ago,3,,,222154166,240151531,,
