extract_label,band,year,day,Capture_Date,state,telo_nb,box_nb,cell_nb,study_c,study_d,study_e,study_f,prnt_knwn,in_rrbs,used_conc,used_260_280,used_260_230
T_528,281128499,2019,,,NY,T19N426,,,0,0,0,1,yes,no,21.7,1.76,1.45
T_529,281128439,2019,,,NY,T19N427,,,0,0,0,1,no,no,16.5,2.15,1.6
T_530,281128532,2019,,,NY,T19N428,,,0,0,0,1,no,no,12.7,2.3,1.28
T_531,281128533,2019,,,NY,T19N429,,,0,0,0,1,no,no,16.9,1.98,1.59
T_532,281128534,2019,,,NY,T19N430,,,0,0,0,1,yes,no,18,2.16,1.73
T_533,281128535,2019,,,NY,T19N431,,,0,0,0,1,no,no,11.3,2.15,1.2
T_534,281128768,2019,,,NY,T19N435,,,0,0,0,1,yes,no,14.5,1.93,1.71
T_535,281128769,2019,,,NY,T19N436,,,0,0,0,1,yes,no,20.9,1.83,1.54
T_536,281128770,2019,,,NY,T19N437,,,0,0,0,1,yes,no,18.2,1.83,1.3
T_537,281128771,2019,,,NY,T19N438,,,0,0,0,1,yes,no,17.7,2.1,1.41
T_538,278172289,2019,,,NY,T19N450,,,0,0,0,1,no,no,9.2,1.73,1.03
T_539,278172290,2019,,,NY,T19N451,,,0,0,0,1,yes,no,14.2,1.92,1.65
T_540,278172291,2019,,,NY,T19N452,,,0,0,0,1,no,no,20.4,1.89,1.34
T_541,278172292,2019,,,NY,T19N453,,,0,0,0,1,no,no,8.8,1.74,0.98
T_542,278172293,2019,,,NY,T19N454,,,0,0,0,1,yes,no,20.5,1.95,1.91
T_543,278172294,2019,,,NY,T19N456,,,0,0,0,1,yes,no,12.5,2.14,1.27
T_544,278172295,2019,,,NY,T19N457,,,0,0,0,1,yes,no,36.1,1.95,1.4
T_545,278172296,2019,,,NY,T19N458,,,0,0,0,1,yes,no,9.4,2.27,0.89
T_546,281128542,2019,,,NY,T19N464,,,0,0,0,1,yes,no,11.9,2.35,1.65
T_547,281128543,2019,,,NY,T19N465,,,0,0,0,1,yes,no,13.1,1.87,0.79
T_548,281128544,2019,,,NY,T19N466,,,0,0,0,1,yes,no,10.9,1.76,0.93
T_549,281128545,2019,,,NY,T19N467,,,0,0,0,1,yes,no,11.7,1.93,0.98
T_550,281128774,2019,,,NY,T19N468,,,0,0,0,1,yes,no,12,1.97,1.66
T_551,281128775,2019,,,NY,T19N469,,,0,0,0,1,yes,no,11.9,1.56,0.97
T_552,281128776,2019,,,NY,T19N470,,,0,0,0,1,yes,no,10.5,2.25,1.08
T_553,281128777,2019,,,NY,T19N471,,,0,0,0,1,yes,no,22,1.93,1.47
T_554,281128778,2019,,,NY,T19N472,,,0,0,0,1,yes,no,31.1,2.2,1.61
T_555,281128779,2019,,,NY,T19N473,,,0,0,0,1,yes,no,22.3,1.93,1.65
T_556,281128780,2019,,,NY,T19N474,,,0,0,0,1,yes,no,50.7,1.99,1.88
T_557,281128781,2019,,,NY,T19N475,,,0,0,0,1,yes,no,46.2,1.84,1.54
T_558,281128782,2019,,,NY,T19N476,,,0,0,0,1,yes,no,49.2,1.91,1.86
T_559,281128783,2019,,,NY,T19N477,,,0,0,0,1,yes,no,18.5,2.3,1.56
T_560,281128784,2019,,,NY,T19N478,,,0,0,0,1,yes,no,30.5,2.05,1.55
T_561,281128785,2019,,,NY,T19N479,,,0,0,0,1,yes,no,32.7,2.07,1.61
T_562,281128786,2019,,,NY,T19N480,,,0,0,0,1,yes,no,32.9,2.1,1.55
T_563,281128787,2019,,,NY,T19N481,,,0,0,0,1,yes,no,35,1.95,1.43
T_564,281128788,2019,,,NY,T19N482,,,0,0,0,1,yes,no,24.4,1.95,1.62
T_565,281128789,2019,,,NY,T19N483,,,0,0,0,1,yes,no,17.8,2.16,1.19
T_566,281128790,2019,,,NY,T19N484,,,0,0,0,1,yes,no,23.3,1.75,1.16
