ANIMAL	SOCNEST	GENNEST	YEAR	UNIT	EXP	SOCMOM	SOCDAD	GENMOM	GENDAD	SWAP	HATCH	BROODBAND	BDATE	AGEBAND	TIMEDAY	BASELATENCY	BASECORT	STRESSLATENCY	STRESSCORT	SLOPE	HEADBILL	FLATWING	MASS	SBMI	SEX	WPO	FATE															
262125806	21419	214120	2014	2	1	240150264	NA	240150265	240151451	2	148	3	160	12	12.517	80	12.355	31	15.58	3.23	20.20	61.50	20.00	15.770	2	NA	1															
262126125	21421	21460	2014	2	1	222153407	240150338	262126119	NA	2	179	2	191	12	12.133	41	1.304	31	8.353	7.05	27.20	61.00	23.00	18.284	1	2	1															
262126126	21421	21460	2014	2	1	222153407	240150338	262126119	160120824	2	179	2	191	12	12.133	52	1.676	31	19.569	17.89	25.90	64.00	21.50	16.290	2	2	1															
262126047	21448	21448	2014	2	1	240151530	240150736	240151530	240150736	1	155	6	167	12	14.100	77	32.698	34	18.717	-13.98	23.00	33.50	12.30	17.815	1	1	2															
262126048	21448	21452	2014	2	1	240151530	240150736	240150282	259122441	2	155	6	167	12	14.100	62	7.465	30	7.145	-0.32	26.00	50.00	20.60	19.983	1	2	1															
262126049	21448	21452	2014	2	1	240151530	240150736	240150282	259122441	2	155	6	167	12	14.100	95	3.707	33	11.958	8.25	25.40	49.50	18.00	17.637	1	2	1															
262126050	21448	21448	2014	2	1	240151530	240150736	240151530	239160641	1	155	6	167	12	14.100	109	0.731	34	7.58	6.85	24.50	50.50	19.00	18.248	2	2	1															
262126051	21448	21452	2014	2	1	240151530	240150736	NA	NA	1	155	6	167	12	14.100	35	1.756	31	9.022	7.27	24.30	43.00	18.00	20.306	NA	NA	1															
262126052	21448	21448	2014	2	1	240151530	240150736	240151530	NA	1	155	6	167	12	14.100	40	0.61	31	5.855	5.25	25.90	48.50	18.10	18.101	1	2	1															
262126070	21464	21464	2014	2	1	240150290	262125814	240150290	262125814	1	159	5	171	12	13.983	100	3.85	35	4.006	0.16	24.90	42.00	20.00	23.100	1	1	1															
262126071	21464	21471	2014	2	1	240150290	262125814	NA	NA	2	159	5	171	12	13.983	64	9.234	34	4.714	-4.52	25.70	47.00	19.70	20.331	2	NA	1															
262126072	21464	21464	2014	2	1	240150290	262125814	240150290	240150297	1	159	5	171	12	13.983	109	6.399	31	40.213	33.81	24.50	45.00	21.00	22.637	1	2	1															
262126073	21464	21471	2014	2	1	240150290	262125814	NA	NA	2	159	5	171	12	13.983	52	3.537	32	10.536	7.00	26.00	47.50	21.00	21.444	1	NA	1															
262126074	21464	21464	2014	2	1	240150290	262125814	240150290	160120825	1	159	5	171	12	13.983	50	14.604	34	3.21	-11.39	24.70	45.00	19.00	20.481	2	2	1															
262125890	21474	21474	2014	2	1	240150280	160120584	240150280	160120584	1	155	6	167	12	13.117	47	5.774	33	19.457	13.68	23.00	40.00	14.70	17.829	1	1	1															
262125891	21474	21477	2014	2	1	240150280	160120584	240150275	240150294	2	155	6	167	12	13.117	57	20.784	31	24.309	3.53	24.60	47.50	14.90	15.215	2	1	2															
262125892	21474	21474	2014	2	1	240150280	160120584	240150280	160120584	1	155	6	167	12	13.117	93	1.388	34	12.633	11.25	23.50	45.00	19.50	21.020	1	1	1															
262126044	21474	21474	2014	2	1	240150280	160120584	240150280	160120584	1	155	6	167	12	13.117	51	15.284	41	32.255	16.97	22.50	38.00	16.00	20.428	2	1	1															
262126045	21474	21477	2014	2	1	240150280	160120584	240150275	240150294	2	155	6	167	12	13.117	35	0.88	32	17.14	16.26	26.60	47.00	17.75	18.318	1	1	1															
262126046	21474	21474	2014	2	1	240150280	160120584	240150280	160120584	1	155	6	167	12	13.117	85	16.529	30	14.175	-2.35	23.10	47.50	17.00	17.360	1	1	2															
262126106	21476	21476	2014	2	1	262126011	262126036	262126011	262126009	1	164	5	176	12	12.517	111	6.739	33	52.477	45.74	21.90	60.00	21.90	17.700	1	2	1															
262126107	21476	21476	2014	2	1	262126011	262126036	262126011	NA	1	164	5	176	12	12.517	130	8.634	31	57.073	48.44	26.60	54.00	19.50	17.513	2	2	1															
262126108	21476	21483	2014	2	1	262126011	262126036	262126010	240150325	2	164	5	176	12	12.517	55	5.923	31	84.803	78.88	26.20	59.50	21.50	17.523	1	2	1															
262126109	21476	21476	2014	2	1	262126011	262126036	262126011	239160641	1	164	5	176	12	12.517	50	9.56	31	65.003	55.44	25.20	56.00	18.50	16.021	1	2	2															
262126110	21476	21483	2014	2	1	262126011	262126036	262126010	240150330	2	164	5	176	12	12.517	49	4.729	34	36.954	32.23	25.60	57.50	18.00	15.181	2	1	2															
262125876	21477	21477	2014	2	1	240150275	240150294	240150275	240150868	1	154	5	166	12	13.067	78	1.046	38	32.666	31.62	25.60	58.50	22.10	18.320	1	2	1															
262125877	21477	21477	2014	2	1	240150275	240150294	240150275	240150868	1	154	5	166	12	13.067	75	14.092	40	41.04	26.95	25.00	28.50	20.00	34.056	1	2	1															
262126024	21477	21474	2014	2	1	240150275	240150294	240150280	262126036	2	154	5	166	12	13.067	68	0.61	39	9.19	8.58	22.50	52.00	18.75	17.488	2	2	1															
262126025	21477	21477	2014	2	1	240150275	240150294	240150275	240150294	1	154	5	166	12	13.067	68	0.61	34	23.895	23.29	25.80	53.00	20.00	18.302	2	1	1															
262126026	21477	21474	2014	2	1	240150275	240150294	240150280	160120584	2	154	5	166	12	13.067	77	7.937	35	26.13	18.19	24.60	56.00	20.50	17.753	2	1	1															
262126096	21478	21451	2014	2	1	262126008	239160641	239160574	262125803	2	161	3	173	12	12.600	36	1.709	30	8.323	6.61	23.30	36.00	18.25	24.596	2	2	1															
262126097	21478	21451	2014	2	1	262126008	239160641	239160574	259122441	2	161	3	173	12	12.600	36	2.293	31	2.894	0.60	23.60	38.00	20.20	25.790	1	1	1															
262126098	21478	21478	2014	2	1	262126008	239160641	262126008	NA	1	161	3	173	12	12.600	76	2.842	31	3.155	0.31	24.30	45.00	21.25	22.906	1	2	1															
262125878	21480	21480	2014	2	1	240150268	NA	240150268	259122442	1	154	4	166	12	13.317	60	NA	35	169.145	NA	22.80	31.00	15.00	23.480	1	NA	1															
262126027	21480	21480	2014	2	1	240150268	NA	240150268	259122442	1	154	4	166	12	13.317	56	55.747	39	48.792	-6.96	23.50	26.50	11.75	21.519	2	NA	2															
262126028	21480	21480	2014	2	1	240150268	NA	240150268	259122442	1	154	4	166	12	13.317	115	66.086	34	71.721	5.64	22.10	22.00	8.50	18.755	1	NA	2															
262126029	21480	21484	2014	2	1	240150268	NA	232173199	240151537	2	154	4	166	12	13.317	56	58.37	40	NA	NA	20.90	21.00	7.75	17.915	1	2	2															
262126030	21481	21470	2014	2	1	240151519	259122442	259122510	262126120	2	154	2	166	12	13.517	88	6.025	31	36.127	30.10	24.30	45.50	18.00	19.189	2	NA	1															
262126031	21481	21470	2014	2	1	240151519	259122442	259122510	240150338	2	154	2	166	12	13.517	67	3.043	31	64.182	61.14	24.55	50.00	17.75	17.218	2	NA	1															
262126115	21483	21476	2014	2	1	262126010	240150330	262126011	NA	2	165	4	177	12	12.283	83	1.353	31	4.384	3.03	27.00	62.50	21.50	16.681	2	2	1															
262126116	21483	21483	2014	2	1	262126010	240150330	262126010	240150325	1	165	4	177	12	12.283	108	6.175	30	25.622	19.45	25.70	54.00	21.60	19.399	2	2	1															
262126117	21483	21483	2014	2	1	262126010	240150330	262126010	240150330	1	165	4	177	12	12.283	36	1.825	34	8.119	6.29	26.80	61.00	23.30	18.523	1	1	1															
262126118	21483	21476	2014	2	1	262126010	240150330	262126011	160120584	2	165	4	177	12	12.283	45	1.733	33	4.051	2.32	26.00	63.00	19.80	15.240	2	2	1															
262125861	21484	21480	2014	2	1	232173199	240150352	240150268	259122442	2	153	5	165	12	14.800	124	64.974	40	67.417	2.44	25.50	49.00	17.25	17.075	1	NA	1															
262125862	21484	21484	2014	2	1	232173199	240150352	232173199	240150352	1	153	5	165	12	14.800	62	38.864	41	92.56	53.70	25.00	43.00	16.00	18.050	2	1	1															
262125863	21484	21484	2014	2	1	232173199	240150352	232173199	240151537	1	153	5	165	12	14.800	55	38.178	39	33.257	-4.92	24.30	45.00	17.00	18.325	1	2	1															
262125864	21484	21480	2014	2	1	232173199	240150352	240150268	259122442	2	153	5	165	12	14.800	63	24.288	40	48.123	23.84	25.00	47.00	16.25	16.770	2	NA	1															
262125865	21484	21484	2014	2	1	232173199	240150352	232173199	240150352	1	153	5	165	12	14.800	147	19.067	38	62.711	43.64	24.30	45.50	16.25	17.324	2	1	1															
262126085	21486	21486	2014	2	1	262126006	160120824	262126006	160120824	1	160	5	172	12	13.167	132	2.151	34	4.713	2.56	26.60	61.50	21.70	17.110	1	1	1															
262126086	21486	214112	2014	2	1	262126006	160120824	262126004	262125813	2	160	5	172	12	13.167	138	8.987	30	16.134	7.15	26.40	57.00	20.60	17.527	1	1	1															
262126087	21486	21486	2014	2	1	262126006	160120824	262126006	NA	1	160	5	172	12	13.167	43	1.134	30	6.065	4.93	24.00	51.00	16.25	15.454	2	2	1															
262126088	21486	21486	2014	2	1	262126006	160120824	262126006	160120824	1	160	5	172	12	13.167	55	4.044	31	5.319	1.28	24.50	51.20	20.00	18.946	1	1	2															
262126089	21486	214112	2014	2	1	262126006	160120824	262126004	262125813	2	160	5	172	12	13.167	45	0.857	34	5.533	4.68	25.70	58.00	18.60	15.552	2	1	1															
262125820	21492	21492	2014	2	1	240150266	239159636	240150266	240150298	1	151	4	163	12	12.900	104	0.762	40	73.75	72.99	25.90	53.00	19.10	17.478	1	2	1															
262125822	21492	21492	2014	2	1	240150266	239159636	240150266	239159636	1	151	4	163	12	12.900	68	9.054	32	90.354	81.30	24.90	50.50	23.50	22.570	2	1	1															
262125823	21492	214102	2014	2	1	240150266	239159636	240151516	240150296	2	151	4	163	12	12.900	64	2.888	32	38.303	35.42	25.70	55.00	23.50	20.722	1	2	1															
262125824	21492	21492	2014	2	1	240150266	239159636	240150266	239159636	1	151	4	163	12	12.900	131	3.858	37	88.01	84.15	25.80	55.00	18.60	16.401	2	1	1															
262125868	214101	214101	2014	2	1	240150281	160120672	240150281	NA	1	154	5	166	12	12.367	61	4.224	30	6.152	1.93	25.20	40.00	18.00	21.831	1	2	1															
262125869	214101	214101	2014	2	1	240150281	160120672	240150281	NA	1	154	5	166	12	12.367	82	4.047	32	44.222	40.18	25.80	50.00	18.50	17.946	1	2	1															
262126021	214101	214115	2014	2	1	240150281	160120672	240150299	259122480	2	154	5	166	12	12.367	61	1.385	30	10.503	9.12	25.00	49.00	18.00	17.817	2	1	1															
262126022	214101	214115	2014	2	1	240150281	160120672	240150299	NA	2	154	5	166	12	12.367	63	12.051	30	1.98	-10.07	24.80	46.00	17.00	17.926	1	2	1															
262126023	214101	214101	2014	2	1	240150281	160120672	240150281	191123955	1	154	5	166	12	12.367	67	1.939	33	11.581	9.64	24.20	45.00	16.00	17.247	1	2	1															
262125815	214102	21492	2014	2	1	240151516	240150868	240150266	239159636	2	150	5	162	12	13.083	65	9.01	41	21.095	12.09	26.70	56.00	20.50	17.753	2	1	1															
262125816	214102	214102	2014	2	1	240151516	240150868	240151516	240150868	1	150	5	162	12	13.083	146	5.77	38	76.469	70.70	26.10	45.00	22.00	23.715	1	1	1															
262125817	214102	214102	2014	2	1	240151516	240150868	240151516	240150296	1	150	5	162	12	13.083	53	1.594	32	74.239	72.65	25.00	56.00	23.00	19.918	1	2	1															
262125818	214102	214102	2014	2	1	240151516	240150868	240151516	240150296	1	150	5	162	12	13.083	115	2.826	35	21.686	18.86	25.60	53.00	23.00	21.047	1	2	1															
262125819	214102	21492	2014	2	1	240151516	240150868	240150266	NA	2	150	5	162	12	13.083	51	0.662	35	45.511	44.85	26.40	59.00	21.50	17.672	2	2	1															
262125837	214108	214108	2014	2	1	239152851	262126009	239152851	262125867	1	152	6	164	12	14.367	86	3.378	35	3.389	0.01	24.00	41.50	17.25	20.164	1	2	1															
262125838	214108	214110	2014	2	1	239152851	262126009	222154848	NA	2	152	6	164	12	14.367	115	NA	33	4.861	NA	25.50	46.00	22.00	23.199	1	2	1															
262125839	214108	214110	2014	2	1	239152851	262126009	222154848	239159631	2	152	6	164	12	14.367	86	2.732	36	17.646	14.91	23.50	44.50	18.50	20.166	2	1	1															
262126012	214108	214108	2014	2	1	239152851	262126009	239152851	262125867	1	152	6	164	12	14.367	90	NA	31	1.356	NA	23.40	35.50	13.75	18.792	1	2	1															
262126013	214108	214108	2014	2	1	239152851	262126009	239152851	262125867	1	152	6	164	12	14.367	60	0.61	32	9.793	9.18	24.60	49.50	17.75	17.392	2	2	1															
262126014	214108	214108	2014	2	1	239152851	262126009	239152851	262125867	1	152	6	164	12	14.367	65	24.211	35	0.61	-23.60	25.50	48.50	19.20	19.201	1	2	1															
262125857	214110	214110	2014	2	1	222154848	239159631	222154848	240151451	1	153	6	165	12	14.400	83	34.045	39	115.68	81.64	24.40	42.00	14.25	16.459	2	2	1															
262125858	214110	214110	2014	2	1	222154848	239159631	222154848	239159631	1	153	6	165	12	14.400	53	43.564	42	113.368	69.80	25.00	37.00	14.50	19.013	2	1	1															
262125859	214110	214108	2014	2	1	222154848	239159631	239152851	NA	2	153	6	165	12	14.400	120	117.614	42	119.716	2.10	26.10	59.50	23.50	19.153	2	2	1															
262125860	214110	214108	2014	2	1	222154848	239159631	239152851	NA	2	153	6	165	12	14.400	176	4.752	37	77.096	72.34	25.75	52.00	19.40	18.094	2	2	1															
262126019	214110	214110	2014	2	1	222154848	239159631	222154848	NA	1	153	6	165	12	14.400	58	17.756	35	32.521	14.77	24.40	48.00	16.00	16.168	1	2	1															
262126020	214110	214110	2014	2	1	222154848	239159631	222154848	239159631	1	153	6	165	12	14.400	155	136.731	39	NA	NA	21.70	38.50	12.50	15.752	2	1	1															
262125900	214112	214112	2014	2	1	262126004	262125813	262126004	262125813	1	159	6	171	12	12.883	147	0.705	34	25.913	25.21	27.10	44.00	20.20	22.270	1	1	1															
262126065	214112	21486	2014	2	1	262126004	262125813	262126006	NA	2	159	6	171	12	12.883	68	0.99	36	13.343	12.35	24.40	48.00	20.00	20.210	1	2	1															
262126066	214112	214112	2014	2	1	262126004	262125813	262126004	262125813	1	159	6	171	12	12.883	123	2.653	32	19.343	16.69	25.90	46.00	19.00	20.035	2	1	1															
262126067	214112	214112	2014	2	1	262126004	262125813	262126004	262125813	1	159	6	171	12	12.883	53	3.489	33	10.063	6.57	24.80	32.00	15.25	23.125	1	1	1															
262126068	214112	21486	2014	2	1	262126004	262125813	262126006	240150330	2	159	6	171	12	12.883	143	2.581	32	3.274	0.69	25.70	47.00	16.00	16.512	2	2	1															
262126069	214112	214112	2014	2	1	262126004	262125813	262126004	262125813	1	159	6	171	12	12.883	143	3.698	34	50.534	46.84	24.40	40.50	16.90	20.243	2	1	1															
262125887	214115	214101	2014	2	1	240150299	259122480	240150281	NA	2	155	4	167	12	12.217	53	4.235	30	9.22	4.99	24.40	48.00	19.30	19.503	1	2	1															
262125889	214115	214101	2014	2	1	240150299	259122480	240150281	NA	2	155	4	167	12	12.217	53	3.676	31	22.969	19.29	25.40	43.00	16.50	18.614	1	2	1															
262126037	214115	214115	2014	2	1	240150299	259122480	240150299	259122480	1	155	4	167	12	12.217	40	34.386	31	88.641	54.26	24.40	43.00	18.50	20.870	2	1	1															
262126039	214115	214115	2014	2	1	240150299	259122480	240150299	259122480	1	155	4	167	12	12.217	69	3.453	30	16.869	13.42	26.00	54.00	21.50	19.310	2	1	1															
262125807	214120	21419	2014	2	1	240150265	NA	240150264	240150338	2	149	3	161	12	12.883	38	1.311	31	1.358	0.05	24.70	40.00	17.25	20.921	1	NA	2															
262125808	214120	214120	2014	2	1	240150265	NA	240150265	240150352	1	149	3	161	12	12.883	48	4.182	33	3.893	-0.29	26.40	54.10	19.25	17.257	1	NA	1															
262125809	214120	214120	2014	2	1	240150265	NA	240150265	240151451	1	149	3	161	12	12.883	85	2.558	31	11.23	8.67	26.00	51.00	20.50	19.496	2	NA	1															
240134851	41464	41464	2014	4	2	240134805	240134819	240134805	240150695	1	154	6	166	12	16.467	100	1.181	NA	4.319	3.138	24.48	43	16.5	18.61408879	NA	2	1															
240134852	41464	41464	2014	4	2	240134805	240134819	240134805	240150695	1	154	6	166	12	16.467	96	1.925	NA	15.399	13.474	25.15	52	21.25	19.81978862	NA	2	1															
240134853	41464	41464	2014	4	2	240134805	240134819	240134805	240150695	1	154	6	166	12	16.467	103	0.61	NA	2.705	2.095	24.83	47	18	18.57642574	NA	2	1															
240134854	41464	41464	2014	4	2	240134805	240134819	240134805	240150695	1	154	6	166	12	16.467	159	1.243	NA	16.203	14.96	24.98	47	18.5	19.09243757	NA	2	1															
240134850	41464	41464	2014	4	2	240134805	240134819	240134805	240134819	1	154	6	166	12	16.467	70	1.501	NA	4.27	2.769	23.58	50	19.5	18.91581841	NA	1	1															
240134855	41464	41464	2014	4	2	240134805	240134819	240134805	240134819	1	154	6	166	12	16.467	161	4.185	NA	11.259	7.074	24.48	50	19.5	18.91581841	NA	1	1															
240134838	41467	41467	2014	4	2	240150435	239160622	240150435	240150347	1	153	5	165	12	16.167	80	60.723	NA	159.546	98.823	24.08	56	18	15.58818647	NA	2	1															
240134839	41467	41467	2014	4	2	240150435	239160622	240150435	222154155	1	153	5	165	12	16.167	54	53.521	NA	86.124	32.603	23.8	51	18.25	17.35579801	NA	2	1															
240134842	41467	41467	2014	4	2	240150435	239160622	240150435	240150347	1	153	5	165	12	16.167	84	5.078	NA	110.811	105.733	25.08	54	21.5	19.30952861	NA	2	1															
240134840	41467	41467	2014	4	2	240150435	239160622	240150435	239160622	1	153	5	165	12	16.167	86	NA	NA	120.927	NA	25.23	53.5	21.25	19.2635436	NA	1	1															
240134841	41467	41467	2014	4	2	240150435	239160622	240150435	239160622	1	153	5	165	12	16.167	84	29.821	NA	111.647	81.826	23.76	52.5	18.75	17.32132952	NA	1	1															
262125417	41469	41469	2014	4	1	240134815	240134887	240134815	222154155	1	163	6	175	12	16.567	61	8.502	NA	11.314	2.812	25.12	51	19	18.06904999	NA	2	1															
262125419	41469	41469	2014	4	1	240134815	240134887	240134815	NA	1	163	6	175	12	16.567	43	14.198	NA	3.863	-10.335	23.89	49	18.25	18.0649235	NA	2	1															
262125420	41469	41469	2014	4	1	240134815	240134887	240134815	240150694	1	163	6	175	12	16.567	152	9.056	NA	16.381	7.325	24.49	50	20.5	19.88586038	NA	2	1															
262125421	41469	41469	2014	4	1	240134815	240134887	240134815	222154155	1	163	6	175	12	16.567	133	3.294	NA	24.536	21.242	24.92	53.5	18.25	16.5439845	NA	2	1															
262125422	41469	41469	2014	4	1	240134815	240134887	240134815	240150695	1	163	6	175	12	16.567	130	29.962	NA	34.045	4.083	25.6	55	20.5	18.07632506	NA	2	1															
262125418	41469	41469	2014	4	1	240134815	240134887	240134815	240134887	1	163	6	175	12	16.567	91	0.61	NA	8.745	8.135	23.71	49	18.25	18.0649235	NA	1	1															
262125428	41471	41471	2014	4	1	185142392	160120139	185142392	160120139	1	165	2	177	12	15.667	66	3.607	NA	29.696	26.089	25.34	63	22.75	17.51058311	NA	1	1															
262125429	41471	41471	2014	4	1	185142392	160120139	185142392	160120139	1	165	2	177	12	15.667	50	2.597	NA	22.079	19.482	25.75	64.5	23	17.29090077	NA	1	1															
240134889	41472	41472	2014	4	1	160120104	240150692	160120104	240150695	1	156	5	168	12	15.300	60	4.12	NA	16.92	12.8	22.78	36.5	17.25	22.92946849	NA	2	2															
240134890	41472	41472	2014	4	1	160120104	240150692	160120104	240134817	1	156	5	168	12	15.300	100	13.81	NA	11.488	-2.322	23.39	35.5	17.25	23.57602656	NA	2	1															
240134891	41472	41472	2014	4	1	160120104	240150692	160120104	240150695	1	156	5	168	12	15.300	102	0.845	NA	14.369	13.524	23.32	36	16.75	22.57439281	NA	2	1															
240134899	41472	41472	2014	4	1	160120104	240150692	160120104	240134817	1	156	5	168	12	15.300	49	3.818	NA	5.158	1.34	22.32	35	15.5	21.48719398	NA	2	1															
240134888	41472	41472	2014	4	1	160120104	240150692	160120104	240150692	1	156	5	168	12	15.300	42	8.039	NA	5.05	-2.989	21.77	31	12.5	19.56668651	NA	1	2															
240134857	41476	41476	2014	4	1	240134801	239160614	240134801	NA	1	154	6	166	12	17.217	85	6.491	NA	41.507	35.016	23.25	42	14	16.17019652	NA	2	2															
240134856	41476	41476	2014	4	1	240134801	239160614	240134801	NA	1	154	6	166	12	17.217	162	15.251	NA	27.077	11.826	23.97	56.5	19.5	16.73760837	NA	2	1															
240134858	41476	41476	2014	4	1	240134801	239160614	240134801	NA	1	154	6	166	12	17.217	72	0.989	NA	6.397	5.408	23.91	51	16.25	15.45379275	NA	2	1															
240134859	41476	41476	2014	4	1	240134801	239160614	240134801	NA	1	154	6	166	12	17.217	55	2.394	NA	10.42	8.026	24.5	55	16.5	14.54923724	NA	2	1															
240134860	41476	41476	2014	4	1	240134801	239160614	240134801	NA	1	154	6	166	12	17.217	100	4.233	NA	13.139	8.906	23.37	50	17.5	16.97573447	NA	2	1															
240134861	41476	41476	2014	4	1	240134801	239160614	240134801	NA	1	154	6	166	12	17.217	151	1.065	NA	20.48	19.415	24.15	47.5	17.5	17.87011444	NA	2	1															
240134835	41478	41478	2014	4	1	240134802	240134817	240134802	239160614	1	153	5	165	12	15.750	62	40.224	NA	13.857	-26.367	23.93	54.5	18.5	16.46259064	NA	2	1															
240134836	41478	41478	2014	4	1	240134802	240134817	240134802	239160614	1	153	5	165	12	15.750	73	3.427	NA	85.678	82.251	24.65	51	20	19.02005262	NA	2	2															
240134837	41478	41478	2014	4	1	240134802	240134817	240134802	240134897	1	153	5	165	12	15.750	73	35.78	NA	40.082	4.302	23.75	54	18.25	16.39064638	NA	2	1															
240134833	41478	41478	2014	4	1	240134802	240134817	240134802	240134817	1	153	5	165	12	15.750	77	111.092	NA	NA	NA	24.19	55	18	15.87189517	NA	1	1															
240134834	41478	41478	2014	4	1	240134802	240134817	240134802	240134817	1	153	5	165	12	15.750	97	92.683	NA	60.197	-32.486	24.19	50	15.5	15.03565053	NA	1	1															
240134844	41480	41480	2014	4	1	239160603	240134817	239160603	239159375	1	154	6	166	12	15.617	167	12.564	NA	29.51	16.946	23.08	39	16.5	20.52523808	NA	2	2															
240134845	41480	41480	2014	4	1	239160603	240134817	239160603	239159375	1	154	6	166	12	15.617	115	4.836	NA	34.054	29.218	23.79	48	21.75	21.97841415	NA	2	1															
240134846	41480	41480	2014	4	1	239160603	240134817	239160603	239159375	1	154	6	166	12	15.617	181	10.367	NA	20.613	10.246	24.52	48	18.75	18.94690875	NA	2	1															
240134847	41480	41480	2014	4	1	239160603	240134817	239160603	239159375	1	154	6	166	12	15.617	106	3.713	NA	26.264	22.551	23.9	49	21.75	21.52942938	NA	2	1															
240134848	41480	41480	2014	4	1	239160603	240134817	239160603	239159375	1	154	6	166	12	15.617	99	3.329	NA	16.099	12.77	24.63	52	22.5	20.98565854	NA	2	1															
240134849	41480	41480	2014	4	1	239160603	240134817	239160603	240134817	1	154	6	166	12	15.617	101	2.296	NA	50.405	48.109	23.7	45	18.5	19.94186097	NA	1	2															
240134877	41482	41482	2014	4	1	240151418	239160336	240151418	240134897	1	155	6	167	12	15.383	111	2.284	NA	7.28	4.996	23.19	43	18	20.30627868	NA	2	1															
240134880	41482	41482	2014	4	1	240151418	239160336	240151418	240134897	1	155	6	167	12	15.383	171	5.92	NA	13.479	7.559	23.65	48	19.75	19.95741055	NA	2	1															
240134876	41482	41482	2014	4	1	240151418	239160336	240151418	239160336	1	155	6	167	12	15.383	70	0.813	NA	6.371	5.558	23.99	48.5	21.5	21.50158778	NA	1	1															
240134878	41482	41482	2014	4	1	240151418	239160336	240151418	239160336	1	155	6	167	12	15.383	139	2.543	NA	1.979	-0.564	23.78	47	21	21.6724967	NA	1	1															
240134879	41482	41482	2014	4	1	240151418	239160336	240151418	239160336	1	155	6	167	12	15.383	51	2.584	NA	10.258	7.674	23.64	47.5	20.5	20.93356263	NA	1	1															
240134881	41482	41482	2014	4	1	240151418	239160336	240151418	239160336	1	155	6	167	12	15.383	105	1.021	NA	10.834	9.813	23.93	47.5	18.75	19.14655118	NA	1	1															
262125433	41484	41484	2014	4	1	240134816	240134897	240134816	240134817	1	165	4	177	12	15.917	139	2.63	NA	0.619	-2.011	22.8	35.5	15.25	20.8425742	NA	2	1															
262125430	41484	41484	2014	4	1	240134816	240134897	240134816	240134897	1	165	4	177	12	15.917	57	1.625	NA	3.057	1.432	25.52	55	22.25	19.61942598	NA	1	1															
262125431	41484	41484	2014	4	1	240134816	240134897	240134816	240134897	1	165	4	177	12	15.917	156	8.911	NA	11.981	3.07	25.6	60	24.5	19.80139855	NA	1	1															
262125432	41484	41484	2014	4	1	240134816	240134897	240134816	240134897	1	165	4	177	12	15.917	82	1.901	NA	40.543	38.642	25.32	53	22.25	20.36053886	NA	1	1															
240134828	41485	41485	2014	4	1	240151641	240134814	240151641	240134897	1	151	5	163	12	15.733	178	9.382	NA	24.339	14.957	25.38	58.5	24.5	20.30964297	NA	2	1															
240134829	41485	41485	2014	4	1	240151641	240134814	240151641	240150695	1	151	5	163	12	15.733	91	3.521	NA	32.865	29.344	25.6	60	24.5	19.80139855	NA	2	1															
240134825	41485	41485	2014	4	1	240151641	240134814	240151641	240134814	1	151	5	163	12	15.733	79	2.172	NA	45.622	43.45	25.2	55	22.75	20.06031195	NA	1	1															
240134826	41485	41485	2014	4	1	240151641	240134814	240151641	240134814	1	151	5	163	12	15.733	91	14.947	NA	12.368	-2.579	25.41	58	25.75	21.53005073	NA	1	1															
240134827	41485	41485	2014	4	1	240151641	240134814	240151641	240134814	1	151	5	163	12	15.733	186	5.69	NA	15.29	9.6	24.23	53	22	20.13176876	NA	1	1															
240134832	41486	41486	2014	4	1	235120331	239159375	235120331	240134897	1	153	2	165	12	15.017	56	3.547	NA	47.432	43.885	23.96	54	21.5	19.30952861	NA	2	1															
240134831	41486	41486	2014	4	1	235120331	239159375	235120331	239159375	1	153	2	165	12	15.017	127	2.704	NA	43.834	41.13	25.69	58.5	25.25	20.93136673	NA	1	1															
262125434	41487	41487	2014	4	1	240134820	240150695	240134820	240150695	1	167	5	179	12	15.233	166	7.163	NA	7.574	0.411	25.04	54	24.5	22.00388144	NA	1	1															
262125435	41487	41487	2014	4	1	240134820	240150695	240134820	240150695	1	167	5	179	12	15.233	NA	NA	NA	23.079	NA	24.88	48.5	21.25	21.25156932	NA	1	1															
262125436	41487	41487	2014	4	1	240134820	240150695	240134820	240150695	1	167	5	179	12	15.233	60	4.81	NA	6.811	2.001	25.6	53	24.25	22.19069965	NA	1	1															
262125437	41487	41487	2014	4	1	240134820	240150695	240134820	240150695	1	167	5	179	12	15.233	116	3.725	NA	26.511	22.786	24.32	52	21.75	20.28613659	NA	1	1															
262125438	41487	41487	2014	4	1	240134820	240150695	240134820	240150695	1	167	5	179	12	15.233	NA	NA	NA	24.253	NA	24.7	51	22.75	21.63530985	NA	1	1															
240134866	41489	41489	2014	4	1	240134803	239160615	240134803	240150694	1	154	6	166	12	18.667	89	2.12	NA	7.847	5.727	26.09	55	19.75	17.41499609	NA	2	1															
240134869	41489	41489	2014	4	1	240134803	239160615	240134803	240150694	1	154	6	166	12	18.667	70	3.774	NA	26.344	22.57	26.25	60	21.5	17.3767375	NA	2	1															
240134867	41489	41489	2014	4	1	240134803	239160615	240134803	239160615	1	154	6	166	12	18.667	150	5.426	NA	20.187	14.761	25.13	56	20	17.32020719	NA	1	1															
240134868	41489	41489	2014	4	1	240134803	239160615	240134803	239160615	1	154	6	166	12	18.667	80	2.377	NA	30.798	28.421	25.32	56.5	21.25	18.23970143	NA	1	1															
