Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Sample,Cq_mu,Cq_sd,cq_cv,Cq_relative,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
I10,FALSE,58,Target 1,Unknown,SYBR,12.53800478,0.993218977,1.724008377,Amp,FALSE,58,,,,,3,7,78.61923218,,,,,
G12,FALSE,59,Target 1,Unknown,SYBR,12.75142633,0.979316639,1.721837456,Amp,FALSE,59,12.75,0.03,0.25,1.1,3,9,78.61923218,,,,,
H12,FALSE,59,Target 1,Unknown,SYBR,12.72420191,0.972774474,1.730037427,Amp,FALSE,59,,,,,3,8,78.75395966,,,,,
I12,FALSE,59,Target 1,Unknown,SYBR,12.78866838,0.967018048,1.727307295,Amp,FALSE,59,,,,,3,8,78.75395966,,,,,
G14,FALSE,60,Target 1,Unknown,SYBR,12.55548276,0.973037395,1.731016049,Amp,FALSE,60,12.68,0.13,0.99,1.09,3,7,78.62149811,,,,,
H14,FALSE,60,Target 1,Unknown,SYBR,12.68843596,0.976172733,1.742869025,Amp,FALSE,60,,,,,3,7,78.62149811,,,,,
I14,FALSE,60,Target 1,Unknown,SYBR,12.80682098,0.984216614,1.728014721,Amp,FALSE,60,,,,,3,7,78.62149811,,,,,
G16,FALSE,61,Target 1,Unknown,SYBR,13.10913408,0.953284558,1.723059423,Amp,FALSE,61,13.15,0.07,0.51,1.13,3,8,78.75628662,,,,,
H16,FALSE,61,Target 1,Unknown,SYBR,13.2272593,0.978725728,1.727975777,Amp,FALSE,61,,,,,3,8,78.62149811,,,,,
I16,FALSE,61,Target 1,Unknown,SYBR,13.11537126,0.988303416,1.730891826,Amp,FALSE,61,,,,,3,8,78.62149811,,,,,
G18,FALSE,62,Target 1,Unknown,SYBR,12.99759729,0.976600837,1.72660816,Amp,FALSE,62,13.15,0.3,2.29,1.13,3,8,78.75628662,,,,,
H18,FALSE,62,Target 1,Unknown,SYBR,12.96185624,0.985328842,1.73351546,Amp,FALSE,62,,,,,3,7,78.75628662,,,,,
I18,FALSE,62,Target 1,Unknown,SYBR,13.50134541,0.988166199,1.733919812,Amp,FALSE,62,,,,,3,7,78.62149811,,,,,
G20,FALSE,63,Target 1,Unknown,SYBR,15.81166926,0.99350003,1.728574502,Amp,FALSE,63,15.96,0.12,0.78,1.37,3,9,78.48670959,,,,,
H20,FALSE,63,Target 1,Unknown,SYBR,16.01501633,0.989675773,1.724256619,Amp,FALSE,63,,,,,3,9,78.48670959,,,,,
I20,FALSE,63,Target 1,Unknown,SYBR,16.0389595,0.986328713,1.72985595,Amp,FALSE,63,,,,,3,9,78.48670959,,,,,
G22,FALSE,64,Target 1,Unknown,SYBR,15.21922584,0.991678973,1.726786113,Amp,FALSE,64,15.09,0.11,0.76,1.3,3,8,78.62149811,,,,,
H22,FALSE,64,Target 1,Unknown,SYBR,14.99856601,0.992829708,1.723090522,Amp,FALSE,64,,,,,3,8,78.75628662,,,,,
I22,FALSE,64,Target 1,Unknown,SYBR,15.05838126,0.989235387,1.733686211,Amp,FALSE,64,,,,,3,8,78.62149811,,,,,
G24,FALSE,65,Target 1,Unknown,SYBR,14.94214338,0.989173641,1.717052604,Amp,FALSE,65,15.2,0.3,1.99,1.31,3,9,78.89107513,,,,,
H24,FALSE,65,Target 1,Unknown,SYBR,15.12896669,0.989085069,1.712566988,Amp,FALSE,65,,,,,3,9,78.75628662,,,,,
I24,FALSE,65,Target 1,Unknown,SYBR,15.53361087,0.988424953,1.70939144,Amp,FALSE,65,,,,,3,9,78.62149811,,,,,
J1,FALSE,66,Target 1,Unknown,SYBR,12.58617028,0.975065068,1.692743544,Amp,FALSE,66,12.4,0.29,2.32,1.06,3,7,78.88868713,,,,,
K1,FALSE,66,Target 1,Unknown,SYBR,12.54236379,0.974672367,1.717252475,Amp,FALSE,66,,,,,3,7,78.75395966,,,,,
L1,FALSE,66,Target 1,Unknown,SYBR,12.06774864,0.973409806,1.723927084,Amp,FALSE,66,,,,,3,6,78.75395966,,,,,
J3,FALSE,67,Target 1,Unknown,SYBR,13.88561993,0.990409069,1.733220774,Amp,FALSE,67,13.97,0.21,1.51,1.2,3,7,78.75395966,,,,,
K3,FALSE,67,Target 1,Unknown,SYBR,14.21413312,0.986314716,1.722433454,Amp,FALSE,67,,,,,3,8,78.61923218,,,,,
L3,FALSE,67,Target 1,Unknown,SYBR,13.81991457,0.993445517,1.741838467,Amp,FALSE,67,,,,,3,7,78.61923218,,,,,
J5,FALSE,68,Target 1,Unknown,SYBR,12.54861601,0.978968452,1.722789415,Amp,FALSE,68,12.55,0.17,1.35,1.08,3,7,78.88868713,,,,,
K5,FALSE,68,Target 1,Unknown,SYBR,12.7180275,0.972013123,1.727069797,Amp,FALSE,68,,,,,3,8,78.75395966,,,,,
L5,FALSE,68,Target 1,Unknown,SYBR,12.37823191,0.979946593,1.723020164,Amp,FALSE,68,,,,,3,8,78.75395966,,,,,
J7,FALSE,69,Target 1,Unknown,SYBR,12.69808649,0.982784277,1.727203635,Amp,FALSE,69,12.65,0.23,1.82,1.09,3,8,78.88868713,,,,,
K7,FALSE,69,Target 1,Unknown,SYBR,12.8440573,0.979823127,1.712521018,Amp,FALSE,69,,,,,3,7,78.61923218,,,,,
L7,FALSE,69,Target 1,Unknown,SYBR,12.39359806,0.974002511,1.724569532,Amp,FALSE,69,,,,,3,7,78.75395966,,,,,
J9,FALSE,70,Target 1,Unknown,SYBR,12.21951728,0.984080619,1.725171772,Amp,FALSE,70,12.18,0.1,0.84,1.05,3,7,78.75395966,,,,,
K9,FALSE,70,Target 1,Unknown,SYBR,12.0624906,0.978129415,1.699258359,Amp,FALSE,70,,,,,3,6,78.61923218,,,,,
L9,FALSE,70,Target 1,Unknown,SYBR,12.25407199,0.98979855,1.722121894,Amp,FALSE,70,,,,,3,7,78.61923218,,,,,
J11,FALSE,71,Target 1,Unknown,SYBR,14.80241516,0.989974063,1.728014268,Amp,FALSE,71,15,0.54,3.57,1.29,3,9,78.4845047,,,,,
K11,FALSE,71,Target 1,Unknown,SYBR,15.61134449,0.992954833,1.737739787,Amp,FALSE,71,,,,,3,10,78.34977722,,,,,
L11,FALSE,71,Target 1,Unknown,SYBR,14.59745123,0.993013394,1.723196654,Amp,FALSE,71,,,,,3,9,78.34977722,,,,,
J13,FALSE,72,Target 1,Unknown,SYBR,13.10211813,0.986512418,1.727196198,Amp,FALSE,72,13.24,0.24,1.81,1.14,3,7,78.62149811,,,,,
K13,FALSE,72,Target 1,Unknown,SYBR,13.09393306,0.984476891,1.723510782,Amp,FALSE,72,,,,,3,7,78.48670959,,,,,
L13,FALSE,72,Target 1,Unknown,SYBR,13.51359928,0.983866795,1.653400841,Amp,FALSE,72,,,,,3,7,78.62149811,,,,,
J15,FALSE,73,Target 1,Unknown,SYBR,12.034932,0.972720193,1.714295022,Amp,FALSE,73,11.89,0.71,5.99,1.02,3,8,78.89107513,,,,,
K15,FALSE,73,Target 1,Unknown,SYBR,12.51374775,0.985939939,1.714725617,Amp,FALSE,73,,,,,3,8,78.62149811,,,,,
L15,FALSE,73,Target 1,Unknown,SYBR,11.1137485,0.974095224,1.703970303,Amp,FALSE,73,,,,,3,6,78.62149811,,,,,
J17,FALSE,74,Target 1,Unknown,SYBR,12.17947542,0.9762366,1.719465897,Amp,FALSE,74,11.69,0.43,3.7,1,3,7,78.89107513,,,,,
K17,FALSE,74,Target 1,Unknown,SYBR,11.54572443,0.980207727,1.723232455,Amp,FALSE,74,,,,,3,6,78.75628662,,,,,
L17,FALSE,74,Target 1,Unknown,SYBR,11.35115538,0.980769257,1.7172419,Amp,FALSE,74,,,,,3,6,78.75628662,,,,,
J19,FALSE,75,Target 1,Unknown,SYBR,12.70483334,0.969313716,1.711925483,Amp,FALSE,75,12.27,0.44,3.61,1.05,3,8,78.75628662,,,,,
K19,FALSE,75,Target 1,Unknown,SYBR,12.27834345,0.97780095,1.710676928,Amp,FALSE,75,,,,,3,7,78.75628662,,,,,
L19,FALSE,75,Target 1,Unknown,SYBR,11.81859639,0.984143869,1.714974056,Amp,FALSE,75,,,,,3,6,78.75628662,,,,,
J21,FALSE,76,Target 1,Unknown,SYBR,13.35737753,0.984951342,1.722354757,Amp,FALSE,76,13.25,0.17,1.28,1.14,3,7,78.75628662,,,,,
K21,FALSE,76,Target 1,Unknown,SYBR,13.33574025,0.98900165,1.722007311,Amp,FALSE,76,,,,,3,7,78.75628662,,,,,
L21,FALSE,76,Target 1,Unknown,SYBR,13.05335312,0.989281087,1.718182465,Amp,FALSE,76,,,,,3,7,78.75628662,,,,,
J23,FALSE,77,Target 1,Unknown,SYBR,12.9871396,0.975065947,1.69382749,Amp,FALSE,77,12.8,0.16,1.25,1.1,3,9,78.75628662,,,,,
K23,FALSE,77,Target 1,Unknown,SYBR,12.69872236,0.970466491,1.686195451,Amp,FALSE,77,,,,,3,8,78.75628662,,,,,
L23,FALSE,77,Target 1,Unknown,SYBR,12.72336289,0.985387711,1.645635755,Amp,FALSE,77,,,,,3,8,78.62149811,,,,,
J2,FALSE,78,Target 1,Unknown,SYBR,12.69769978,0.986801819,1.715495475,Amp,FALSE,78,12.81,0.23,1.8,1.1,3,6,78.75395966,,,,,
K2,FALSE,78,Target 1,Unknown,SYBR,13.07967091,0.983289287,1.7115838,Amp,FALSE,78,,,,,3,9,78.61923218,,,,,
L2,FALSE,78,Target 1,Unknown,SYBR,12.6655641,0.984220189,1.719366767,Amp,FALSE,78,,,,,3,9,78.61923218,,,,,
J4,FALSE,79,Target 1,Unknown,SYBR,12.96300563,0.989502819,1.726823423,Amp,FALSE,79,13.01,0.05,0.4,1.12,3,7,78.75395966,,,,,
K4,FALSE,79,Target 1,Unknown,SYBR,13.06801906,0.98836388,1.725462071,Amp,FALSE,79,,,,,3,9,78.61923218,,,,,
L4,FALSE,79,Target 1,Unknown,SYBR,13.01030221,0.988926631,1.715577512,Amp,FALSE,79,,,,,3,9,78.61923218,,,,,
J6,FALSE,80,Target 1,Unknown,SYBR,13.46238505,0.988671641,1.736761089,Amp,FALSE,80,13.38,0.13,0.98,1.15,3,7,78.61923218,,,,,
K6,FALSE,80,Target 1,Unknown,SYBR,13.44599,0.983002175,1.724050918,Amp,FALSE,80,,,,,3,8,78.4845047,,,,,
L6,FALSE,80,Target 1,Unknown,SYBR,13.22675213,0.991563902,1.730026138,Amp,FALSE,80,,,,,3,8,78.4845047,,,,,
J8,FALSE,81,Target 1,Unknown,SYBR,13.90448947,0.979976805,1.57284302,Amp,FALSE,81,12.93,0.85,6.6,1.11,3,7,78.88868713,,,,,
K8,FALSE,81,Target 1,Unknown,SYBR,12.30071618,0.968963199,1.728868339,Amp,FALSE,81,,,,,3,7,78.75395966,,,,,
L8,FALSE,81,Target 1,Unknown,SYBR,12.59475991,0.973615331,1.714214101,Amp,FALSE,81,,,,,3,7,78.75395966,,,,,
J10,FALSE,82,Target 1,Unknown,SYBR,14.3289033,0.986173641,1.714434036,Amp,FALSE,82,14.11,0.31,2.22,1.21,3,9,78.4845047,,,,,
K10,FALSE,82,Target 1,Unknown,SYBR,13.74771094,0.983559222,1.723544414,Amp,FALSE,82,,,,,3,7,78.4845047,,,,,
L10,FALSE,82,Target 1,Unknown,SYBR,14.24228237,0.986645786,1.719136517,Amp,FALSE,82,,,,,3,9,78.34977722,,,,,
J12,FALSE,83,Target 1,Unknown,SYBR,13.85229463,0.989979324,1.739323741,Amp,FALSE,83,13.07,1.65,12.65,1.12,3,8,78.4845047,,,,,
K12,FALSE,83,Target 1,Unknown,SYBR,14.18574616,0.99031879,1.728992931,Amp,FALSE,83,,,,,3,8,78.34977722,,,,,
L12,FALSE,83,Target 1,Unknown,SYBR,11.16975732,0.983466987,1.708172555,Amp,FALSE,83,,,,,3,6,79.29286957,,,,,
J14,FALSE,84,Target 1,Unknown,SYBR,13.47948009,0.982426772,1.731270074,Amp,FALSE,84,13.33,0.13,1,1.14,3,7,78.62149811,,,,,
K14,FALSE,84,Target 1,Unknown,SYBR,13.23642307,0.981193709,1.729304041,Amp,FALSE,84,,,,,3,8,78.62149811,,,,,
L14,FALSE,84,Target 1,Unknown,SYBR,13.26561987,0.987235455,1.723342026,Amp,FALSE,84,,,,,3,7,78.48670959,,,,,
J16,FALSE,85,Target 1,Unknown,SYBR,12.14957476,0.96272442,1.731204987,Amp,FALSE,85,12.07,0.14,1.16,1.04,3,6,78.75628662,,,,,
K16,FALSE,85,Target 1,Unknown,SYBR,12.14310351,0.972830424,1.727033977,Amp,FALSE,85,,,,,3,7,78.75628662,,,,,
L16,FALSE,85,Target 1,Unknown,SYBR,11.90435948,0.959623178,1.725549636,Amp,FALSE,85,,,,,3,7,78.75628662,,,,,
J18,FALSE,86,Target 1,Unknown,SYBR,12.63492368,0.982405593,1.70897634,Amp,FALSE,86,12.06,0.51,4.26,1.04,3,7,78.62149811,,,,,
K18,FALSE,86,Target 1,Unknown,SYBR,11.6455147,0.985957523,1.724617455,Amp,FALSE,86,,,,,3,6,78.75628662,,,,,
L18,FALSE,86,Target 1,Unknown,SYBR,11.9028378,0.987735933,1.722521235,Amp,FALSE,86,,,,,3,7,78.75628662,,,,,
J20,FALSE,87,Target 1,Unknown,SYBR,11.05678002,0.95467894,1.704936327,Amp,FALSE,87,11.07,0.15,1.37,0.95,3,6,79.02586365,,,,,
K20,FALSE,87,Target 1,Unknown,SYBR,10.92246777,0.967875632,1.712822852,Amp,FALSE,87,,,,,3,6,78.89107513,,,,,
L20,FALSE,87,Target 1,Unknown,SYBR,11.22571931,0.967849426,1.709477877,Amp,FALSE,87,,,,,3,6,78.89107513,,,,,
J22,FALSE,88,Target 1,Unknown,SYBR,13.64261529,0.986557374,1.70612208,Amp,FALSE,88,13.44,0.21,1.57,1.15,3,8,78.75628662,,,,,
K22,FALSE,88,Target 1,Unknown,SYBR,13.22115171,0.982250777,1.706475889,Amp,FALSE,88,,,,,3,8,78.75628662,,,,,
L22,FALSE,88,Target 1,Unknown,SYBR,13.44642596,0.985209286,1.710314544,Amp,FALSE,88,,,,,3,7,78.62149811,,,,,
J24,FALSE,89,Target 1,Unknown,SYBR,12.79609381,0.955096866,1.681911755,Amp,FALSE,89,12.72,0.11,0.87,1.09,3,8,78.75628662,,,,,
K24,FALSE,89,Target 1,Unknown,SYBR,12.59229094,0.975373997,1.658500772,Amp,FALSE,89,,,,,3,7,78.75628662,,,,,
L24,FALSE,89,Target 1,Unknown,SYBR,12.76991784,0.98524386,1.683219766,Amp,FALSE,89,,,,,3,8,78.75628662,,,,,
M1,FALSE,90,Target 1,Unknown,SYBR,11.9967885,0.985529055,1.70414568,Amp,FALSE,90,11.93,0.06,0.47,1.02,3,6,78.61923218,,,,,
N1,FALSE,90,Target 1,Unknown,SYBR,11.90334362,0.980863343,1.717014492,Amp,FALSE,90,,,,,3,7,78.61923218,,,,,
O1,FALSE,90,Target 1,Unknown,SYBR,11.89769705,0.980857788,1.699091965,Amp,FALSE,90,,,,,3,6,78.34977722,,,,,
M3,FALSE,91,Target 1,Unknown,SYBR,13.84337107,0.9886586,1.738150327,Amp,FALSE,91,13.93,0.17,1.2,1.2,3,8,78.75395966,,,,,
N3,FALSE,91,Target 1,Unknown,SYBR,14.12695341,0.989247856,1.731027734,Amp,FALSE,91,,,,,3,8,78.61923218,,,,,
O3,FALSE,91,Target 1,Unknown,SYBR,13.83370793,0.991503973,1.737002236,Amp,FALSE,91,,,,,3,7,78.61923218,,,,,
M5,FALSE,92,Target 1,Unknown,SYBR,12.96038449,0.976590081,1.723930591,Amp,FALSE,92,12.94,0.3,2.29,1.11,3,7,78.61923218,,,,,
N5,FALSE,92,Target 1,Unknown,SYBR,12.63515842,0.990277712,1.730497632,Amp,FALSE,92,,,,,3,6,78.61923218,,,,,
O5,FALSE,92,Target 1,Unknown,SYBR,13.22654078,0.981605214,1.7236711,Amp,FALSE,92,,,,,3,7,78.4845047,,,,,
M7,FALSE,93,Target 1,Unknown,SYBR,13.9679974,0.990402612,1.724597746,Amp,FALSE,93,14.03,0.09,0.66,1.21,3,7,78.61923218,,,,,
N7,FALSE,93,Target 1,Unknown,SYBR,13.99569516,0.994155856,1.739691672,Amp,FALSE,93,,,,,3,8,78.61923218,,,,,
O7,FALSE,93,Target 1,Unknown,SYBR,14.14035416,0.987609528,1.727284139,Amp,FALSE,93,,,,,3,8,78.61923218,,,,,
M9,FALSE,94,Target 1,Unknown,SYBR,13.3558564,0.982036179,1.731382505,Amp,FALSE,94,13.46,0.11,0.83,1.16,3,7,78.61923218,,,,,
N9,FALSE,94,Target 1,Unknown,SYBR,13.57637835,0.979144001,1.733628006,Amp,FALSE,94,,,,,3,8,78.4845047,,,,,
O9,FALSE,94,Target 1,Unknown,SYBR,13.43489632,0.987434536,1.734636526,Amp,FALSE,94,,,,,3,8,78.4845047,,,,,
M11,FALSE,95,Target 1,Unknown,SYBR,11.48000422,0.986479689,1.724246389,Amp,FALSE,95,11.75,0.25,2.13,1.01,3,7,78.75395966,,,,,
N11,FALSE,95,Target 1,Unknown,SYBR,11.97069819,0.946084174,1.727995254,Amp,FALSE,95,,,,,3,7,78.75395966,,,,,
O11,FALSE,95,Target 1,Unknown,SYBR,11.81366583,0.976919269,1.719377277,Amp,FALSE,95,,,,,3,8,78.75395966,,,,,
M13,FALSE,96,Target 1,Unknown,SYBR,13.08779939,0.983324357,1.725678792,Amp,FALSE,96,13.13,0.12,0.95,1.13,3,7,78.62149811,,,,,
N13,FALSE,96,Target 1,Unknown,SYBR,13.26795632,0.974283867,1.727588502,Amp,FALSE,96,,,,,3,7,78.62149811,,,,,
O13,FALSE,96,Target 1,Unknown,SYBR,13.02984363,0.980532795,1.728961034,Amp,FALSE,96,,,,,3,7,78.62149811,,,,,
M15,FALSE,97,Target 1,Unknown,SYBR,12.72324637,0.978493827,1.716996768,Amp,FALSE,97,12.65,0.1,0.81,1.09,3,8,78.62149811,,,,,
N15,FALSE,97,Target 1,Unknown,SYBR,12.53587537,0.972105316,1.722966148,Amp,FALSE,97,,,,,3,8,78.62149811,,,,,
O15,FALSE,97,Target 1,Unknown,SYBR,12.70303947,0.985052434,1.722445758,Amp,FALSE,97,,,,,3,8,78.62149811,,,,,
M17,FALSE,98,Target 1,Unknown,SYBR,16.32566828,0.988058436,1.650884232,Amp,FALSE,98,15,1.15,7.64,1.29,3,9,78.35192108,,,,,
N17,FALSE,98,Target 1,Unknown,SYBR,14.32313303,0.988968546,1.730939724,Amp,FALSE,98,,,,,3,8,78.62149811,,,,,
O17,FALSE,98,Target 1,Unknown,SYBR,14.357327,0.987187232,1.724835572,Amp,FALSE,98,,,,,3,8,78.62149811,,,,,
M19,FALSE,99,Target 1,Unknown,SYBR,14.66414612,0.992411437,1.72845814,Amp,FALSE,99,14.73,0.07,0.5,1.27,3,8,78.62149811,,,,,
N19,FALSE,99,Target 1,Unknown,SYBR,14.7266132,0.992355081,1.729840842,Amp,FALSE,99,,,,,3,8,78.62149811,,,,,
O19,FALSE,99,Target 1,Unknown,SYBR,14.81126013,0.99476489,1.72681896,Amp,FALSE,99,,,,,3,9,78.48670959,,,,,
M21,FALSE,100,Target 1,Unknown,SYBR,13.9502107,0.992742319,1.724781399,Amp,FALSE,100,14.04,0.25,1.78,1.21,3,8,78.48670959,,,,,
N21,FALSE,100,Target 1,Unknown,SYBR,14.32563529,0.980825413,1.707166121,Amp,FALSE,100,,,,,3,9,78.48670959,,,,,
O21,FALSE,100,Target 1,Unknown,SYBR,13.85323312,0.992392142,1.720988747,Amp,FALSE,100,,,,,3,8,78.48670959,,,,,
M23,FALSE,101,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,101,0.00,0.00,#DIV/0!,#VALUE!,3,27,75.79095459,80.10416412,69.59072876,65.95146179,,
N23,FALSE,101,Target 1,Unknown,SYBR,Undetermined,0,0.944916189,No Amp,FALSE,101,,,,,3,27,77.00404358,87.38269043,68.78199768,92.36984253,,
O23,FALSE,101,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,101,,,,,3,27,82.26076508,64.60358429,76.06053162,69.18636322,,
M2,FALSE,102,Target 1,Unknown,SYBR,13.25416652,0.986391566,1.728724517,Amp,FALSE,102,13.03,0.22,1.71,1.12,3,7,78.75395966,,,,,
N2,FALSE,102,Target 1,Unknown,SYBR,12.80802179,0.981808623,1.732008529,Amp,FALSE,102,,,,,3,7,78.75395966,,,,,
O2,FALSE,102,Target 1,Unknown,SYBR,13.01463668,0.962207291,1.727529873,Amp,FALSE,102,,,,,3,8,78.75395966,,,,,
M4,FALSE,103,Target 1,Unknown,SYBR,13.31699505,0.966404921,1.718963635,Amp,FALSE,103,13.2,0.19,1.43,1.13,3,8,78.75395966,,,,,
N4,FALSE,103,Target 1,Unknown,SYBR,12.98339905,0.970490716,1.725224527,Amp,FALSE,103,,,,,3,7,78.75395966,,,,,
O4,FALSE,103,Target 1,Unknown,SYBR,13.30349505,0.968791239,1.722953604,Amp,FALSE,103,,,,,3,7,78.61923218,,,,,
M6,FALSE,104,Target 1,Unknown,SYBR,12.1679362,0.989687475,1.724605071,Amp,FALSE,104,13.02,0.76,5.87,1.12,3,7,78.61923218,,,,,
N6,FALSE,104,Target 1,Unknown,SYBR,13.23080135,0.991109364,1.719892078,Amp,FALSE,104,,,,,3,8,78.75395966,,,,,
O6,FALSE,104,Target 1,Unknown,SYBR,13.64909967,0.992729688,1.72524328,Amp,FALSE,104,,,,,3,8,78.4845047,,,,,
M8,FALSE,105,Target 1,Unknown,SYBR,12.03431354,0.974881692,1.727823122,Amp,FALSE,105,12,0.21,1.72,1.03,3,7,78.75395966,,,,,
N8,FALSE,105,Target 1,Unknown,SYBR,11.7721769,0.978140392,1.730060687,Amp,FALSE,105,,,,,3,6,78.75395966,,,,,
O8,FALSE,105,Target 1,Unknown,SYBR,12.17857156,0.97840854,1.730573639,Amp,FALSE,105,,,,,3,8,78.61923218,,,,,
M10,FALSE,106,Target 1,Unknown,SYBR,13.83486153,0.990175957,1.734676244,Amp,FALSE,106,13.74,0.12,0.89,1.18,3,7,78.61923218,,,,,
N10,FALSE,106,Target 1,Unknown,SYBR,13.59954305,0.988290069,1.734373964,Amp,FALSE,106,,,,,3,7,78.61923218,,,,,
O10,FALSE,106,Target 1,Unknown,SYBR,13.77611241,0.991617416,1.732907994,Amp,FALSE,106,,,,,3,7,78.61923218,,,,,
M12,FALSE,107,Target 1,Unknown,SYBR,13.93522817,0.988986677,1.733494564,Amp,FALSE,107,13.73,0.19,1.38,1.18,3,7,78.4845047,,,,,
N12,FALSE,107,Target 1,Unknown,SYBR,13.56136976,0.988143043,1.730315222,Amp,FALSE,107,,,,,3,7,78.61923218,,,,,
O12,FALSE,107,Target 1,Unknown,SYBR,13.69000329,0.985202103,1.729076343,Amp,FALSE,107,,,,,3,8,78.4845047,,,,,
M14,FALSE,108,Target 1,Unknown,SYBR,12.24260788,0.978025147,1.72169014,Amp,FALSE,108,12.26,0.14,1.15,1.05,3,7,78.62149811,,,,,
N14,FALSE,108,Target 1,Unknown,SYBR,12.12867957,0.981295092,1.721513821,Amp,FALSE,108,,,,,3,6,78.75628662,,,,,
O14,FALSE,108,Target 1,Unknown,SYBR,12.40888184,0.976648027,1.718085478,Amp,FALSE,108,,,,,3,6,78.62149811,,,,,
M16,FALSE,109,Target 1,Unknown,SYBR,12.45055919,0.97312047,1.720331388,Amp,FALSE,109,12.3,0.25,2.05,1.06,3,7,78.62149811,,,,,
N16,FALSE,109,Target 1,Unknown,SYBR,12.43223624,0.970492093,1.694382977,Amp,FALSE,109,,,,,3,8,78.62149811,,,,,
O16,FALSE,109,Target 1,Unknown,SYBR,12.00447973,0.976664306,1.720616689,Amp,FALSE,109,,,,,3,7,78.62149811,,,,,
M18,FALSE,110,Target 1,Unknown,SYBR,11.97339979,0.975190543,1.71763256,Amp,FALSE,110,12.03,0.08,0.69,1.03,3,7,78.62149811,,,,,
N18,FALSE,110,Target 1,Unknown,SYBR,12.1213477,0.978534147,1.713870957,Amp,FALSE,110,,,,,3,8,78.62149811,,,,,
O18,FALSE,110,Target 1,Unknown,SYBR,11.98048449,0.978695438,1.714933192,Amp,FALSE,110,,,,,3,8,78.62149811,,,,,
M20,FALSE,111,Target 1,Unknown,SYBR,13.16471403,0.984940941,1.722841054,Amp,FALSE,111,13.06,0.12,0.91,1.12,3,7,78.62149811,,,,,
N20,FALSE,111,Target 1,Unknown,SYBR,12.93033355,0.988122435,1.725809382,Amp,FALSE,111,,,,,3,7,78.75628662,,,,,
O20,FALSE,111,Target 1,Unknown,SYBR,13.07794849,0.983538236,1.718465094,Amp,FALSE,111,,,,,3,7,78.62149811,,,,,
M22,FALSE,112,Target 1,Unknown,SYBR,12.32683693,0.980561104,1.712876528,Amp,FALSE,112,12.43,0.16,1.26,1.07,3,8,78.75628662,,,,,
N22,FALSE,112,Target 1,Unknown,SYBR,12.61017856,0.956667515,1.707782381,Amp,FALSE,112,,,,,3,9,78.62149811,,,,,
O22,FALSE,112,Target 1,Unknown,SYBR,12.35525113,0.969431479,1.679322891,Amp,FALSE,112,,,,,3,7,78.75628662,,,,,
M24,FALSE,113,Target 1,Unknown,SYBR,11.52050159,0.970588167,1.70989519,Amp,FALSE,113,12.1,0.71,5.87,1.04,3,6,79.16064453,,,,,
N24,FALSE,113,Target 1,Unknown,SYBR,11.89836162,0.986881754,1.702891984,Amp,FALSE,113,,,,,3,7,78.89107513,,,,,
O24,FALSE,113,Target 1,Unknown,SYBR,12.89572891,0.992036952,1.649047324,Amp,FALSE,113,,,,,3,8,78.75628662,,,,,
P1,FALSE,114,Target 1,Unknown,SYBR,10.45624863,0.968948576,1.725263866,Amp,FALSE,114,10.49,0.08,0.81,0.9,3,6,79.29286957,,,,,
P3,FALSE,114,Target 1,Unknown,SYBR,10.42635685,0.982053662,1.722166713,Amp,FALSE,114,,,,,3,6,79.29286957,,,,,
P5,FALSE,114,Target 1,Unknown,SYBR,10.58611334,0.963442549,1.72249602,Amp,FALSE,114,,,,,3,6,79.29286957,,,,,
P7,FALSE,115,Target 1,Unknown,SYBR,10.16324906,0.978067881,1.705915953,Amp,FALSE,115,10.35,0.21,2.01,0.89,3,5,79.42759705,,,,,
P9,FALSE,115,Target 1,Unknown,SYBR,10.57430017,0.975333374,1.720557272,Amp,FALSE,115,,,,,3,6,79.29286957,,,,,
P11,FALSE,115,Target 1,Unknown,SYBR,10.31169455,0.985003853,1.712916975,Amp,FALSE,115,,,,,3,5,79.42759705,,,,,
P13,FALSE,116,Target 1,Unknown,SYBR,Undetermined,0,,No Amp,FALSE,116,10.83,0.33,3.05,0.93,3,27,88.59577942,63.3904953,84.147789,78.62149811,,
P15,FALSE,116,Target 1,Unknown,SYBR,10.59638465,0.989536001,1.718274691,Amp,FALSE,116,,,,,3,5,79.29544067,,,,,
P17,FALSE,116,Target 1,Unknown,SYBR,11.06407506,0.986648077,1.719647567,Amp,FALSE,116,,,,,3,6,79.16064453,,,,,
P19,FALSE,117,Target 1,Unknown,SYBR,10.977713,0.976698173,1.701215271,Amp,FALSE,117,11.01,0.05,0.46,0.95,3,6,79.16064453,,,,,
P21,FALSE,117,Target 1,Unknown,SYBR,11.04956588,0.988849799,1.694646674,Amp,FALSE,117,,,,,3,6,79.02586365,,,,,
P23,FALSE,117,Target 1,Unknown,SYBR,Undetermined,0,1.3043306,No Amp,FALSE,117,,,,,3,27,64.60358429,80.10416412,86.57396698,89.80886841,,
P2,FALSE,118,Target 1,Unknown,SYBR,14.33314898,0.983390644,1.70725277,Amp,FALSE,118,14.24,0.1,0.69,1.22,3,8,78.75395966,,,,,
