Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Curve Quality,Result Quality Issues
H24,false,65,Target 1,Unknown,SYBR,13.62002234959104,0.9887260027176552,1.6948335836476827,Amp,false,3,7,78.3553466796875,,,,
I1,false,42,Target 1,Unknown,SYBR,14.902196443141058,0.9898133490970409,1.6965664197200923,Amp,false,3,8,78.2060546875,,,,
I2,false,54,Target 1,Unknown,SYBR,14.760436614045165,0.9918512767347604,1.7011115891055177,Amp,false,3,8,78.2060546875,,,,
I3,false,43,Target 1,Unknown,SYBR,14.3474110410077,0.9894788718196259,1.7087040295743148,Amp,false,3,8,78.07131958007812,,,,
I4,false,55,Target 1,Unknown,SYBR,15.94011830375377,0.9912829595252374,1.714296227745113,Amp,false,3,9,78.2060546875,,,,
I5,false,44,Target 1,Unknown,SYBR,14.173315424588186,0.9899114486149023,1.7132928338724793,Amp,false,3,7,78.3407974243164,,,,
I6,false,56,Target 1,Unknown,SYBR,13.413244581234462,0.9902734193594025,1.7216961458534497,Amp,false,3,7,78.2060546875,,,,
I7,false,45,Target 1,Unknown,SYBR,13.999556065790816,0.9913302328240938,1.7178474478942005,Amp,false,3,7,78.3407974243164,,,,
I8,false,57,Target 1,Unknown,SYBR,14.960972376236448,0.9919687229652596,1.7250928042590135,Amp,false,3,8,78.07131958007812,,,,
I9,false,46,Target 1,Unknown,SYBR,14.323630288896329,0.9891361152382014,1.719031571488397,Amp,false,3,7,78.2060546875,,,,
I10,false,58,Target 1,Unknown,SYBR,14.97069513561518,0.9906260189704094,1.7252516835018077,Amp,false,3,8,78.07131958007812,,,,
I11,false,47,Target 1,Unknown,SYBR,14.484001452121497,0.9842766833974989,1.7167150259827408,Amp,false,3,8,78.2060546875,,,,
I12,false,59,Target 1,Unknown,SYBR,14.86564116765367,0.9911559376743982,1.7116898667899327,Amp,false,3,8,78.07131958007812,,,,
I13,false,48,Target 1,Unknown,SYBR,14.43651484245089,0.9803211456364839,1.6981159538601542,Amp,false,3,7,78.08565521240234,,,,
I14,false,60,Target 1,Unknown,SYBR,14.450376189384546,0.9905435912175405,1.719926293471955,Amp,false,3,7,78.08565521240234,,,,
I15,false,49,Target 1,Unknown,SYBR,14.948282636387344,0.9922104569140916,1.7274476623617832,Amp,false,3,8,78.08565521240234,,,,
I16,false,61,Target 1,Unknown,SYBR,14.6742948667966,0.9901027807912882,1.7259644735249324,Amp,false,3,8,77.95081329345703,,,,
I17,false,50,Target 1,Unknown,SYBR,15.284659465177178,0.9894630082320317,1.7143011485621216,Amp,false,3,8,77.81596374511719,,,,
I18,false,62,Target 1,Unknown,SYBR,16.45620774023881,0.9911860064192465,1.7159144857324442,Amp,false,3,9,77.68112182617188,,,,
I19,false,51,Target 1,Unknown,SYBR,15.862996612172736,0.9926881874694293,1.7076519646524604,Amp,false,3,9,78.08565521240234,,,,
I20,false,63,Target 1,Unknown,SYBR,14.612790143844915,0.9900040452651461,1.7098547378778344,Amp,false,3,8,78.08565521240234,,,,
I21,false,52,Target 1,Unknown,SYBR,17.06731336309648,0.9799900073991349,1.6434534374467493,Amp,false,3,9,78.08565521240234,,,,
I22,false,64,Target 1,Unknown,SYBR,15.046882661123494,0.9871979295266025,1.7127995263900564,Amp,false,3,8,78.08565521240234,,,,
I23,false,53,Target 1,Unknown,SYBR,16.371552124196796,0.9907679669868089,1.7099593591810893,Amp,false,3,9,78.08565521240234,,,,
I24,false,65,Target 1,Unknown,SYBR,14.090894220052292,0.9825764847222028,1.6997193821637409,Amp,false,3,7,78.22050476074219,,,,
J1,false,66,Target 1,Unknown,SYBR,14.560971820023788,0.9886317200585577,1.6978411078420286,Amp,false,3,8,78.2060546875,,,,
J2,false,78,Target 1,Unknown,SYBR,16.14042646954512,0.9882828831971969,1.719142565001049,Amp,false,3,9,78.07131958007812,,,,
J3,false,67,Target 1,Unknown,SYBR,13.512446615330386,0.9874416874977177,1.713936919200319,Amp,false,3,7,78.3407974243164,,,,
J4,false,79,Target 1,Unknown,SYBR,15.924996640345459,0.9913035830041655,1.7098782540020607,Amp,false,3,8,78.07131958007812,,,,
J5,false,68,Target 1,Unknown,SYBR,14.011383908546524,0.9828481555122729,1.6923124918607033,Amp,false,3,7,78.2060546875,,,,
J6,false,80,Target 1,Unknown,SYBR,14.63524664692142,0.9919005284463891,1.7302392054226954,Amp,false,3,8,78.07131958007812,,,,
J7,false,69,Target 1,Unknown,SYBR,14.039843272417457,0.987168423520809,1.712472635483815,Amp,false,3,8,78.2060546875,,,,
J8,false,81,Target 1,Unknown,SYBR,16.11942190221937,0.9842510284849529,1.641582108735364,Amp,false,3,9,77.93658447265625,,,,
J9,false,70,Target 1,Unknown,SYBR,14.295088453292855,0.9885710020251752,1.7176069803247502,Amp,false,3,7,78.2060546875,,,,
J10,false,82,Target 1,Unknown,SYBR,16.376406026955223,0.9865778469010319,1.7152966872329778,Amp,false,3,9,78.07131958007812,,,,
J11,false,71,Target 1,Unknown,SYBR,14.816230865554704,0.9917528808175866,1.7191336196669016,Amp,false,3,8,78.07131958007812,,,,
J12,false,83,Target 1,Unknown,SYBR,15.813974209602886,0.9900715994870042,1.7295548313348947,Amp,false,3,10,77.93658447265625,,,,
J13,false,72,Target 1,Unknown,SYBR,16.437971740801444,0.9911487772296774,1.7222334872086997,Amp,false,3,9,78.08565521240234,,,,
J14,false,84,Target 1,Unknown,SYBR,14.628999666317927,0.9894294227592857,1.7167860441904381,Amp,false,3,8,78.08565521240234,,,,
J15,false,73,Target 1,Unknown,SYBR,15.649470705827166,0.9907196986526784,1.7176354962806153,Amp,false,3,9,78.08565521240234,,,,
J16,false,85,Target 1,Unknown,SYBR,16.14473361747936,0.9888597021027514,1.7250364178692008,Amp,false,3,9,77.81596374511719,,,,
J17,false,74,Target 1,Unknown,SYBR,18.151716026824772,0.9886697527418317,1.7163180547289127,Amp,false,3,10,77.95081329345703,,,,
J18,false,86,Target 1,Unknown,SYBR,15.845168810713155,0.9912151949319254,1.7114928410392236,Amp,false,3,8,77.95081329345703,,,,
J19,false,75,Target 1,Unknown,SYBR,14.996177239110786,0.9932442256537326,1.6956522788837558,Amp,false,3,8,77.95081329345703,,,,
J20,false,87,Target 1,Unknown,SYBR,15.69061231497449,0.9906904668644256,1.7020733804416197,Amp,false,3,9,77.81596374511719,,,,
J21,false,76,Target 1,Unknown,SYBR,15.889475707649485,0.9923043064292498,1.707739922005376,Amp,false,3,9,78.08565521240234,,,,
J22,false,88,Target 1,Unknown,SYBR,14.546249346029288,0.9815792981863521,1.6894511204868972,Amp,false,3,8,77.95081329345703,,,,
J23,false,77,Target 1,Unknown,SYBR,15.011687108680036,0.982651616854997,1.6659479417681333,Amp,false,3,8,77.95081329345703,,,,
J24,false,89,Target 1,Unknown,SYBR,16.175712296989254,0.985673957425479,1.6769437055618157,Amp,false,3,9,77.95081329345703,,,,
K1,false,66,Target 1,Unknown,SYBR,14.360107208185479,0.9900370618526907,1.7002059110524272,Amp,false,3,8,78.07131958007812,,,,
K2,false,78,Target 1,Unknown,SYBR,14.723504563274332,0.9913717387522519,1.7088845986791816,Amp,false,3,8,78.47553253173828,,,,
K3,false,67,Target 1,Unknown,SYBR,13.746291753837376,0.9857209829789021,1.7166379711004986,Amp,false,3,7,78.3407974243164,,,,
K4,false,79,Target 1,Unknown,SYBR,14.770959008836062,0.9915422249966328,1.7232441407706323,Amp,false,3,8,78.2060546875,,,,
K5,false,68,Target 1,Unknown,SYBR,13.65856330736188,0.9901435884575535,1.7062824030992767,Amp,false,3,7,78.2060546875,,,,
K6,false,80,Target 1,Unknown,SYBR,14.154740792311792,0.9838839761086904,1.7249429959784883,Amp,false,3,7,78.07131958007812,,,,
K7,false,69,Target 1,Unknown,SYBR,14.092594953665731,0.9856601140323137,1.7149701701948197,Amp,false,3,8,78.2060546875,,,,
K8,false,81,Target 1,Unknown,SYBR,14.202001304812274,0.9890424539159944,1.7201488708166246,Amp,false,3,7,78.2060546875,,,,
K9,false,70,Target 1,Unknown,SYBR,14.071308665939867,0.9886009404712705,1.7190588343348858,Amp,false,3,7,78.2060546875,,,,
K10,false,82,Target 1,Unknown,SYBR,15.978729898684698,0.9909742046497658,1.7270515826728396,Amp,false,3,9,78.2060546875,,,,
K11,false,71,Target 1,Unknown,SYBR,14.247074300680854,0.9871120187031551,1.7215136530861928,Amp,false,3,8,78.2060546875,,,,
K12,false,83,Target 1,Unknown,SYBR,15.407370727355566,0.9904761898068886,1.723247955550966,Amp,false,3,9,78.2060546875,,,,
K13,false,72,Target 1,Unknown,SYBR,16.470073564713957,0.9890641002941658,1.721111733049138,Amp,false,3,10,78.08565521240234,,,,
K14,false,84,Target 1,Unknown,SYBR,14.152727997207819,0.9884041986683045,1.721421373410568,Amp,false,3,7,78.08565521240234,,,,
K15,false,73,Target 1,Unknown,SYBR,15.867998494322048,0.9907171504585623,1.698592891264541,Amp,false,3,8,77.95081329345703,,,,
K16,false,85,Target 1,Unknown,SYBR,15.303295252797028,0.9881125110520654,1.722404482655798,Amp,false,3,8,77.95081329345703,,,,
K17,false,74,Target 1,Unknown,SYBR,17.786121780093453,0.9918616262826794,1.7074688935797027,Amp,false,3,10,77.95081329345703,,,,
K18,false,86,Target 1,Unknown,SYBR,15.032188881384684,0.9885081932496105,1.723445704548364,Amp,false,3,8,78.08565521240234,,,,
K19,false,75,Target 1,Unknown,SYBR,14.402056163828107,0.9879582383757787,1.7019905311069075,Amp,false,3,8,78.08565521240234,,,,
K20,false,87,Target 1,Unknown,SYBR,14.729987563084855,0.9901698636874926,1.6989368159885394,Amp,false,3,8,78.08565521240234,,,,
K21,false,76,Target 1,Unknown,SYBR,15.928557432041767,0.9911924769175195,1.7029165819873169,Amp,false,3,9,78.08565521240234,,,,
K22,false,88,Target 1,Unknown,SYBR,13.817473856203378,0.9850858021085208,1.6805128074008449,Amp,false,3,7,78.08565521240234,,,,
K23,false,77,Target 1,Unknown,SYBR,14.343368767002264,0.982875427761559,1.6847911802125475,Amp,false,3,7,78.08565521240234,,,,
K24,false,89,Target 1,Unknown,SYBR,15.099813906843075,0.9843973482252777,1.6677831866908712,Amp,false,3,8,78.08565521240234,,,,
L1,false,66,Target 1,Unknown,SYBR,12.984445222005522,0.9938519619651103,1.722491969379794,Amp,false,3,7,78.3407974243164,,,,
L2,false,78,Target 1,Unknown,SYBR,15.486436818396697,0.9911870711464421,1.7174242315993675,Amp,false,3,8,78.2060546875,,,,
L3,false,67,Target 1,Unknown,SYBR,14.535931672194987,0.9895608302903928,1.7178716328199333,Amp,false,3,8,77.93658447265625,,,,
L4,false,79,Target 1,Unknown,SYBR,14.567746545978864,0.9906459170376168,1.721532262969639,Amp,false,3,8,78.3407974243164,,,,
L5,false,68,Target 1,Unknown,SYBR,13.75897917580092,0.9909738007752077,1.7108415622179354,Amp,false,3,7,78.2060546875,,,,
L6,false,80,Target 1,Unknown,SYBR,12.993018694800003,0.9893788986089986,1.725266590819479,Amp,false,3,7,78.47553253173828,,,,
L7,false,69,Target 1,Unknown,SYBR,13.989229925990436,0.9938729298271716,1.7132454179913505,Amp,false,3,7,78.07131958007812,,,,
L8,false,81,Target 1,Unknown,SYBR,14.271866562659625,0.9895624201142899,1.7210730366876539,Amp,false,3,7,78.2060546875,,,,
L9,false,70,Target 1,Unknown,SYBR,14.913990710101249,0.992213913599602,1.7147639013892098,Amp,false,3,8,77.93658447265625,,,,
L10,false,82,Target 1,Unknown,SYBR,15.956605933887147,0.9943376581371237,1.7232802673857086,Amp,false,3,9,78.07131958007812,,,,
L11,false,71,Target 1,Unknown,SYBR,14.345231019648178,0.9891690848885661,1.717159356690832,Amp,false,3,8,78.07131958007812,,,,
L12,false,83,Target 1,Unknown,SYBR,15.566906695982919,0.9913976543789093,1.7184981628875355,Amp,false,3,8,78.07131958007812,,,,
L13,false,72,Target 1,Unknown,SYBR,17.504030315123906,0.9877288401228157,1.664311698431095,Amp,false,3,10,77.81596374511719,,,,
L14,false,84,Target 1,Unknown,SYBR,17.176794534720756,0.9878499391501886,1.6898777349989218,Amp,false,3,10,77.81596374511719,,,,
L15,false,73,Target 1,Unknown,SYBR,15.949024638866629,0.9904743353356814,1.7048496247203961,Amp,false,3,9,77.81596374511719,,,,
L16,false,85,Target 1,Unknown,SYBR,15.599350072729301,0.9912773928768716,1.7193412488964377,Amp,false,3,9,77.95081329345703,,,,
L17,false,74,Target 1,Unknown,SYBR,17.991318411173047,0.9930196090971523,1.7154564171690272,Amp,false,3,10,77.81596374511719,,,,
L18,false,86,Target 1,Unknown,SYBR,15.017198849561542,0.9874231666272535,1.7260142568119492,Amp,false,3,8,77.95081329345703,,,,
L19,false,75,Target 1,Unknown,SYBR,14.766023902321642,0.9906986356514274,1.678272634599254,Amp,false,3,8,77.81596374511719,,,,
L20,false,87,Target 1,Unknown,SYBR,15.31434480458234,0.9895298038286153,1.7015740908259454,Amp,false,3,8,77.95081329345703,,,,
L21,false,76,Target 1,Unknown,SYBR,15.663041146681003,0.9906030113784633,1.7025989995489925,Amp,false,3,9,77.95081329345703,,,,
L22,false,88,Target 1,Unknown,SYBR,13.81283107799193,0.98634142238497,1.672582072296515,Amp,false,3,7,77.95081329345703,,,,
L23,false,77,Target 1,Unknown,SYBR,14.909393367312813,0.9863522162782004,1.631857872741873,Amp,false,3,8,77.95081329345703,,,,
L24,false,89,Target 1,Unknown,SYBR,14.816408919768485,0.9916553962975487,1.686508503288738,Amp,false,3,8,78.08565521240234,,,,
M1,false,90,Target 1,Unknown,SYBR,16.15138953484204,0.9863367130975387,1.6895653649614895,Amp,false,3,10,77.80184173583984,,,,
M2,false,102,Target 1,Unknown,SYBR,15.486166112488021,0.9874343562016178,1.6890538634759409,Amp,false,3,8,77.66710662841797,,,,
M3,false,91,Target 1,Unknown,SYBR,14.445045732904507,0.9896344554279782,1.7141715394920298,Amp,false,3,8,78.07131958007812,,,,
M4,false,103,Target 1,Unknown,SYBR,14.330125526978861,0.985517487363401,1.7074759330341434,Amp,false,3,8,77.93658447265625,,,,
M5,false,92,Target 1,Unknown,SYBR,14.316648199513551,0.9868190356979041,1.7107897445218823,Amp,false,3,8,77.93658447265625,,,,
M6,false,104,Target 1,Unknown,SYBR,16.315490463119147,0.9905360908353463,1.7260293221209466,Amp,false,3,9,77.93658447265625,,,,
M7,false,93,Target 1,Unknown,SYBR,15.893043311807912,0.9905923194125223,1.7042687610290763,Amp,false,3,9,77.66710662841797,,,,
M8,false,105,Target 1,Unknown,SYBR,15.744846294283125,0.9895553719330662,1.715334400506277,Amp,false,3,9,77.93658447265625,,,,
M9,false,94,Target 1,Unknown,SYBR,16.39525060477579,0.9889818261389581,1.7244167096404537,Amp,false,3,9,77.80184173583984,,,,
M10,false,106,Target 1,Unknown,SYBR,15.515853543937801,0.9906239762335756,1.715501759939295,Amp,false,3,9,77.93658447265625,,,,
M11,false,95,Target 1,Unknown,SYBR,14.662570125650277,0.9901860090779604,1.7166551614614385,Amp,false,3,8,77.93658447265625,,,,
M12,false,107,Target 1,Unknown,SYBR,15.145250229436204,0.9902506769834725,1.7206430414730136,Amp,false,3,8,77.93658447265625,,,,
M13,false,96,Target 1,Unknown,SYBR,14.274609319343462,0.9886253628668537,1.7141304468516307,Amp,false,3,7,77.95081329345703,,,,
M14,false,108,Target 1,Unknown,SYBR,18.567509553402644,0.9917594848340744,1.722925981960287,Amp,false,3,11,77.95081329345703,,,,
M15,false,97,Target 1,Unknown,SYBR,15.284592682735074,0.9895377679063321,1.7086997723251491,Amp,false,3,9,77.81596374511719,,,,
M16,false,109,Target 1,Unknown,SYBR,13.553408547255561,0.9889067556674331,1.7106687165061767,Amp,false,3,7,77.95081329345703,,,,
M17,false,98,Target 1,Unknown,SYBR,16.75246101571262,0.9925614781550217,1.706375840444532,Amp,false,3,9,77.41142272949219,,,,
M18,false,110,Target 1,Unknown,SYBR,13.975813452767788,0.9911671016386195,1.7065585851287344,Amp,false,3,7,77.95081329345703,,,,
M19,false,99,Target 1,Unknown,SYBR,14.883210526888295,0.9928060824687533,1.711427168409997,Amp,false,3,8,77.95081329345703,,,,
M20,false,111,Target 1,Unknown,SYBR,13.479460717073945,0.9853509812673187,1.6993810259662825,Amp,false,3,7,78.08565521240234,,,,
M21,false,100,Target 1,Unknown,SYBR,15.013859739756768,0.9876680975140222,1.7009304188638126,Amp,false,3,8,77.81596374511719,,,,
M22,false,112,Target 1,Unknown,SYBR,14.159567003896463,0.9871079964793283,1.6916732204122364,Amp,false,3,8,77.95081329345703,,,,
M23,false,101,Target 1,Unknown,SYBR,14.770670382254863,0.9905237341743273,1.6730954238290894,Amp,false,3,7,77.81596374511719,,,,
M24,false,113,Target 1,Unknown,SYBR,14.561345843188565,0.9884327673748838,1.6880403749376107,Amp,false,3,8,77.81596374511719,,,,
N1,false,90,Target 1,Unknown,SYBR,17.02830295909989,0.9851678452447173,1.670800711576976,Amp,false,3,10,77.93658447265625,,,,
N2,false,102,Target 1,Unknown,SYBR,14.57305343761541,0.9860372120547435,1.709798290757137,Amp,false,3,7,77.80184173583984,,,,
N3,false,91,Target 1,Unknown,SYBR,13.946648308773334,0.9886125056758769,1.7114721481904445,Amp,false,3,7,78.07131958007812,,,,
N4,false,103,Target 1,Unknown,SYBR,14.086554249991288,0.9867887769523579,1.7117989078154006,Amp,false,3,8,78.07131958007812,,,,
N5,false,92,Target 1,Unknown,SYBR,13.44069592015311,0.9866876504355494,1.7097091924484795,Amp,false,3,7,78.2060546875,,,,
N6,false,104,Target 1,Unknown,SYBR,16.426764223907774,0.9905570634713149,1.7114359969522586,Amp,false,3,9,77.93658447265625,,,,
N7,false,93,Target 1,Unknown,SYBR,13.996075902807462,0.9930389167373546,1.722396033218593,Amp,false,3,7,78.07131958007812,,,,
N8,false,105,Target 1,Unknown,SYBR,15.973978134426819,0.9879991449671697,1.719734976243758,Amp,false,3,10,77.93658447265625,,,,
N9,false,94,Target 1,Unknown,SYBR,15.339982214885374,0.9889500559579792,1.723922533508642,Amp,false,3,8,78.07131958007812,,,,
N10,false,106,Target 1,Unknown,SYBR,15.4928548718954,0.9897365143716735,1.7119511065880157,Amp,false,3,8,77.93658447265625,,,,
N11,false,95,Target 1,Unknown,SYBR,14.273392867348996,0.988889995938848,1.7165844536910515,Amp,false,3,7,77.93658447265625,,,,
N12,false,107,Target 1,Unknown,SYBR,15.021241829462536,0.9876663124043606,1.715624008682727,Amp,false,3,8,77.93658447265625,,,,
N13,false,96,Target 1,Unknown,SYBR,13.943148786853293,0.9893793317457772,1.714492867457892,Amp,false,3,7,77.95081329345703,,,,
N14,false,108,Target 1,Unknown,SYBR,18.34045121447484,0.9905572376314175,1.7241213754843083,Amp,false,3,10,77.95081329345703,,,,
N15,false,97,Target 1,Unknown,SYBR,14.346518485699661,0.9891767065208298,1.714431895307464,Amp,false,3,7,77.95081329345703,,,,
N16,false,109,Target 1,Unknown,SYBR,13.475063520517281,0.9807470353903236,1.6843031928891476,Amp,false,3,7,78.08565521240234,,,,
N17,false,98,Target 1,Unknown,SYBR,14.62237636251297,0.9924013206236277,1.7085526875756276,Amp,false,3,8,77.95081329345703,,,,
N18,false,110,Target 1,Unknown,SYBR,13.930666121657993,0.9920320109692929,1.6959142299428653,Amp,false,3,7,77.95081329345703,,,,
N19,false,99,Target 1,Unknown,SYBR,14.555264498064258,0.9897340811655748,1.706749428047874,Amp,false,3,8,77.95081329345703,,,,
N20,false,111,Target 1,Unknown,SYBR,13.758755270854085,0.9735786221558335,1.6839786223234539,Amp,false,3,7,77.95081329345703,,,,
N21,false,100,Target 1,Unknown,SYBR,14.65149720744962,0.9845693424294143,1.6884371083865544,Amp,false,3,8,77.95081329345703,,,,
N22,false,112,Target 1,Unknown,SYBR,13.467052452795759,0.9859964177705957,1.7011846278106304,Amp,false,3,7,78.08565521240234,,,,
N23,false,101,Target 1,Unknown,SYBR,14.377617933483055,0.9883182278314364,1.6843013207134374,Amp,false,3,7,77.81596374511719,,,,
N24,false,113,Target 1,Unknown,SYBR,14.731399543873827,0.988199551757832,1.6715276647001576,Amp,false,3,8,77.81596374511719,,,,
O1,false,90,Target 1,Unknown,SYBR,16.722567103214857,0.9830105599691827,1.6198882386749078,Amp,false,3,9,77.93658447265625,,,,
O2,false,102,Target 1,Unknown,SYBR,14.193266815510913,0.9893406606236913,1.713378042038151,Amp,false,3,7,77.93658447265625,,,,
O3,false,91,Target 1,Unknown,SYBR,14.338135766458525,0.9877020730262691,1.7027323835579877,Amp,false,3,8,77.93658447265625,,,,
O4,false,103,Target 1,Unknown,SYBR,14.097999333425491,0.9834112112686898,1.7169471609817917,Amp,false,3,7,77.93658447265625,,,,
O5,false,92,Target 1,Unknown,SYBR,13.646274683713212,0.9917030699166965,1.709527295972702,Amp,false,3,7,78.07131958007812,,,,
O6,false,104,Target 1,Unknown,SYBR,15.848794680285703,0.9909390369085107,1.7246269687627633,Amp,false,3,9,78.07131958007812,,,,
O7,false,93,Target 1,Unknown,SYBR,14.057680764646292,0.9839499124604946,1.7129052344930962,Amp,false,3,7,77.93658447265625,,,,
O8,false,105,Target 1,Unknown,SYBR,16.740020328523947,0.987677877353067,1.6201137752293662,Amp,false,3,9,77.53236389160156,,,,
O9,false,94,Target 1,Unknown,SYBR,15.271932760069447,0.9881575028569695,1.7212991696974547,Amp,false,3,9,77.93658447265625,,,,
O10,false,106,Target 1,Unknown,SYBR,15.296707756087962,0.9904132565936357,1.7117392930096516,Amp,false,3,9,77.93658447265625,,,,
O11,false,95,Target 1,Unknown,SYBR,14.181494974276703,0.9876392479129467,1.7170958616728418,Amp,false,3,7,78.07131958007812,,,,
O12,false,107,Target 1,Unknown,SYBR,14.597324959690155,0.9888789574841069,1.7134107809155652,Amp,false,3,8,78.07131958007812,,,,
O13,false,96,Target 1,Unknown,SYBR,13.751255669417457,0.9903832167602864,1.7137464014346377,Amp,false,3,7,78.08565521240234,,,,
O14,false,108,Target 1,Unknown,SYBR,18.28698147030891,0.9904361090092761,1.7295148761392578,Amp,false,3,11,77.95081329345703,,,,
O15,false,97,Target 1,Unknown,SYBR,14.192425180950455,0.9880128769361284,1.7138538444588522,Amp,false,3,7,77.95081329345703,,,,
O16,false,109,Target 1,Unknown,SYBR,12.97745733965073,0.9896272167486464,1.711252459577834,Amp,false,3,7,78.08565521240234,,,,
O17,false,98,Target 1,Unknown,SYBR,14.289511896787186,0.9889677736983669,1.710970057921387,Amp,false,3,7,77.95081329345703,,,,
O18,false,110,Target 1,Unknown,SYBR,13.575517017810046,0.9877298237640799,1.7046835296765386,Amp,false,3,7,77.95081329345703,,,,
O19,false,99,Target 1,Unknown,SYBR,14.477388746380381,0.9877326706187175,1.707579566818608,Amp,false,3,7,77.95081329345703,,,,
O20,false,111,Target 1,Unknown,SYBR,12.765271173210618,0.9862677623872678,1.6951689791306521,Amp,false,3,6,77.95081329345703,,,,
O21,false,100,Target 1,Unknown,SYBR,14.228119858244941,0.9875248257568349,1.7032205824812146,Amp,false,3,8,78.08565521240234,,,,
O22,false,112,Target 1,Unknown,SYBR,13.395882670050248,0.9892610601345198,1.7081616081725886,Amp,false,3,7,77.95081329345703,,,,
O23,false,101,Target 1,Unknown,SYBR,14.070254999877115,0.9860780989798857,1.6955549728609105,Amp,false,3,7,77.95081329345703,,,,
O24,false,113,Target 1,Unknown,SYBR,14.480247706652257,0.98881794884105,1.700459539664298,Amp,false,3,7,77.68112182617188,,,,
P1,false,114,Target 1,Unknown,SYBR,12.178546889852079,0.9772478597918263,1.6807023587430838,Amp,false,3,6,78.47553253173828,,,,
P2,false,118,Target 1,Unknown,SYBR,13.890733016674663,0.9798087446240715,1.6745559721547036,Amp,false,3,7,78.07131958007812,,,,
P3,false,114,Target 1,Unknown,SYBR,13.386444294879222,0.9843639452443921,1.709788282198214,Amp,false,3,7,78.07131958007812,,,,
P4,false,118,Target 1,Unknown,SYBR,13.374534590076983,0.989380175498656,1.7189137014797722,Amp,false,3,7,78.07131958007812,,,,
P5,false,114,Target 1,Unknown,SYBR,13.082847000108234,0.9853526219346875,1.7178402526436658,Amp,false,3,7,78.07131958007812,,,,
P6,false,118,Target 1,Unknown,SYBR,13.433325100439792,0.9871147614910134,1.714901759632163,Amp,false,3,7,78.07131958007812,,,,
P7,false,115,Target 1,Unknown,SYBR,14.047565041344726,0.9870123538804288,1.7079183431805471,Amp,false,3,7,78.07131958007812,,,,
P8,false,119,Target 1,Unknown,SYBR,13.390815303918863,0.9862187783066038,1.7135010077006032,Amp,false,3,7,78.07131958007812,,,,
P9,false,115,Target 1,Unknown,SYBR,13.972854725926151,0.990235953609551,1.7202477949571662,Amp,false,3,7,78.07131958007812,,,,
P10,false,119,Target 1,Unknown,SYBR,13.701484507177913,0.9912999871491361,1.7082768196133167,Amp,false,3,7,77.93658447265625,,,,
P11,false,115,Target 1,Unknown,SYBR,14.094877757669597,0.9875313572873924,1.7097581749330335,Amp,false,3,7,78.07131958007812,,,,
P12,false,119,Target 1,Unknown,SYBR,13.647006943784497,0.9903859294299223,1.7086157686399628,Amp,false,3,7,77.93658447265625,,,,
P13,false,116,Target 1,Unknown,SYBR,13.012613748167414,0.9868079208711092,1.709821379609787,Amp,false,3,7,78.08565521240234,,,,
P14,false,120,Target 1,Unknown,SYBR,15.040173439511076,0.9862136822660353,1.7045144611829057,Amp,false,3,8,77.81596374511719,,,,
P15,false,116,Target 1,Unknown,SYBR,13.077834474141707,0.9876016974246967,1.6985280853053277,Amp,false,3,7,77.95081329345703,,,,
P16,false,120,Target 1,Unknown,SYBR,14.670787817511261,0.9896553578835403,1.7107875185841597,Amp,false,3,8,77.95081329345703,,,,
P17,false,116,Target 1,Unknown,SYBR,14.184651259513625,0.9864318040591837,1.6679702991359084,Amp,false,3,7,77.81596374511719,,,,
P18,false,120,Target 1,Unknown,SYBR,14.802698251270364,0.991850155746679,1.6994310510034611,Amp,false,3,8,77.81596374511719,,,,
P19,false,117,Target 1,Unknown,SYBR,13.913556769550969,0.9916855726255405,1.6884584323474532,Amp,false,3,7,77.95081329345703,,,,
P20,false,121,Target 1,Unknown,SYBR,12.983665766711727,0.958187716887138,1.672926336513446,Amp,false,3,7,77.95081329345703,,,,
P21,false,117,Target 1,Unknown,SYBR,13.577782164189003,0.9895995805756845,1.6976344661052196,Amp,false,3,7,78.08565521240234,,,,
P22,false,121,Target 1,Unknown,SYBR,12.766974031192884,0.9527400093105233,1.6807590500170526,Amp,false,3,6,77.95081329345703,,,,
P23,false,117,Target 1,Unknown,SYBR,13.557993461644656,0.9725947118681513,1.6863684554834064,Amp,false,3,7,78.08565521240234,,,,
P24,false,121,Target 1,Unknown,SYBR,13.266847277452062,0.9555634176646203,1.6791586202586197,Amp,false,3,7,77.81596374511719,,,,
