Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Cq_mu,Cq_sd,cq_cv,Cq_relative,Baseline Start,Baseline End,Tm1,Tm2,Curve Quality,Result Quality Issues
P19,FALSE,117,Target 1,Unknown,SYBR,13.01462658,0.978164945,1.706332655,Amp,FALSE,13.26,0.26,1.98,1.18,3,7,78.62545776,,,
P21,FALSE,117,Target 1,Unknown,SYBR,13.21827935,0.985135208,1.70941473,Amp,FALSE,,,,,3,7,78.62545776,,,
P23,FALSE,117,Target 1,Unknown,SYBR,13.53502699,0.980807095,1.705299887,Amp,FALSE,,,,,3,7,78.49066162,,,
P2,FALSE,118,Target 1,Unknown,SYBR,12.28054518,0.972657178,1.705850317,Amp,FALSE,12.40,0.12,0.97,1.10,3,6,78.76142883,,,
P4,FALSE,118,Target 1,Unknown,SYBR,12.52121326,0.985998519,1.721552747,Amp,FALSE,,,,,3,7,78.76142883,,,
P6,FALSE,118,Target 1,Unknown,SYBR,12.39981755,0.985343037,1.711555387,Amp,FALSE,,,,,3,7,78.62664795,,,
P8,FALSE,119,Target 1,Unknown,SYBR,Undetermined,0,0.757371832,No Amp,FALSE,12.15,0.20,1.66,1.08,3,23,76.60500336,,,
P10,FALSE,119,Target 1,Unknown,SYBR,12.29457387,0.969646041,1.710023607,Amp,FALSE,,,,,3,6,78.62664795,,,
P12,FALSE,119,Target 1,Unknown,SYBR,12.00893166,0.983662775,1.715292615,Amp,FALSE,,,,,3,6,78.76142883,,,
P14,FALSE,120,Target 1,Unknown,SYBR,12.86108028,0.988113917,1.703307531,Amp,FALSE,12.74,0.17,1.37,1.13,3,7,78.62545776,,,
P16,FALSE,120,Target 1,Unknown,SYBR,12.53611855,0.98535636,1.699302157,Amp,FALSE,,,,,3,7,78.62545776,,,
P18,FALSE,120,Target 1,Unknown,SYBR,12.8084367,0.987304893,1.706501905,Amp,FALSE,,,,,3,7,78.62545776,,,
P20,FALSE,121,Target 1,Unknown,SYBR,12.01903779,0.952512439,1.688836514,Amp,FALSE,12.10,0.24,1.97,1.08,3,6,78.76024628,,,
P22,FALSE,121,Target 1,Unknown,SYBR,11.91253942,0.982852238,1.700876109,Amp,FALSE,,,,,3,6,78.62545776,,,
P24,FALSE,121,Target 1,Unknown,SYBR,12.36808808,0.982651859,1.68964999,Amp,FALSE,,,,,3,6,78.62545776,,,
A3,FALSE,Gold,Target 1,Unknown,SYBR,10.66227095,0.929902413,1.691320333,Amp,FALSE,11.23,0.52,4.65,1.00,3,6,78.89620209,,,
B3,FALSE,Gold,Target 1,Unknown,SYBR,11.69275201,0.988098518,1.707741195,Amp,FALSE,,,,,3,6,78.89620209,,,
C3,FALSE,Gold,Target 1,Unknown,SYBR,11.32948853,0.978364162,1.741217772,Amp,FALSE,,,,,3,6,78.76142883,,,
A1,FALSE,H20,Target 1,Unknown,SYBR,Undetermined,0,0.934184643,No Amp,FALSE,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,3,22,79.03097534,72.29216003,,
B1,FALSE,H20,Target 1,Unknown,SYBR,Undetermined,0,0.8884511,No Amp,FALSE,,,,,3,22,78.76142883,72.56170654,,
C1,FALSE,H20,Target 1,Unknown,SYBR,Undetermined,0,0.87917939,No Amp,FALSE,,,,,3,22,78.89620209,72.56170654,,
A5,FALSE,Std1,Target 1,Unknown,SYBR,12.10715276,0.989169461,1.725171855,Amp,FALSE,12.60,0.43,3.38,1.12,3,8,78.89620209,,,
B5,FALSE,Std1,Target 1,Unknown,SYBR,12.78723044,0.982029441,1.710573045,Amp,FALSE,,,,,3,7,78.76142883,,,
C5,FALSE,Std1,Target 1,Unknown,SYBR,12.89190598,0.990164137,1.720795967,Amp,FALSE,,,,,3,6,78.62664795,,,
A7,FALSE,Std2,Target 1,Unknown,SYBR,19.97062505,0.982226325,1.600561393,Amp,FALSE,19.11,0.75,3.91,1.70,3,13,76.20067596,,,
B7,FALSE,Std2,Target 1,Unknown,SYBR,18.63732936,0.983949358,1.633831589,Amp,FALSE,,,,,3,11,76.4702301,,,
C7,FALSE,Std2,Target 1,Unknown,SYBR,18.72255436,0.981447816,1.648909558,Amp,FALSE,,,,,3,12,76.4702301,,,
A9,FALSE,Std3,Target 1,Unknown,SYBR,14.30073566,0.990759602,1.730294517,Amp,FALSE,14.68,0.38,2.58,1.31,3,7,78.76142883,,,
B9,FALSE,Std3,Target 1,Unknown,SYBR,14.6758216,0.993204865,1.723232844,Amp,FALSE,,,,,3,8,78.62664795,,,
C9,FALSE,Std3,Target 1,Unknown,SYBR,15.05713271,0.989157618,1.724035032,Amp,FALSE,,,,,3,8,78.49187469,,,
A11,FALSE,Std4,Target 1,Unknown,SYBR,15.09272068,0.989684334,1.737534841,Amp,FALSE,15.48,0.38,2.45,1.38,3,8,78.62664795,,,
B11,FALSE,Std4,Target 1,Unknown,SYBR,15.5081336,0.992222364,1.731229014,Amp,FALSE,,,,,3,9,78.62664795,,,
C11,FALSE,Std4,Target 1,Unknown,SYBR,15.85054305,0.994249888,1.736216035,Amp,FALSE,,,,,3,9,78.49187469,,,
A13,FALSE,Std5,Target 1,Unknown,SYBR,12.69468866,0.991271928,1.724243983,Amp,FALSE,13.00,0.31,2.37,1.16,3,7,78.76024628,,,
B13,FALSE,Std5,Target 1,Unknown,SYBR,13.00116811,0.989953689,1.725842889,Amp,FALSE,,,,,3,8,78.76024628,,,
C13,FALSE,Std5,Target 1,Unknown,SYBR,13.30975239,0.990754621,1.722937675,Amp,FALSE,,,,,3,7,78.49066162,,,
