Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Tm1,Tm2,Curve Quality,Result Quality Issues
I9,false,46,Target 1,Unknown,SYBR,13.758244226450394,0.988137648832464,1.7248268583624853,Amp,false,3,8,78.74684143066406,,,
I10,false,58,Target 1,Unknown,SYBR,12.61293826646143,0.9816180307594414,1.715899343759853,Amp,false,3,6,78.61216735839844,,,
I11,false,47,Target 1,Unknown,SYBR,12.962313416904696,0.9831252258254487,1.7148636150654635,Amp,false,3,7,78.61216735839844,,,
I12,false,59,Target 1,Unknown,SYBR,13.378062377586552,0.9869282062364615,1.7233301237232976,Amp,false,3,7,78.61216735839844,,,
I13,false,48,Target 1,Unknown,SYBR,14.894006664845957,0.9889795959245761,1.7022131470209054,Amp,false,3,8,78.47834014892578,,,
I14,false,60,Target 1,Unknown,SYBR,12.602827840705707,0.983463482321495,1.7140002334041404,Amp,false,3,7,78.61306762695312,,,
I15,false,49,Target 1,Unknown,SYBR,12.462460295757538,0.9862375857024,1.7195132833763316,Amp,false,3,7,78.61306762695312,,,
I16,false,61,Target 1,Unknown,SYBR,12.865936591651561,0.9781117816141762,1.7211100592796214,Amp,false,3,7,78.61306762695312,,,
I17,false,50,Target 1,Unknown,SYBR,11.796718469899542,0.9757711938900236,1.7085102897363837,Amp,false,3,6,78.74778747558594,,,
I18,false,62,Target 1,Unknown,SYBR,12.267427213589588,0.9876064023381,1.716001744595975,Amp,false,3,6,78.74778747558594,,,
I19,false,51,Target 1,Unknown,SYBR,13.088914311273829,0.9840293156578955,1.7059003984691183,Amp,false,3,7,78.61306762695312,,,
I20,false,63,Target 1,Unknown,SYBR,12.767506597829524,0.9491206480255542,1.7096478970487983,Amp,false,3,8,78.61306762695312,,,
I21,false,52,Target 1,Unknown,SYBR,12.176692540611839,0.9655437017567233,1.6765621258981789,Amp,false,3,6,78.88251495361328,,,
I22,false,64,Target 1,Unknown,SYBR,12.335665580877258,0.9739587397006161,1.7186357805091763,Amp,false,3,7,78.88251495361328,,,
I23,false,53,Target 1,Unknown,SYBR,11.736353662160436,0.9861202916623354,1.7011509049210787,Amp,false,3,6,78.88251495361328,,,
I24,false,65,Target 1,Unknown,SYBR,11.263740934827236,0.9625060775718617,1.7050024006010176,Amp,false,3,6,79.55614471435547,,,
J1,false,66,Target 1,Unknown,SYBR,12.475747644474328,0.9875155371173412,1.6759788618595772,Amp,false,3,6,78.88150787353516,,,
J2,false,78,Target 1,Unknown,SYBR,14.38905343639857,0.9827584820688449,1.7093199552825724,Amp,false,3,7,78.74684143066406,,,
J3,false,67,Target 1,Unknown,SYBR,12.889060493797881,0.9699660072225806,1.7065406665661098,Amp,false,3,8,78.88150787353516,,,
J4,false,79,Target 1,Unknown,SYBR,14.02800258417749,0.9847368432210627,1.7218000816487986,Amp,false,3,8,78.74684143066406,,,
J5,false,68,Target 1,Unknown,SYBR,12.169623073908955,0.9810844637654585,1.7048878060975914,Amp,false,3,6,78.88150787353516,,,
J6,false,80,Target 1,Unknown,SYBR,12.546634624337269,0.9869374047821158,1.7334488337673266,Amp,false,3,7,78.88150787353516,,,
J7,false,69,Target 1,Unknown,SYBR,13.76013478161751,0.9868171781265412,1.7188312810096906,Amp,false,3,7,78.74684143066406,,,
J8,false,81,Target 1,Unknown,SYBR,15.112813289719998,0.9856360058078162,1.6211712231353084,Amp,false,3,9,78.47749328613281,,,
J9,false,70,Target 1,Unknown,SYBR,13.303276648039372,0.981796902489145,1.7070062189939137,Amp,false,3,7,78.61216735839844,,,
J10,false,82,Target 1,Unknown,SYBR,13.284958266648776,0.9842948875303729,1.7098619072173826,Amp,false,3,7,78.74684143066406,,,
J11,false,71,Target 1,Unknown,SYBR,12.418318868223782,0.9811619761586053,1.7179629189786234,Amp,false,3,7,78.88150787353516,,,
J12,false,83,Target 1,Unknown,SYBR,13.917175773405496,0.9893697047018395,1.7333010758467828,Amp,false,3,9,78.47749328613281,,,
J13,false,72,Target 1,Unknown,SYBR,13.877619642479313,0.9913153235153871,1.7247764251149842,Amp,false,3,7,78.74778747558594,,,
J14,false,84,Target 1,Unknown,SYBR,12.830242202601571,0.9916649629265842,1.722098773832141,Amp,false,3,7,78.74778747558594,,,
J15,false,73,Target 1,Unknown,SYBR,12.754819213922072,0.9895487401020223,1.7184703184402115,Amp,false,3,7,78.74778747558594,,,
J16,false,85,Target 1,Unknown,SYBR,12.610070917330738,0.9847674658936173,1.719200427127044,Amp,false,3,7,78.61306762695312,,,
J17,false,74,Target 1,Unknown,SYBR,14.088820095357413,0.9905470383777325,1.7124771502224165,Amp,false,3,7,78.34361267089844,,,
J18,false,86,Target 1,Unknown,SYBR,12.699081394080132,0.9729289282672839,1.7015242603512408,Amp,false,3,7,78.74778747558594,,,
J19,false,75,Target 1,Unknown,SYBR,12.353138188674084,0.9768264782465063,1.6905568273863778,Amp,false,3,6,78.88251495361328,,,
J20,false,87,Target 1,Unknown,SYBR,15.167237873369078,0.9868954879886163,1.7151214511743544,Amp,false,3,8,78.61306762695312,,,
J21,false,76,Target 1,Unknown,SYBR,12.885249433281622,0.9918296451832297,1.6882148755106294,Amp,false,3,7,78.74778747558594,,,
J22,false,88,Target 1,Unknown,SYBR,11.989901979864715,0.9749193819110702,1.697751254721107,Amp,false,3,6,79.01724243164062,,,
J23,false,77,Target 1,Unknown,SYBR,14.235006487877435,0.9896169688038605,1.697379485650457,Amp,false,3,7,78.61306762695312,,,
J24,false,89,Target 1,Unknown,SYBR,13.660495026090853,0.9773266825349254,1.6755154365959906,Amp,false,3,7,78.61306762695312,,,
K1,false,66,Target 1,Unknown,SYBR,12.538584538074126,0.9603814653013111,1.6904538292116043,Amp,false,3,7,78.74684143066406,,,
K2,false,78,Target 1,Unknown,SYBR,14.42241110658767,0.9598552611754196,1.7101376387725522,Amp,false,3,8,78.74684143066406,,,
K3,false,67,Target 1,Unknown,SYBR,13.009715674029575,0.9669063137241638,1.7080490465853724,Amp,false,3,7,78.74684143066406,,,
K4,false,79,Target 1,Unknown,SYBR,14.24937383466894,0.9800805498410301,1.721319199230626,Amp,false,3,9,78.61216735839844,,,
K5,false,68,Target 1,Unknown,SYBR,12.618487146903451,0.9853624958459113,1.7070639152286768,Amp,false,3,7,78.74684143066406,,,
K6,false,80,Target 1,Unknown,SYBR,12.9161650644743,0.9913116011997672,1.7132520884446374,Amp,false,3,7,78.74684143066406,,,
K7,false,69,Target 1,Unknown,SYBR,14.08246915476547,0.9846635041852246,1.7206393399612874,Amp,false,3,7,78.61216735839844,,,
K8,false,81,Target 1,Unknown,SYBR,13.416668478303894,0.9827687484899271,1.719808513170284,Amp,false,3,7,78.74684143066406,,,
K9,false,70,Target 1,Unknown,SYBR,13.498069823632367,0.9865488002890317,1.7110835738330892,Amp,false,3,7,78.47749328613281,,,
K10,false,82,Target 1,Unknown,SYBR,12.895454346005856,0.9864397499111099,1.7223885595149722,Amp,false,3,7,78.74684143066406,,,
K11,false,71,Target 1,Unknown,SYBR,12.272916800945058,0.9794612553617118,1.7250212008599384,Amp,false,3,7,78.74684143066406,,,
K12,false,83,Target 1,Unknown,SYBR,13.804109831318783,0.9875232895660061,1.726553953440909,Amp,false,3,7,78.47749328613281,,,
K13,false,72,Target 1,Unknown,SYBR,14.161836842651812,0.9880023106272425,1.7236647700431382,Amp,false,3,7,78.61306762695312,,,
K14,false,84,Target 1,Unknown,SYBR,12.768486934534263,0.989872348959492,1.7221249842115438,Amp,false,3,7,78.61306762695312,,,
K15,false,73,Target 1,Unknown,SYBR,12.86603637051287,0.9896259770748674,1.7189992065749333,Amp,false,3,7,78.74778747558594,,,
K16,false,85,Target 1,Unknown,SYBR,12.251512403826553,0.9819362181895762,1.7137312719724391,Amp,false,3,6,78.61306762695312,,,
K17,false,74,Target 1,Unknown,SYBR,13.077034941511762,0.9852995955579401,1.719007279372163,Amp,false,3,7,78.61306762695312,,,
K18,false,86,Target 1,Unknown,SYBR,12.451278300171825,0.9855696248151681,1.720350511924552,Amp,false,3,6,78.61306762695312,,,
K19,false,75,Target 1,Unknown,SYBR,12.520151964553278,0.9880741628228364,1.7022296922363178,Amp,false,3,7,78.74778747558594,,,
K20,false,87,Target 1,Unknown,SYBR,14.772209654960267,0.9914755234866858,1.7204978386884724,Amp,false,3,8,78.74778747558594,,,
K21,false,76,Target 1,Unknown,SYBR,13.05438925084254,0.9854445801211529,1.7123000320390267,Amp,false,3,7,78.74778747558594,,,
K22,false,88,Target 1,Unknown,SYBR,12.223848603653991,0.9815309638915284,1.6909420638790245,Amp,false,3,7,78.88251495361328,,,
K23,false,77,Target 1,Unknown,SYBR,14.584312828693093,0.9820424498255992,1.686002261382133,Amp,false,3,8,78.61306762695312,,,
K24,false,89,Target 1,Unknown,SYBR,12.63878134809849,0.9789009156446038,1.6693977878384962,Amp,false,3,7,78.88251495361328,,,
L1,false,66,Target 1,Unknown,SYBR,12.827520202472265,0.9879022469634837,1.7114011010955585,Amp,false,3,6,78.47749328613281,,,
L2,false,78,Target 1,Unknown,SYBR,14.621295532621676,0.9875301168317164,1.716681521825626,Amp,false,3,8,78.61216735839844,,,
L3,false,67,Target 1,Unknown,SYBR,12.488210097703622,0.9851011588661839,1.713602996791567,Amp,false,3,7,78.74684143066406,,,
L4,false,79,Target 1,Unknown,SYBR,14.175588897130254,0.9008418952666633,1.719516033916233,Amp,false,3,9,78.61216735839844,,,
L5,false,68,Target 1,Unknown,SYBR,12.135599003004845,0.9841519411453314,1.709010965112937,Amp,false,3,6,78.61216735839844,,,
L6,false,80,Target 1,Unknown,SYBR,12.682429795154594,0.9848786856965582,1.7226247955592864,Amp,false,3,7,78.74684143066406,,,
L7,false,69,Target 1,Unknown,SYBR,14.36453175509848,0.9836104650656787,1.7184373491025953,Amp,false,3,8,78.34281921386719,,,
L8,false,81,Target 1,Unknown,SYBR,13.902104348647228,0.9848029417826922,1.6996926344050973,Amp,false,3,7,78.47749328613281,,,
L9,false,70,Target 1,Unknown,SYBR,14.480665695053712,0.9677293013957476,1.715099793871892,Amp,false,3,8,78.20814514160156,,,
L10,false,82,Target 1,Unknown,SYBR,12.867608054041366,0.9901302497075978,1.7183715090389673,Amp,false,3,6,78.61216735839844,,,
L11,false,71,Target 1,Unknown,SYBR,11.76374203904708,0.9877545994521507,1.7189566660017301,Amp,false,3,6,78.74684143066406,,,
L12,false,83,Target 1,Unknown,SYBR,14.061516943921838,0.9890666593123374,1.726681876299407,Amp,false,3,8,78.34281921386719,,,
L13,false,72,Target 1,Unknown,SYBR,15.023848354424857,0.9743025743374948,1.6309540019386397,Amp,false,3,9,78.61306762695312,,,
L14,false,84,Target 1,Unknown,SYBR,12.812323889629265,0.9885311310591286,1.718588098205072,Amp,false,3,6,78.61306762695312,,,
L15,false,73,Target 1,Unknown,SYBR,13.461752796131158,0.9778159802314711,1.7024990936682334,Amp,false,3,7,78.47834014892578,,,
L16,false,85,Target 1,Unknown,SYBR,11.668954543524677,0.9871560509625094,1.7183561681066926,Amp,false,3,6,78.74778747558594,,,
L17,false,74,Target 1,Unknown,SYBR,12.437062608891495,0.9838630768645232,1.7118613067006745,Amp,false,3,6,78.74778747558594,,,
L18,false,86,Target 1,Unknown,SYBR,12.398801475612451,0.9838204378856651,1.7156064008184242,Amp,false,3,6,78.61306762695312,,,
L19,false,75,Target 1,Unknown,SYBR,12.235075732229976,0.9811162839535253,1.7056397854214274,Amp,false,3,6,78.61306762695312,,,
L20,false,87,Target 1,Unknown,SYBR,15.01241413966375,0.9858360962881619,1.7185092447792638,Amp,false,3,8,78.47834014892578,,,
L21,false,76,Target 1,Unknown,SYBR,12.754392681313096,0.9917424769266707,1.7082563041265477,Amp,false,3,7,78.74778747558594,,,
L22,false,88,Target 1,Unknown,SYBR,12.329502252506309,0.983438753158707,1.6999642000988184,Amp,false,3,7,78.74778747558594,,,
L23,false,77,Target 1,Unknown,SYBR,14.751118737559725,0.950299933723001,1.6583083996037296,Amp,false,3,9,78.47834014892578,,,
L24,false,89,Target 1,Unknown,SYBR,12.93916725299578,0.9811627250548214,1.6918402260882435,Amp,false,3,7,78.61306762695312,,,
M1,false,90,Target 1,Unknown,SYBR,12.802128264677485,0.9235854285809165,1.7145962418799559,Amp,false,3,7,78.74684143066406,,,
M2,false,102,Target 1,Unknown,SYBR,12.33064727416047,0.9870168650423216,1.7131952957789223,Amp,false,3,6,78.74684143066406,,,
M3,false,91,Target 1,Unknown,SYBR,15.770442923859719,0.9865750824535744,1.7208922189120026,Amp,false,3,9,78.34281921386719,,,
M4,false,103,Target 1,Unknown,SYBR,12.319617487658771,0.9751726703390371,1.7123403041698142,Amp,false,3,7,78.74684143066406,,,
M5,false,92,Target 1,Unknown,SYBR,12.330048828815492,0.9828445268221595,1.7303758898874873,Amp,false,3,6,78.74684143066406,,,
M6,false,104,Target 1,Unknown,SYBR,11.996857974257178,0.9783234478284936,1.7210614582339072,Amp,false,3,6,78.74684143066406,,,
M7,false,93,Target 1,Unknown,SYBR,13.332920477778774,0.9838017148118369,1.7196478870818288,Amp,false,3,7,78.61216735839844,,,
M8,false,105,Target 1,Unknown,SYBR,12.918122180727984,0.9796914867258133,1.7204512201000903,Amp,false,3,7,78.61216735839844,,,
M9,false,94,Target 1,Unknown,SYBR,14.267016889175352,0.9854843243250888,1.7236681338642745,Amp,false,3,8,78.61216735839844,,,
M10,false,106,Target 1,Unknown,SYBR,11.493533662138628,0.9829894287439539,1.7162830073282505,Amp,false,3,6,78.88150787353516,,,
M11,false,95,Target 1,Unknown,SYBR,13.932826115074946,0.9919856597346977,1.7305156761342875,Amp,false,3,8,78.74684143066406,,,
M12,false,107,Target 1,Unknown,SYBR,11.96534087713356,0.9907794139611121,1.723349707671292,Amp,false,3,6,78.88150787353516,,,
M13,false,96,Target 1,Unknown,SYBR,13.894280099638891,0.9924781138295067,1.7217156632476784,Amp,false,3,7,78.61306762695312,,,
M14,false,108,Target 1,Unknown,SYBR,11.865547272733458,0.9877884376953079,1.6925000762036986,Amp,false,3,6,78.74778747558594,,,
M15,false,97,Target 1,Unknown,SYBR,12.850986339621894,0.9870140638070528,1.7181642675595066,Amp,false,3,7,78.74778747558594,,,
M16,false,109,Target 1,Unknown,SYBR,11.802802548066808,0.9855028109624472,1.7136255104264366,Amp,false,3,6,78.74778747558594,,,
M17,false,98,Target 1,Unknown,SYBR,12.47296533879474,0.9840912531089291,1.7087265223053645,Amp,false,3,7,78.74778747558594,,,
M18,false,110,Target 1,Unknown,SYBR,12.867437360893188,0.9905522872724724,1.7195839103460948,Amp,false,3,7,78.74778747558594,,,
M19,false,99,Target 1,Unknown,SYBR,11.873868929605965,0.9862199989110502,1.710661809234329,Amp,false,3,6,78.74778747558594,,,
M20,false,111,Target 1,Unknown,SYBR,13.997154200485582,0.991099011805022,1.7150603572306458,Amp,false,3,7,78.61306762695312,,,
M21,false,100,Target 1,Unknown,SYBR,13.822818463080075,0.9898447430697166,1.7140594916048557,Amp,false,3,8,78.74778747558594,,,
M22,false,112,Target 1,Unknown,SYBR,12.109737683965399,0.9848833462489396,1.705228440598376,Amp,false,3,6,78.74778747558594,,,
M23,false,101,Target 1,Unknown,SYBR,13.951561310317636,0.9855703567904154,1.6913340185019974,Amp,false,3,8,78.61306762695312,,,
M24,false,113,Target 1,Unknown,SYBR,15.561277747858437,0.9900261816350977,1.699349254445912,Amp,false,3,9,78.34361267089844,,,
N1,false,90,Target 1,Unknown,SYBR,13.007676915847384,0.9785552480080456,1.7149057526844744,Amp,false,3,7,78.61216735839844,,,
N2,false,102,Target 1,Unknown,SYBR,12.494383677501808,0.9876130158525802,1.7096296894060203,Amp,false,3,7,78.61216735839844,,,
N3,false,91,Target 1,Unknown,SYBR,16.25752368613754,0.9691329903551021,1.7141878353594509,Amp,false,3,10,78.34281921386719,,,
N4,false,103,Target 1,Unknown,SYBR,12.117506026622284,0.9788059108830043,1.713035213167293,Amp,false,3,6,78.61216735839844,,,
N5,false,92,Target 1,Unknown,SYBR,12.38321871826253,0.9819512205259215,1.7106089770363242,Amp,false,3,6,78.74684143066406,,,
N6,false,104,Target 1,Unknown,SYBR,12.135290445940026,0.9715340419539216,1.7070698505961897,Amp,false,3,6,78.61216735839844,,,
N7,false,93,Target 1,Unknown,SYBR,13.6645691038207,0.9866714920891034,1.7261770036946062,Amp,false,3,7,78.47749328613281,,,
N8,false,105,Target 1,Unknown,SYBR,12.935000808047693,0.9916701040338212,1.7206753216032418,Amp,false,3,7,78.61216735839844,,,
N9,false,94,Target 1,Unknown,SYBR,14.10133845423135,0.9879184425769729,1.7241359640822325,Amp,false,3,8,78.61216735839844,,,
N10,false,106,Target 1,Unknown,SYBR,12.102535986825131,0.9699648032628577,1.713408920774235,Amp,false,3,6,78.74684143066406,,,
N11,false,95,Target 1,Unknown,SYBR,14.41712924342351,0.9912952417049343,1.7244720878665956,Amp,false,3,8,78.61216735839844,,,
N12,false,107,Target 1,Unknown,SYBR,12.535036449571031,0.9821627181397029,1.7112427330998736,Amp,false,3,6,78.61216735839844,,,
N13,false,96,Target 1,Unknown,SYBR,14.226734274475035,0.9909014100187121,1.7216023763594792,Amp,false,3,8,78.61306762695312,,,
N14,false,108,Target 1,Unknown,SYBR,12.227843123432198,0.9835953447299014,1.710175747349842,Amp,false,3,7,78.61306762695312,,,
N15,false,97,Target 1,Unknown,SYBR,13.025400418279677,0.9865684365518534,1.718027175840389,Amp,false,3,6,78.61306762695312,,,
N16,false,109,Target 1,Unknown,SYBR,12.463991985224435,0.9898890977833492,1.6741241310929853,Amp,false,3,7,78.74778747558594,,,
N17,false,98,Target 1,Unknown,SYBR,12.591753793981997,0.9816055184260427,1.715153255520789,Amp,false,3,6,78.74778747558594,,,
N18,false,110,Target 1,Unknown,SYBR,13.003917227990534,0.9657233113408794,1.7155782118366727,Amp,false,3,7,78.61306762695312,,,
N19,false,99,Target 1,Unknown,SYBR,12.260267692752336,0.9845389421840853,1.7073075010448453,Amp,false,3,7,78.74778747558594,,,
N20,false,111,Target 1,Unknown,SYBR,14.380424042811697,0.9909773444334822,1.7115538035913196,Amp,false,3,8,78.47834014892578,,,
N21,false,100,Target 1,Unknown,SYBR,14.433980458862408,0.9915091601013382,1.7012018459898188,Amp,false,3,8,78.47834014892578,,,
N22,false,112,Target 1,Unknown,SYBR,12.676229639246074,0.9848540938597125,1.7044279641032263,Amp,false,3,7,78.61306762695312,,,
N23,false,101,Target 1,Unknown,SYBR,14.428810499407213,0.9773150631042687,1.681961480020819,Amp,false,3,8,78.47834014892578,,,
N24,false,113,Target 1,Unknown,SYBR,14.919808822247344,0.9861937081716425,1.6806852380868806,Amp,false,3,8,78.74778747558594,,,
O1,false,90,Target 1,Unknown,SYBR,13.894651834834654,0.9884352716598964,1.5891598319148066,Amp,false,3,7,78.61216735839844,,,
O2,false,102,Target 1,Unknown,SYBR,13.24101762808628,0.9750014524925329,1.7109049620198262,Amp,false,3,7,78.34281921386719,,,
O3,false,91,Target 1,Unknown,SYBR,15.804658568224486,0.9862723007985357,1.7223729605834464,Amp,false,3,9,78.34281921386719,,,
O4,false,103,Target 1,Unknown,SYBR,13.865195039634443,0.9595446914246867,1.7155119499636537,Amp,false,3,8,78.20814514160156,,,
O5,false,92,Target 1,Unknown,SYBR,12.740800648531625,0.9774343874033352,1.7127323332807145,Amp,false,3,7,78.61216735839844,,,
O6,false,104,Target 1,Unknown,SYBR,13.854273900132721,0.9758338338638893,1.7075429607059267,Amp,false,3,8,78.07347869873047,,,
O7,false,93,Target 1,Unknown,SYBR,13.597523953204657,0.9930578453340527,1.7109115479508579,Amp,false,3,7,78.61216735839844,,,
O8,false,105,Target 1,Unknown,SYBR,13.313871737575234,0.9812745795284792,1.718655716761629,Amp,false,3,7,78.34281921386719,,,
O9,false,94,Target 1,Unknown,SYBR,14.412524372774847,0.9922033381805575,1.7277845967708774,Amp,false,3,8,78.47749328613281,,,
O10,false,106,Target 1,Unknown,SYBR,12.766898357660637,0.9867386108853736,1.7121694175517341,Amp,false,3,7,78.34281921386719,,,
O11,false,95,Target 1,Unknown,SYBR,14.382465560712557,0.9907917045390808,1.7176706395863175,Amp,false,3,8,78.61216735839844,,,
O12,false,107,Target 1,Unknown,SYBR,13.539804457722227,0.9864967053143934,1.7122653429451993,Amp,false,3,7,78.34281921386719,,,
O13,false,96,Target 1,Unknown,SYBR,14.27983955067901,0.9894774523395562,1.7182308811446896,Amp,false,3,8,78.47834014892578,,,
O14,false,108,Target 1,Unknown,SYBR,12.574886857149348,0.9852202753290353,1.714752645951751,Amp,false,3,7,78.34361267089844,,,
O15,false,97,Target 1,Unknown,SYBR,13.494927900614577,0.9913965251020117,1.7245941665747302,Amp,false,3,7,78.47834014892578,,,
O16,false,109,Target 1,Unknown,SYBR,12.821470683152885,0.9831418230646766,1.710891975781892,Amp,false,3,7,78.34361267089844,,,
O17,false,98,Target 1,Unknown,SYBR,12.592093326586362,0.9894549942976161,1.7125785903281847,Amp,false,3,7,78.61306762695312,,,
O18,false,110,Target 1,Unknown,SYBR,13.762952745554706,0.9925953159692907,1.7081442184485374,Amp,false,3,7,78.47834014892578,,,
O19,false,99,Target 1,Unknown,SYBR,12.275395956664443,0.97371507663467,1.7031531820823385,Amp,false,3,7,78.61306762695312,,,
O20,false,111,Target 1,Unknown,SYBR,14.072113316988656,0.9901761536477708,1.709117258493489,Amp,false,3,7,78.61306762695312,,,
O21,false,100,Target 1,Unknown,SYBR,13.990251702227972,0.9921921850805071,1.7096077632881026,Amp,false,3,7,78.47834014892578,,,
O22,false,112,Target 1,Unknown,SYBR,12.846373849202234,0.9912134597163438,1.71482819736007,Amp,false,3,7,78.47834014892578,,,
O23,false,101,Target 1,Unknown,SYBR,13.057770348687274,0.9782693328900851,1.7021200031100119,Amp,false,3,7,79.01724243164062,,,
O24,false,113,Target 1,Unknown,SYBR,16.42249880122627,0.9740635235159717,1.69339998934959,Amp,false,3,10,78.07416534423828,,,
P1,false,114,Target 1,Unknown,SYBR,12.526518404708764,0.9877514861183695,1.7012244427782905,Amp,false,3,7,78.74684143066406,,,
P2,false,118,Target 1,Unknown,SYBR,10.786159244560004,0.9814340352438472,1.6966527979726775,Amp,false,3,5,79.1508560180664,,,
P3,false,114,Target 1,Unknown,SYBR,11.915782047167713,0.9739564635236659,1.717493306888359,Amp,false,3,6,79.01618194580078,,,
P4,false,118,Target 1,Unknown,SYBR,11.10529814525885,0.9847953197404087,1.7124994403684506,Amp,false,3,5,78.88150787353516,,,
P5,false,114,Target 1,Unknown,SYBR,12.227026051624087,0.9815314277533118,1.7182799587466844,Amp,false,3,6,78.74684143066406,,,
P6,false,118,Target 1,Unknown,SYBR,10.692983682935616,0.9854733464819978,1.7108739015664538,Amp,false,3,5,79.01618194580078,,,
P7,false,115,Target 1,Unknown,SYBR,12.626608249632394,0.9851878958046848,1.7087792305160932,Amp,false,3,6,78.61216735839844,,,
P8,false,119,Target 1,Unknown,SYBR,11.869950932699094,0.9855717087319442,1.7056940211136529,Amp,false,3,6,78.88150787353516,,,
P9,false,115,Target 1,Unknown,SYBR,12.23224330712231,0.9735869600955467,1.7188058135228685,Amp,false,3,6,78.74684143066406,,,
P10,false,119,Target 1,Unknown,SYBR,12.2293057896193,0.978406903470521,1.7141412711139843,Amp,false,3,6,78.74684143066406,,,
P11,false,115,Target 1,Unknown,SYBR,12.46754420006302,0.9909307785936184,1.7122053689672472,Amp,false,3,7,78.74684143066406,,,
P12,false,119,Target 1,Unknown,SYBR,11.845032765418363,0.9911728749051352,1.7160603347600487,Amp,false,3,6,78.88150787353516,,,
P13,false,116,Target 1,Unknown,SYBR,12.890259928590915,0.9911437934742895,1.7160099583179855,Amp,false,3,7,78.61306762695312,,,
P14,false,120,Target 1,Unknown,SYBR,12.37943458921239,0.9884190643305479,1.6953252426980732,Amp,false,3,6,78.74778747558594,,,
P15,false,116,Target 1,Unknown,SYBR,12.855119179983326,0.9876544527473998,1.7157108666770728,Amp,false,3,7,78.61306762695312,,,
P16,false,120,Target 1,Unknown,SYBR,12.003196386154308,0.9857528097151672,1.7162909618444835,Amp,false,3,6,78.88251495361328,,,
P17,false,116,Target 1,Unknown,SYBR,13.155786069162897,0.9871465099594595,1.7154824532335093,Amp,false,3,7,78.61306762695312,,,
P18,false,120,Target 1,Unknown,SYBR,12.405620850562666,0.9853148895025471,1.7048277145065822,Amp,false,3,6,78.74778747558594,,,
P19,false,117,Target 1,Unknown,SYBR,11.706548453327418,0.9897810265660478,1.7031982737117333,Amp,false,3,6,78.74778747558594,,,
P20,false,121,Target 1,Unknown,SYBR,11.844259266536838,0.964669930478936,1.6820197243379091,Amp,false,3,6,78.74778747558594,,,
P21,false,117,Target 1,Unknown,SYBR,11.48626823027696,0.982343315800197,1.6984219389452464,Amp,false,3,6,78.74778747558594,,,
P22,false,121,Target 1,Unknown,SYBR,10.423822630035744,0.9768751511844724,1.670265119363657,Amp,false,3,5,79.01724243164062,,,
P23,false,117,Target 1,Unknown,SYBR,13.138253655908567,0.9712587235974323,1.6948651574774458,Amp,false,3,7,78.20889282226562,,,
P24,false,121,Target 1,Unknown,SYBR,11.431726477684382,0.9717045210540208,1.683861011120572,Amp,false,3,6,78.88251495361328,,,
