Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Tm1,Tm2,Curve Quality,Result Quality Issues
C12,false,11,Target 1,Unknown,SYBR,13.562779748372698,0.9907088943501196,1.718416559660144,Amp,false,3,7,78.47749328613281,,,
C13,false,128,Target 1,Unknown,SYBR,12.684599811635486,0.9915983451496386,1.7206436880597278,Amp,false,3,7,78.74778747558594,,,
C14,false,12,Target 1,Unknown,SYBR,13.473425360223814,0.9895763945943911,1.7188932032081168,Amp,false,3,7,78.47834014892578,,,
C15,false,1,Target 1,Unknown,SYBR,12.752788950801115,0.9909388343547368,1.7126411545036837,Amp,false,3,7,78.61306762695312,,,
C16,false,13,Target 1,Unknown,SYBR,11.632736352877085,0.9917535957334067,1.7178047854975356,Amp,false,3,6,78.74778747558594,,,
C17,false,2,Target 1,Unknown,SYBR,13.949181131882636,0.9930608000741475,1.724330879558056,Amp,false,3,8,78.47834014892578,,,
C18,false,14,Target 1,Unknown,SYBR,11.837552505906853,0.9889032959898838,1.714714195904031,Amp,false,3,6,78.74778747558594,,,
C19,false,3,Target 1,Unknown,SYBR,13.355934261460796,0.9516229797053594,1.7116138112401946,Amp,false,3,8,78.61306762695312,,,
C20,false,15,Target 1,Unknown,SYBR,11.981827221243563,0.9789214278897861,1.718846852977191,Amp,false,3,6,79.15196228027344,,,
C21,false,4,Target 1,Unknown,SYBR,12.67615459012497,0.9770288400028878,1.7039927150248861,Amp,false,3,7,79.42141723632812,,,
C22,false,16,Target 1,Unknown,SYBR,11.65138045499392,0.9866467343481785,1.7035841754615013,Amp,false,3,6,79.01724243164062,,,
C23,false,5,Target 1,Unknown,SYBR,13.685695818376711,0.8931552128827182,1.6861245631541208,Amp,false,3,8,78.74778747558594,,,
C24,false,17,Target 1,Unknown,SYBR,12.293298981902229,0.9911301790365942,1.6957681416243817,Amp,false,3,6,78.74778747558594,,,
D1,false,18,Target 1,Unknown,SYBR,13.760924454876118,0.9836720696203832,1.6043776268042464,Amp,false,3,7,78.61216735839844,,,
D2,false,30,Target 1,Unknown,SYBR,12.841625951880744,0.9599307250413339,1.697351039793124,Amp,false,3,8,78.74684143066406,,,
D3,false,19,Target 1,Unknown,SYBR,12.534418501737246,0.9749116780770938,1.6763095463407625,Amp,false,3,6,78.74684143066406,,,
D4,false,31,Target 1,Unknown,SYBR,13.755125844638773,0.9898728034583744,1.7148947547750597,Amp,false,3,8,78.61216735839844,,,
D5,false,20,Target 1,Unknown,SYBR,12.424137153516718,0.9723816223137135,1.7141534851777935,Amp,false,3,7,78.74684143066406,,,
D6,false,32,Target 1,Unknown,SYBR,12.558484399717198,0.9907350053736615,1.7118586526246424,Amp,false,3,6,78.74684143066406,,,
D7,false,21,Target 1,Unknown,SYBR,13.003513371314156,0.985127816315063,1.7136295947652467,Amp,false,3,6,78.61216735839844,,,
D8,false,33,Target 1,Unknown,SYBR,12.267897465767803,0.9899249388863256,1.7075121422934143,Amp,false,3,6,78.74684143066406,,,
D9,false,22,Target 1,Unknown,SYBR,12.201150891386433,0.9868964107491826,1.7099318155653764,Amp,false,3,6,78.74684143066406,,,
D10,false,34,Target 1,Unknown,SYBR,12.324881474733843,0.9892377008764814,1.7147436142207635,Amp,false,3,7,78.74684143066406,,,
D11,false,23,Target 1,Unknown,SYBR,13.400404201312245,0.9900958078614855,1.71697219929845,Amp,false,3,7,78.61216735839844,,,
D12,false,35,Target 1,Unknown,SYBR,12.923223803644461,0.9794144286469678,1.7157776045464541,Amp,false,3,7,78.47749328613281,,,
D13,false,24,Target 1,Unknown,SYBR,12.486662741106521,0.9879510158946048,1.7115889777836766,Amp,false,3,6,78.74778747558594,,,
D14,false,36,Target 1,Unknown,SYBR,12.181870085313129,0.9852339623018395,1.7124697650731777,Amp,false,3,6,78.61306762695312,,,
D15,false,25,Target 1,Unknown,SYBR,11.86834076895213,0.9895571382121201,1.7119463077940538,Amp,false,3,7,78.88251495361328,,,
D16,false,37,Target 1,Unknown,SYBR,12.46778446177031,0.9882716247141297,1.719831502462526,Amp,false,3,7,78.74778747558594,,,
D17,false,26,Target 1,Unknown,SYBR,12.45745328521707,0.9840740808130221,1.7135189033091416,Amp,false,3,7,78.74778747558594,,,
D18,false,38,Target 1,Unknown,SYBR,12.283639901922331,0.9858742682047611,1.7105847448955602,Amp,false,3,6,78.74778747558594,,,
D19,false,27,Target 1,Unknown,SYBR,12.93620227080212,0.9807382641037636,1.7000205725563138,Amp,false,3,7,78.74778747558594,,,
D20,false,39,Target 1,Unknown,SYBR,12.223128424523985,0.9810967570318923,1.7090728161217659,Amp,false,3,6,78.88251495361328,,,
D21,false,28,Target 1,Unknown,SYBR,10.601723571462607,0.9747385923166075,1.6986495689517622,Amp,false,3,5,79.69086456298828,,,
D22,false,40,Target 1,Unknown,SYBR,11.956373013879922,0.9889380575056747,1.6987427930837273,Amp,false,3,6,79.15196228027344,,,
D23,false,29,Target 1,Unknown,SYBR,11.518210727559506,0.976162276556901,1.7063595581138895,Amp,false,3,6,79.15196228027344,,,
D24,false,41,Target 1,Unknown,SYBR,13.534664303100502,0.9919701097649407,1.7038525203056005,Amp,false,3,7,78.88251495361328,,,
E1,false,18,Target 1,Unknown,SYBR,13.397653244516086,0.9803418433477185,1.6976531348371509,Amp,false,3,7,78.74684143066406,,,
E2,false,30,Target 1,Unknown,SYBR,12.839902643507482,0.9715547275733877,1.7007091232114764,Amp,false,3,6,78.74684143066406,,,
E3,false,19,Target 1,Unknown,SYBR,12.623295086322042,0.9912066951625372,1.7036910607960065,Amp,false,3,7,78.74684143066406,,,
E4,false,31,Target 1,Unknown,SYBR,13.962518218943398,0.9683416252487212,1.7097779677773766,Amp,false,3,8,78.61216735839844,,,
E5,false,20,Target 1,Unknown,SYBR,12.492575839157134,0.9898922662539323,1.7089521918154105,Amp,false,3,6,78.74684143066406,,,
E6,false,32,Target 1,Unknown,SYBR,12.768982525296696,0.9893710804011432,1.7148782713008799,Amp,false,3,7,78.74684143066406,,,
E7,false,21,Target 1,Unknown,SYBR,13.145135926913962,0.985532902373767,1.711366238749526,Amp,false,3,7,78.61216735839844,,,
E8,false,33,Target 1,Unknown,SYBR,11.944768583009292,0.9888205574910135,1.712741507361687,Amp,false,3,6,78.88150787353516,,,
E9,false,22,Target 1,Unknown,SYBR,12.388639307373452,0.9832934932951363,1.710633569550772,Amp,false,3,7,78.74684143066406,,,
E10,false,34,Target 1,Unknown,SYBR,12.822836446661743,0.9874019577544767,1.687864873106062,Amp,false,3,6,78.61216735839844,,,
E11,false,23,Target 1,Unknown,SYBR,13.90371617871374,0.9914613607751538,1.7151698911157025,Amp,false,3,7,78.61216735839844,,,
E12,false,35,Target 1,Unknown,SYBR,13.00414681032414,0.9855537590274231,1.717431355053732,Amp,false,3,7,78.47749328613281,,,
E13,false,24,Target 1,Unknown,SYBR,12.824701563127128,0.9856246686758947,1.7207137329219238,Amp,false,3,7,78.61306762695312,,,
E14,false,36,Target 1,Unknown,SYBR,12.177519852655522,0.9882459553695536,1.7148970448493588,Amp,false,3,6,78.61306762695312,,,
E15,false,25,Target 1,Unknown,SYBR,12.436375116149947,0.9843228662390762,1.713538385379297,Amp,false,3,6,78.74778747558594,,,
E16,false,37,Target 1,Unknown,SYBR,12.955908648820781,0.9927784824220847,1.7250862950000279,Amp,false,3,7,78.74778747558594,,,
E17,false,26,Target 1,Unknown,SYBR,12.424838339675123,0.9884397276841248,1.711075093290486,Amp,false,3,7,78.88251495361328,,,
E18,false,38,Target 1,Unknown,SYBR,12.408712923189416,0.9745342995327652,1.713474239005131,Amp,false,3,7,78.74778747558594,,,
E19,false,27,Target 1,Unknown,SYBR,14.03320819857224,0.9884110460317264,1.7138640637669897,Amp,false,3,8,78.47834014892578,,,
E20,false,39,Target 1,Unknown,SYBR,12.722573127644605,0.9906061938196765,1.7144995093414952,Amp,false,3,7,78.74778747558594,,,
E21,false,28,Target 1,Unknown,SYBR,11.603423291299123,0.9738216458095286,1.6972809993279891,Amp,false,3,6,79.01724243164062,,,
E22,false,40,Target 1,Unknown,SYBR,12.26672859901964,0.9876474951403598,1.7054712792277238,Amp,false,3,7,79.01724243164062,,,
E23,false,29,Target 1,Unknown,SYBR,12.240535793540523,0.9811145043818686,1.6717043363472102,Amp,false,3,6,78.88251495361328,,,
E24,false,41,Target 1,Unknown,SYBR,13.382188885788608,0.9862851380284295,1.705101222021655,Amp,false,3,7,79.01724243164062,,,
F1,false,18,Target 1,Unknown,SYBR,13.652725092412894,0.9817283188140785,1.72410689657674,Amp,false,3,7,78.61216735839844,,,
F2,false,30,Target 1,Unknown,SYBR,13.107401549914549,0.9703886046776271,1.7000878087472437,Amp,false,3,7,78.74684143066406,,,
F3,false,19,Target 1,Unknown,SYBR,12.907930277598254,0.9920767124968974,1.7047288491759192,Amp,false,3,6,78.61216735839844,,,
F4,false,31,Target 1,Unknown,SYBR,14.138252565079906,0.983870263496195,1.7029713190595697,Amp,false,3,8,78.61216735839844,,,
F5,false,20,Target 1,Unknown,SYBR,13.517208438701264,0.9829476065112908,1.7035962986015125,Amp,false,3,7,78.47749328613281,,,
F6,false,32,Target 1,Unknown,SYBR,13.141752329489709,0.9826188339289098,1.7113010756508917,Amp,false,3,7,78.74684143066406,,,
F7,false,21,Target 1,Unknown,SYBR,13.608282833897274,0.9793830197970816,1.707907780562975,Amp,false,3,8,78.61216735839844,,,
F8,false,33,Target 1,Unknown,SYBR,12.61781481795273,0.9895372643427375,1.718591002386142,Amp,false,3,6,78.61216735839844,,,
F9,false,22,Target 1,Unknown,SYBR,12.783003819681213,0.9865733103057325,1.7119483365654167,Amp,false,3,7,78.74684143066406,,,
F10,false,34,Target 1,Unknown,SYBR,12.706050455780712,0.9836117872682562,1.720999094183115,Amp,false,3,7,78.61216735839844,,,
F11,false,23,Target 1,Unknown,SYBR,13.435075546702642,0.9877181651726635,1.721185711994192,Amp,false,3,7,78.74684143066406,,,
F12,false,35,Target 1,Unknown,SYBR,13.611311542039548,0.987634622607314,1.7153474502511536,Amp,false,3,7,78.47749328613281,,,
F13,false,24,Target 1,Unknown,SYBR,13.298747848793372,0.9885404353555298,1.7222721075551053,Amp,false,3,7,78.47834014892578,,,
F14,false,36,Target 1,Unknown,SYBR,12.7917789823316,0.986434004677331,1.7369603594076413,Amp,false,3,7,78.47834014892578,,,
F15,false,25,Target 1,Unknown,SYBR,13.742695896951965,0.9855234816515867,1.7104298465738546,Amp,false,3,8,78.34361267089844,,,
F16,false,37,Target 1,Unknown,SYBR,13.114308687434931,0.9848165817306593,1.7335507652293447,Amp,false,3,7,78.61306762695312,,,
F17,false,26,Target 1,Unknown,SYBR,13.09173994017544,0.9886656764541912,1.7173221284399856,Amp,false,3,7,78.61306762695312,,,
F18,false,38,Target 1,Unknown,SYBR,13.085773569017785,0.9565514576976224,1.702264543229429,Amp,false,3,7,78.61306762695312,,,
F19,false,27,Target 1,Unknown,SYBR,13.401825632839117,0.9922466834984699,1.727013066064757,Amp,false,3,8,78.74778747558594,,,
F20,false,39,Target 1,Unknown,SYBR,12.915951726193228,0.9905945494901999,1.715863864693355,Amp,false,3,7,78.74778747558594,,,
F21,false,28,Target 1,Unknown,SYBR,11.73251947741197,0.9581367967524137,1.7036182624665004,Amp,false,3,7,79.01724243164062,,,
F22,false,40,Target 1,Unknown,SYBR,13.048188634810206,0.9803217947592929,1.7054781526192828,Amp,false,3,7,78.61306762695312,,,
F23,false,29,Target 1,Unknown,SYBR,12.033811498522486,0.9819965847149177,1.705382629156452,Amp,false,3,6,79.01724243164062,,,
F24,false,41,Target 1,Unknown,SYBR,13.776655146592912,0.9905230236492103,1.7071862208492021,Amp,false,3,7,78.88251495361328,,,
G1,false,42,Target 1,Unknown,SYBR,12.751473217117116,0.974924099727636,1.7042920209884815,Amp,false,3,7,78.88150787353516,,,
G2,false,54,Target 1,Unknown,SYBR,12.672067212596023,0.9796092894403814,1.695747618149285,Amp,false,3,7,78.88150787353516,,,
G3,false,43,Target 1,Unknown,SYBR,12.28805611010388,0.9868382125156541,1.7025524898063074,Amp,false,3,6,79.01618194580078,,,
G4,false,55,Target 1,Unknown,SYBR,12.625114519775806,0.9908685040258511,1.6998735921947663,Amp,false,3,7,78.74684143066406,,,
G5,false,44,Target 1,Unknown,SYBR,13.436366034600187,0.982413556867665,1.7089681325792696,Amp,false,3,8,78.61216735839844,,,
G6,false,56,Target 1,Unknown,SYBR,14.006310522177728,0.9815795685146513,1.7079314091132152,Amp,false,3,7,78.61216735839844,,,
G7,false,45,Target 1,Unknown,SYBR,13.392130957081719,0.9869330286576095,1.7103379806087433,Amp,false,3,8,78.74684143066406,,,
G8,false,57,Target 1,Unknown,SYBR,12.081176528983892,0.9871077119015216,1.7144531854418859,Amp,false,3,6,78.74684143066406,,,
G9,false,46,Target 1,Unknown,SYBR,13.490963290907622,0.9878157206373829,1.7164855177257192,Amp,false,3,7,78.74684143066406,,,
G10,false,58,Target 1,Unknown,SYBR,12.36117211866015,0.9873859367373036,1.7036372649410647,Amp,false,3,6,78.61216735839844,,,
G11,false,47,Target 1,Unknown,SYBR,12.138604018066701,0.9837451274528521,1.718954937762332,Amp,false,3,6,78.88150787353516,,,
G12,false,59,Target 1,Unknown,SYBR,12.926569625166863,0.9750814490008074,1.7188616679873172,Amp,false,3,8,78.61216735839844,,,
G13,false,48,Target 1,Unknown,SYBR,14.443216150996506,0.990361007664889,1.714917106022383,Amp,false,3,8,78.47834014892578,,,
G14,false,60,Target 1,Unknown,SYBR,11.940716490634564,0.9921581260530605,1.717960547162823,Amp,false,3,6,78.88251495361328,,,
G15,false,49,Target 1,Unknown,SYBR,12.142850577168225,0.9776334024965057,1.7079349362834673,Amp,false,3,6,78.74778747558594,,,
G16,false,61,Target 1,Unknown,SYBR,11.94680373913793,0.9812924216430758,1.7090599867229779,Amp,false,3,6,78.88251495361328,,,
G17,false,50,Target 1,Unknown,SYBR,11.030372006657167,0.9862906518392587,1.7099853343937448,Amp,false,3,6,79.01724243164062,,,
G18,false,62,Target 1,Unknown,SYBR,11.692171756644946,0.990422815148929,1.7149259862280475,Amp,false,3,6,78.88251495361328,,,
G19,false,51,Target 1,Unknown,SYBR,12.89157861926616,0.9854167749211539,1.6865821383172206,Amp,false,3,6,78.61306762695312,,,
G20,false,63,Target 1,Unknown,SYBR,11.926993391039122,0.986787649138708,1.7049560100065733,Amp,false,3,6,78.88251495361328,,,
G21,false,52,Target 1,Unknown,SYBR,11.180678168843155,0.9654884377652158,1.7058168396726656,Amp,false,3,6,79.28668975830078,,,
G22,false,64,Target 1,Unknown,SYBR,11.470877756709239,0.9923203586972016,1.7080258082284543,Amp,false,3,6,79.01724243164062,,,
G23,false,53,Target 1,Unknown,SYBR,11.085977053451728,0.9841914973700466,1.7026320808854118,Amp,false,3,6,79.15196228027344,,,
G24,false,65,Target 1,Unknown,SYBR,11.51739422140393,0.9760466823776398,1.6977125265657445,Amp,false,3,6,79.28668975830078,,,
H1,false,42,Target 1,Unknown,SYBR,13.887566974784662,0.9510827630359238,1.6393074395284393,Amp,false,3,9,78.88150787353516,,,
H2,false,54,Target 1,Unknown,SYBR,12.732556788263377,0.98543595680569,1.6987363872787868,Amp,false,3,7,78.88150787353516,,,
H3,false,43,Target 1,Unknown,SYBR,13.053862986876862,0.9848718946485443,1.7160091063262983,Amp,false,3,7,78.74684143066406,,,
H4,false,55,Target 1,Unknown,SYBR,12.747111503267288,0.9759576085995619,1.6966452731679442,Amp,false,3,7,78.88150787353516,,,
H5,false,44,Target 1,Unknown,SYBR,13.199578955267253,0.9819935455802419,1.7086727814036027,Amp,false,3,7,78.74684143066406,,,
H6,false,56,Target 1,Unknown,SYBR,14.29981691826276,0.9906872364293733,1.7159466050554188,Amp,false,3,8,78.61216735839844,,,
H7,false,45,Target 1,Unknown,SYBR,13.395384893214047,0.9886977022527724,1.7132927078574847,Amp,false,3,7,78.74684143066406,,,
H8,false,57,Target 1,Unknown,SYBR,12.600910711994391,0.98011232183499,1.7162492738821038,Amp,false,3,7,78.74684143066406,,,
H9,false,46,Target 1,Unknown,SYBR,13.907213105474053,0.9902010492373657,1.7206395554940799,Amp,false,3,7,78.61216735839844,,,
H10,false,58,Target 1,Unknown,SYBR,13.648692293118255,0.992232656063057,1.6953210097375717,Amp,false,3,8,78.34281921386719,,,
H11,false,47,Target 1,Unknown,SYBR,12.728198211361182,0.9884187204261168,1.7182918380276708,Amp,false,3,7,78.74684143066406,,,
H12,false,59,Target 1,Unknown,SYBR,13.377487089409527,0.9693228105512232,1.7138458968498764,Amp,false,3,8,78.61216735839844,,,
H13,false,48,Target 1,Unknown,SYBR,14.378800860182604,0.9891291478367817,1.7199571480456413,Amp,false,3,8,78.47834014892578,,,
H14,false,60,Target 1,Unknown,SYBR,12.309776233325415,0.987282388404612,1.7284530141551204,Amp,false,3,6,78.61306762695312,,,
H15,false,49,Target 1,Unknown,SYBR,13.042851746074014,0.9840180922072315,1.7071147346777733,Amp,false,3,7,78.47834014892578,,,
H16,false,61,Target 1,Unknown,SYBR,11.914267334645974,0.9925557462778356,1.7207917900172505,Amp,false,3,6,78.88251495361328,,,
H17,false,50,Target 1,Unknown,SYBR,11.168132675692167,0.9834497118038626,1.7328451679795454,Amp,false,3,6,78.88251495361328,,,
H18,false,62,Target 1,Unknown,SYBR,12.21764284879984,0.9888618928623147,1.7183855706081945,Amp,false,3,7,78.74778747558594,,,
H19,false,51,Target 1,Unknown,SYBR,13.110070283027557,0.9824192031831088,1.7104150637975601,Amp,false,3,7,78.61306762695312,,,
H20,false,63,Target 1,Unknown,SYBR,12.505843831811422,0.9637934236695128,1.7025704451528934,Amp,false,3,7,78.74778747558594,,,
H21,false,52,Target 1,Unknown,SYBR,11.636467621560051,0.9763664813785827,1.6782193120248656,Amp,false,3,6,79.01724243164062,,,
H22,false,64,Target 1,Unknown,SYBR,12.308237348609737,0.9778181700555139,1.7024306944287912,Amp,false,3,7,78.88251495361328,,,
H23,false,53,Target 1,Unknown,SYBR,11.58635154179996,0.9789782233264609,1.6932416426403982,Amp,false,3,7,79.01724243164062,,,
H24,false,65,Target 1,Unknown,SYBR,12.252778885014017,0.9789176327307355,1.693997615446188,Amp,false,3,7,79.01724243164062,,,
I1,false,42,Target 1,Unknown,SYBR,13.252539306691592,0.9777711202904563,1.6986201896661721,Amp,false,3,7,78.74684143066406,,,
I2,false,54,Target 1,Unknown,SYBR,12.848311454595155,0.9792939092824489,1.6814479589347266,Amp,false,3,7,78.74684143066406,,,
I3,false,43,Target 1,Unknown,SYBR,13.067462630022568,0.9772910020027982,1.7038025821636096,Amp,false,3,7,78.88150787353516,,,
I4,false,55,Target 1,Unknown,SYBR,12.769587825568593,0.9837132943214628,1.7074400762342967,Amp,false,3,6,78.74684143066406,,,
I5,false,44,Target 1,Unknown,SYBR,14.134693354103668,0.98135477249323,1.704294122547577,Amp,false,3,8,78.47749328613281,,,
I6,false,56,Target 1,Unknown,SYBR,14.204042404058995,0.9905660544000389,1.7191479150406195,Amp,false,3,7,78.61216735839844,,,
I7,false,45,Target 1,Unknown,SYBR,13.662481656288499,0.9905417999392832,1.715971127076501,Amp,false,3,7,78.61216735839844,,,
I8,false,57,Target 1,Unknown,SYBR,12.730143282333454,0.9893451261311896,1.7188364591907714,Amp,false,3,7,78.61216735839844,,,
