Well,Omit,Sample,Target,Task,Dyes,Cq,Cq Conf,Amp Score,Amp Status,Annotated,Baseline Start,Baseline End,Tm1,Tm2,Tm3,Tm4,Curve Quality,Result Quality Issues
A1,false,122,Target 1,Unknown,SYBR,Undetermined,0,0.906709807006917,No Amp,false,3,21,77.94645690917969,69.85748291015625,,,,
A2,false,6,Target 1,Unknown,SYBR,14.401798437154174,0.9786493349769528,1.7126823063402714,Amp,false,3,7,78.08126831054688,,,,,
A3,false,123,Target 1,Unknown,SYBR,12.524848762790292,0.9667306607938115,1.6834089282590856,Amp,false,3,7,78.35090637207031,,,,,
A4,false,7,Target 1,Unknown,SYBR,13.47095318890834,0.9837067013439719,1.6966389621779425,Amp,false,3,7,78.08126831054688,,,,,
A5,false,124,Target 1,Unknown,SYBR,13.694818257983009,0.9831671268477878,1.7119338714015337,Amp,false,3,7,77.94645690917969,,,,,
A6,false,8,Target 1,Unknown,SYBR,13.424363452788608,0.9880072535899138,1.6987406163750898,Amp,false,3,7,77.94645690917969,,,,,
A7,false,125,Target 1,Unknown,SYBR,15.083606745091664,0.9864710803396466,1.7036338091480674,Amp,false,3,8,77.94645690917969,,,,,
A8,false,9,Target 1,Unknown,SYBR,14.285997477256597,0.9905179036859939,1.711492078654653,Amp,false,3,7,77.94645690917969,,,,,
A9,false,126,Target 1,Unknown,SYBR,16.17032046494503,0.9826987135403303,1.705595579638396,Amp,false,3,9,77.94645690917969,,,,,
A10,false,10,Target 1,Unknown,SYBR,14.734881814842883,0.9787327046244474,1.6988854132259505,Amp,false,3,8,77.94645690917969,,,,,
A11,false,127,Target 1,Unknown,SYBR,17.604010562660896,0.9922822070422159,1.715490226020298,Amp,false,3,10,77.94645690917969,,,,,
A12,false,11,Target 1,Unknown,SYBR,14.416894321008666,0.9809161304007762,1.6830725116786858,Amp,false,3,8,77.67681884765625,,,,,
A13,false,128,Target 1,Unknown,SYBR,17.585858692951312,0.9900661328578572,1.6738485308223783,Amp,false,3,10,76.19404602050781,,,,,
A14,false,12,Target 1,Unknown,SYBR,14.849337428221606,0.9666432485285568,1.7080536840281662,Amp,false,3,9,77.81209564208984,,,,,
A15,false,1,Target 1,Unknown,SYBR,13.385898115219543,0.9892269993419054,1.7064212083658998,Amp,false,3,7,78.08177185058594,,,,,
A16,false,13,Target 1,Unknown,SYBR,13.83517542211203,0.9857702452635032,1.7095521394937019,Amp,false,3,7,77.94692993164062,,,,,
A17,false,2,Target 1,Unknown,SYBR,14.760666293388823,0.9888025586735205,1.712311366633769,Amp,false,3,8,78.08177185058594,,,,,
A18,false,14,Target 1,Unknown,SYBR,13.936756936492795,0.9827977741688005,1.7015638391656467,Amp,false,3,7,77.94692993164062,,,,,
A19,false,3,Target 1,Unknown,SYBR,13.524814933668026,0.9835807261665738,1.699105221589166,Amp,false,3,7,78.08177185058594,,,,,
A20,false,15,Target 1,Unknown,SYBR,14.396246981581644,0.9862679018736762,1.7070922937966673,Amp,false,3,8,78.08177185058594,,,,,
A21,false,4,Target 1,Unknown,SYBR,15.824801484473134,0.9744727091458419,1.6594333913626282,Amp,false,3,9,77.94692993164062,,,,,
A22,false,16,Target 1,Unknown,SYBR,15.667039795635453,0.9889261226318045,1.6812035417970987,Amp,false,3,8,77.94692993164062,,,,,
A23,false,5,Target 1,Unknown,SYBR,15.120649373887264,0.9809460025462918,1.6624498991621037,Amp,false,3,8,78.08177185058594,,,,,
A24,false,17,Target 1,Unknown,SYBR,15.50671553693542,0.9909261687342366,1.6971008750212708,Amp,false,3,9,78.08177185058594,,,,,
