pcr_date,pcr_primer,sample,sample_id,Cq,Cq_sd,nsamps,Cq_cv,Cq_relative,Cq_relative_sd3,Cq_relative_087
10/29/20,gadph,71,T_192,22.19804069,0.146794492,3,0.661294814,0.974513044,0.965564188,1.031553171
10/29/20,gadph,72,T_193,23.99531663,0.009660132,2,0.040258407,1.053415001,1.043741596,1.115073411
10/29/20,gadph,73,T_194,23.4194954,0.150235639,3,0.641498187,1.028135955,1.018694685,1.088314734
10/29/20,gadph,74,T_195,25.42865444,0.135773941,3,0.53394072,1.116339761,1.106088525,1.181681279
10/29/20,gadph,75,T_196,22.55612291,0.025034689,3,0.110988441,0.990233161,0.981139949,1.048193417
10/29/20,gadph,76,T_197,24.0448372,0.057409726,3,0.238761133,1.055588997,1.045895628,1.117374655
10/29/20,gadph,77,T_198,22.13423854,0.244052907,3,1.102603581,0.971712075,0.96278894,1.028588256
10/29/20,gadph,78,T_199,23.39097828,0.095009606,3,0.406180558,1.026884029,1.017454255,1.08698953
10/29/20,gadph,79,T_200,22.72407048,0.035422745,3,0.155882043,0.997606204,0.988445285,1.055998017
10/29/20,gadph,80,T_201,21.97846067,0.094663948,3,0.430712367,0.964873293,0.956012957,1.021349186
10/29/20,gadph,81,T_202,22.39290013,0.020179791,2,0.090116916,0.983067541,0.974040129,1.040608379
10/29/20,gadph,82,T_203,23.7255155,0.183215689,3,0.772230592,1.0415705,1.032005862,1.102535629
10/29/20,gadph,83,T_204,23.42350363,0.002518845,2,0.010753495,1.028311919,1.018869033,1.088500998
10/29/20,gadph,84,T_205,21.99678342,0.051288188,3,0.233162219,0.965677677,0.956809955,1.022200653
10/29/20,gadph,85,T_206,22.97081406,0.041703446,3,0.181549709,1.008438459,0.999178069,1.067464305
10/29/20,gadph,86,T_207,23.18632288,0.062789101,3,0.270802322,1.017899481,1.008552211,1.077479099
10/29/20,gadph,87,T_208,22.56884924,0.041473871,3,0.183765997,0.990791858,0.981693515,1.048784815
10/29/20,gadph,88,T_209,21.2768474,0.107340857,3,0.504496061,0.934071868,0.925494379,0.988744895
10/29/20,gadph,89,T_210,22.25672973,0.158758955,3,0.713307645,0.977089544,0.968117027,1.034280478
10/29/20,gadph,90,T_211,NA,NA,NA,NA,NA,NA,NA
10/29/20,gadph,91,T_212,22.29711601,0.178723786,3,0.801555617,0.978862536,0.969873739,1.036157247
10/29/20,gadph,92,T_213,22.05915195,0.154753275,3,0.701537737,0.968415709,0.959522844,1.025098947
10/29/20,gadph,93,T_214,21.84921236,0.011462275,3,0.052460814,0.959199181,0.950390951,1.015342958
10/29/20,gadph,94,T_215,22.93679911,0.109167088,3,0.475947353,1.006945173,0.997698496,1.065883615
10/29/20,gadph,95,T_216,21.99787307,0.117125682,3,0.532440937,0.965725514,0.956857353,1.02225129
10/29/20,gadph,96,T_217,21.80337456,0.169082815,3,0.775489201,0.957186862,0.94839711,1.013212854
10/29/20,gadph,97,T_218,22.7514056,0.121315425,3,0.53322167,0.998806239,0.9896343,1.057268293
10/29/20,gadph,98,T_219,22.58103462,0.121521591,3,0.538157763,0.991326807,0.982223551,1.049351075
10/29/20,gadph,99,T_220,22.58658138,0.219005696,3,0.969627462,0.991570314,0.982464823,1.049608836
10/29/20,gadph,100,T_221,22.17867519,0.001649288,2,0.007436371,0.973662882,0.964721833,1.030653247
10/29/20,gadph,101,T_222,22.24629643,0.106478799,3,0.478636072,0.976631513,0.967663203,1.033795637
10/29/20,gadph,102,T_223,21.78793548,0.058437348,3,0.268209661,0.956509074,0.947725546,1.012495393
10/29/20,gadph,103,T_224,22.37081115,0.045072791,3,0.201480359,0.982097816,0.973079309,1.039581894
10/29/20,gadph,104,T_225,24.25655146,0.030758909,3,0.126806602,1.064883435,1.055104716,1.127213114
