pcr_date,pcr_primer,sample,sample_id,Cq,Cq_sd,nsamps,Cq_cv,Cq_relative,Cq_relative_sd3,Cq_relative_087
10/26/20,gadph,1,T_001,22.24552304,0.047163297,3,0.212012535,0.974347697,0.966562248,1.043050092
10/26/20,gadph,2,T_002,22.62058308,0.133336623,3,0.589448215,0.990775222,0.98285851,1.060635941
10/26/20,gadph,3,T_003,22.11203157,0.105917323,3,0.479003129,0.968500808,0.960762078,1.036790932
10/26/20,gadph,4,T_004,22.51719523,0.040148514,2,0.178301575,0.986246863,0.978366335,1.055788282
10/26/20,gadph,5,T_005,22.38721248,0.108553774,3,0.484891875,0.980553655,0.972718618,1.049693639
10/26/20,gadph,6,T_006,NA,NA,NA,NA,NA,NA,NA
10/26/20,gadph,7,T_007,21.97086859,0.164561474,3,0.748998491,0.962317909,0.954628583,1.030172069
10/26/20,gadph,8,T_008,22.35609191,0.045288937,3,0.202579849,0.979190583,0.971366437,1.048234455
10/26/20,gadph,9,T_009,22.64950368,0.112556573,3,0.496949403,0.992041936,0.984115103,1.061991972
10/26/20,gadph,10,T_010,21.96077368,0.050605118,3,0.23043413,0.961875755,0.954189962,1.029698738
10/26/20,gadph,11,T_011,21.81975964,0.100901358,2,0.462431115,0.955699379,0.948062938,1.023086859
10/26/20,gadph,12,T_012,21.92886105,0.046991732,3,0.214291713,0.96047799,0.952803366,1.028202416
10/26/20,gadph,13,T_013,25.11935347,0.192668001,2,0.767010189,1.100220667,1.091429441,1.177798512
10/26/20,gadph,14,T_014,23.29948139,0.157445502,3,0.67574681,1.020510779,1.012356467,1.092468186
10/26/20,gadph,15,T_015,22.08900936,0.072236659,3,0.327025346,0.967492442,0.959761769,1.035711464
10/26/20,gadph,16,T_016,23.1787291,0.126879051,3,0.547394339,1.015221862,1.007109811,1.086806342
10/26/20,gadph,17,T_017,24.52593125,0.054951257,2,0.224053701,1.07422894,1.065645398,1.149974078
10/26/20,gadph,18,T_018,NA,NA,NA,NA,NA,NA,NA
10/26/20,gadph,19,T_019,23.00991149,0.015108201,2,0.065659536,1.007827698,0.999774729,1.078890806
10/26/20,gadph,20,T_020,NA,NA,NA,NA,NA,NA,NA
10/26/20,gadph,21,T_021,21.61277599,0.104952854,2,0.485605618,0.946633553,0.939069552,1.013381791
10/26/20,gadph,22,T_022,21.6220753,0.236795844,2,1.095157799,0.94704086,0.939473605,1.013817818
10/26/20,gadph,23,T_023,21.39149723,0.085287249,2,0.398696959,0.936941605,0.929455047,1.003006452
10/26/20,gadph,24,T_024,NA,NA,NA,NA,NA,NA,NA
10/26/20,gadph,25,T_025,NA,NA,NA,NA,NA,NA,NA
10/26/20,gadph,26,T_026,21.69074661,0.039456692,2,0.181905643,0.950048644,0.942457355,1.017037684
10/26/20,gadph,27,T_027,23.27000484,0.099699125,2,0.428444798,1.019219714,1.011075719,1.091086087
10/26/20,gadph,28,T_028,22.08746353,0.10896382,2,0.493328807,0.967424735,0.959694603,1.035638983
10/26/20,gadph,29,T_029,21.74127141,0.15548778,2,0.715173355,0.952261617,0.944652645,1.019406696
10/26/20,gadph,30,T_030,22.22314022,0.015119937,2,0.068036905,0.973367336,0.96558972,1.042000604
10/26/20,gadph,31,T_031,21.82387368,0.105490987,3,0.483374256,0.955879573,0.948241692,1.023279758
10/26/20,gadph,32,T_032,21.73090705,0.023236967,3,0.106930497,0.951807661,0.944202316,1.018920731
10/26/20,gadph,33,T_033,21.99506137,0.127495556,3,0.579655378,0.963377546,0.955679753,1.031306422
10/26/20,gadph,34,T_034,22.08158251,0.06793605,2,0.307659337,0.967167148,0.959439074,1.035363233
