pcr_date,pcr_primer,sample,sample_id,Cq,Cq_sd,nsamps,Cq_cv,Cq_relative,Cq_relative_sd3,Cq_relative_087
11/10/20,gadph,1,T_363,21.91391988,0.048582421,3,0.221696624,0.969873508,0.972522331,1.034376145
11/10/20,gadph,2,T_364,23.30648269,0.182753383,3,0.784131118,1.031506013,1.03432316,1.100107595
11/10/20,gadph,3,T_365,21.77151744,0.03371082,3,0.154839093,0.963571014,0.966202624,1.027654495
11/10/20,gadph,4,T_366,21.64516388,0.066828015,2,0.3087434,0.957978816,0.960595153,1.021690381
11/10/20,gadph,5,T_367,22.53363923,0.030334429,3,0.13461842,0.997301252,1.000024982,1.063628005
11/10/20,gadph,6,T_368,22.42665337,0.041712593,3,0.185995622,0.992566237,0.995277035,1.058578081
11/10/20,gadph,7,T_369,22.60132183,0.092808626,3,0.41063362,1.000296771,1.003028682,1.066822744
11/10/20,gadph,8,T_370,21.94845347,0.036806254,3,0.167694066,0.971401907,0.974054904,1.036006192
11/10/20,gadph,9,T_371,22.14817647,0.209608173,3,0.946390206,0.980241314,0.982918452,1.045433474
11/10/20,gadph,10,T_372,22.28789813,0.123703881,3,0.55502713,0.986425161,0.989119188,1.052028586
11/10/20,gadph,11,T_373,22.20770293,0.10368945,3,0.46690759,0.982875855,0.985560188,1.048243229
11/10/20,gadph,12,T_374,22.52362654,0.076523012,3,0.339745518,0.996858107,0.999580627,1.063155388
11/10/20,gadph,13,T_375,21.91084889,0.086023454,3,0.392606671,0.969737591,0.972386042,1.034231188
11/10/20,gadph,14,T_376,21.95032971,0.100928424,3,0.459803679,0.971484947,0.97413817,1.036094754
11/10/20,gadph,15,T_377,22.23842452,0.069639331,3,0.313148672,0.984235542,0.986923588,1.049693343
11/10/20,gadph,16,T_378,22.05061333,0.116306928,3,0.527454388,0.975923332,0.978588677,1.040828319
11/10/20,gadph,17,T_379,22.67463399,0.090524103,3,0.399230714,1.003541445,1.006282218,1.070283209
11/10/20,gadph,18,T_380,NA,NA,NA,NA,NA,NA,NA
11/10/20,gadph,19,T_381,21.62918769,0.112446591,3,0.51988356,0.957271737,0.959886142,1.020936277
11/10/20,gadph,20,T_382,22.05054939,0.081363281,3,0.368985279,0.975920502,0.978585839,1.040825301
11/10/20,gadph,21,T_383,21.78358547,0.12467353,3,0.572327866,0.964105125,0.966738193,1.028224128
11/10/20,gadph,22,T_384,21.62090366,0.058167237,3,0.269032406,0.9569051,0.959518504,1.020545256
11/10/20,gadph,23,T_385,21.44961477,0.086769077,3,0.404525105,0.949324139,0.951916839,1.012460114
11/10/20,gadph,24,T_386,22.32497568,0.040935938,3,0.183363865,0.988066152,0.99076466,1.053778712
11/10/20,gadph,25,T_387,22.31920964,0.060031106,3,0.268966091,0.987810956,0.990508767,1.053506545
11/10/20,gadph,26,T_388,22.06042158,0.124845391,3,0.565924776,0.976357429,0.979023959,1.041291286
11/10/20,gadph,27,T_389,22.50274998,0.059846223,3,0.265950709,0.995934146,0.998654142,1.062169977
11/10/20,gadph,28,T_390,21.58201617,0.0620102,3,0.287323479,0.955184004,0.957792708,1.018709697
11/10/20,gadph,29,T_391,22.4650942,0.045104975,3,0.200778038,0.994267564,0.996983008,1.060392557
11/10/20,gadph,30,T_392,21.75189438,0.070360698,3,0.323469288,0.96270253,0.965331767,1.026728251
11/10/20,gadph,31,T_393,21.36776947,0.029683317,3,0.138916312,0.945701803,0.94828461,1.00859687
11/10/20,gadph,32,T_394,22.71118294,0.068557042,3,0.301864692,1.00515904,1.007904231,1.072008385
11/10/20,gadph,33,T_395,24.1049669,0.054808994,3,0.227376352,1.066845592,1.069759254,1.137797476
11/10/20,gadph,34,T_396,23.67520186,0.010382197,2,0.043852625,1.047824908,1.050686624,1.117511799
11/10/20,gadph,35,T_397,22.04310026,0.00843174,3,0.038251151,0.975590816,0.978255253,1.040473689
11/10/20,gadph,36,T_398,23.995328,0.134528849,3,0.56064601,1.061993157,1.064893567,1.132622324
11/10/20,gadph,37,T_399,24.2742236,0.040317021,3,0.166089848,1.07433661,1.077270732,1.145786694
11/10/20,gadph,38,T_400,21.89693555,0.180464678,3,0.824154949,0.96912181,0.971768579,1.033574454
11/10/20,gadph,39,T_401,22.21510336,0.175603795,3,0.790470302,0.983203387,0.985888614,1.048592543
